,initial_number_sheep,initial_number_wolves,sheep_gain_from_food,wolf_gain_from_food,sheep_reproduce,wolf_reproduce,grass_regrowth,run,wolves,sheep,grass,tick
2413,62,62,38,25,5,5,25,5,69.0,341.0,745.0,50
2414,62,62,38,25,5,5,25,5,450.0,235.0,697.0,100
2415,62,62,38,25,5,5,25,5,242.0,0.0,2569.0,150
2416,62,62,38,25,5,5,25,6,46.0,207.0,1073.0,50
2417,62,62,38,25,5,5,25,6,183.0,775.0,380.0,100
2418,62,62,38,25,5,5,25,6,949.0,1.0,1967.0,150
2419,62,62,38,25,5,5,25,7,32.0,313.0,766.0,50
2420,62,62,38,25,5,5,25,7,243.0,922.0,300.0,100
2421,62,62,38,25,5,5,25,7,1056.0,0.0,2368.0,150
2422,62,62,38,25,5,5,25,8,35.0,307.0,786.0,50
2423,62,62,38,25,5,5,25,8,238.0,701.0,379.0,100
2424,62,62,38,25,5,5,25,8,886.0,0.0,2353.0,150
2425,62,62,38,25,5,5,25,9,82.0,285.0,807.0,50
2426,62,62,38,25,5,5,25,9,427.0,130.0,1011.0,100
2427,62,62,38,25,5,5,25,9,132.0,4.0,2505.0,150
2428,62,62,38,25,5,5,25,10,77.0,232.0,902.0,50
2429,62,62,38,25,5,5,25,10,367.0,221.0,787.0,100
2430,62,62,38,25,5,5,25,10,167.0,1.0,2466.0,150
2431,62,62,38,25,5,5,25,11,56.0,272.0,867.0,50
2432,62,62,38,25,5,5,25,11,366.0,385.0,528.0,100
2433,62,62,38,25,5,5,25,11,294.0,0.0,2583.0,150
2434,62,62,38,25,5,5,25,12,38.0,276.0,916.0,50
2435,62,62,38,25,5,5,25,12,227.0,995.0,310.0,100
2436,62,62,38,25,5,5,25,12,1144.0,0.0,2396.0,150
2437,62,62,38,25,5,5,25,13,65.0,309.0,754.0,50
2438,62,62,38,25,5,5,25,13,415.0,348.0,610.0,100
2439,62,62,38,25,5,5,25,13,296.0,0.0,2590.0,150
2440,62,62,38,25,5,5,25,14,83.0,213.0,946.0,50
2441,62,62,38,25,5,5,25,14,217.0,307.0,705.0,100
2442,62,62,38,25,5,5,25,14,359.0,12.0,2222.0,150
2443,62,62,38,25,5,5,25,15,66.0,286.0,908.0,50
2444,62,62,38,25,5,5,25,15,365.0,313.0,571.0,100
2445,62,62,38,25,5,5,25,15,299.0,1.0,2548.0,150
2446,62,62,38,25,5,5,25,16,62.0,215.0,1006.0,50
2447,62,62,38,25,5,5,25,16,244.0,334.0,631.0,100
2448,62,62,38,25,5,5,25,16,405.0,6.0,2177.0,150
2449,62,62,38,25,5,5,25,17,72.0,281.0,830.0,50
2450,62,62,38,25,5,5,25,17,425.0,199.0,800.0,100
2451,62,62,38,25,5,5,25,17,182.0,0.0,2515.0,150
2452,62,62,38,25,5,5,25,18,61.0,332.0,691.0,50
2453,62,62,38,25,5,5,25,18,363.0,497.0,528.0,100
2454,62,62,38,25,5,5,25,18,511.0,0.0,2544.0,150
2455,62,62,38,25,5,5,25,19,54.0,340.0,734.0,50
2456,62,62,38,25,5,5,25,19,479.0,233.0,720.0,100
2457,62,62,38,25,5,5,25,19,310.0,0.0,2575.0,150
2458,62,62,38,25,5,5,25,20,56.0,342.0,768.0,50
2459,62,62,38,25,5,5,25,20,382.0,344.0,609.0,100
2460,62,62,38,25,5,5,25,20,387.0,0.0,2523.0,150
2461,62,62,38,25,5,5,25,21,52.0,222.0,920.0,50
2462,62,62,38,25,5,5,25,21,273.0,387.0,583.0,100
2463,62,62,38,25,5,5,25,21,374.0,1.0,2433.0,150
2464,62,62,38,25,5,5,25,22,66.0,214.0,1015.0,50
2465,62,62,38,25,5,5,25,22,263.0,332.0,614.0,100
2466,62,62,38,25,5,5,25,22,336.0,9.0,2283.0,150
2467,62,62,38,25,5,5,25,23,55.0,189.0,1097.0,50
2468,62,62,38,25,5,5,25,23,236.0,335.0,607.0,100
2469,62,62,38,25,5,5,25,23,345.0,3.0,2239.0,150
2470,62,62,38,25,5,5,25,24,65.0,321.0,796.0,50
2471,62,62,38,25,5,5,25,24,451.0,218.0,694.0,100
2472,62,62,38,25,5,5,25,24,293.0,0.0,2564.0,150
2473,62,62,38,25,5,5,25,25,56.0,292.0,858.0,50
2474,62,62,38,25,5,5,25,25,366.0,358.0,556.0,100
2475,62,62,38,25,5,5,25,25,402.0,0.0,2506.0,150
2476,62,62,38,25,5,5,25,26,67.0,261.0,918.0,50
2477,62,62,38,25,5,5,25,26,409.0,276.0,668.0,100
2478,62,62,38,25,5,5,25,26,269.0,1.0,2543.0,150
2479,62,62,38,25,5,5,25,27,66.0,238.0,949.0,50
2480,62,62,38,25,5,5,25,27,329.0,241.0,768.0,100
2481,62,62,38,25,5,5,25,27,185.0,4.0,2407.0,150
2482,62,62,38,25,5,5,25,28,96.0,254.0,863.0,50
2483,62,62,38,25,5,5,25,28,340.0,227.0,821.0,100
2484,62,62,38,25,5,5,25,28,188.0,12.0,2361.0,150
2485,62,62,38,25,5,5,25,29,77.0,211.0,1039.0,50
2486,62,62,38,25,5,5,25,29,296.0,293.0,661.0,100
2487,62,62,38,25,5,5,25,29,262.0,6.0,2369.0,150
2488,62,62,38,25,5,5,25,30,57.0,256.0,876.0,50
2489,62,62,38,25,5,5,25,30,329.0,359.0,570.0,100
2490,62,62,38,25,5,5,25,30,368.0,0.0,2505.0,150
2491,62,62,38,25,5,5,25,31,53.0,344.0,742.0,50
2492,62,62,38,25,5,5,25,31,416.0,400.0,515.0,100
2493,62,62,38,25,5,5,25,31,452.0,0.0,2588.0,150
2494,62,62,38,25,5,5,25,32,56.0,262.0,881.0,50
2495,62,62,38,25,5,5,25,32,393.0,330.0,618.0,100
2496,62,62,38,25,5,5,25,32,251.0,2.0,2529.0,150
2497,62,62,38,25,5,5,25,33,76.0,344.0,740.0,50
2498,62,62,38,25,5,5,25,33,392.0,368.0,553.0,100
2499,62,62,38,25,5,5,25,33,393.0,0.0,2553.0,150
2500,62,62,38,25,5,5,25,34,79.0,288.0,818.0,50
2501,62,62,38,25,5,5,25,34,398.0,236.0,713.0,100
2502,62,62,38,25,5,5,25,34,226.0,1.0,2529.0,150
2503,62,62,38,25,5,5,25,35,71.0,251.0,966.0,50
2504,62,62,38,25,5,5,25,35,383.0,266.0,681.0,100
2505,62,62,38,25,5,5,25,35,241.0,2.0,2506.0,150
2506,62,62,38,25,5,5,25,36,52.0,269.0,889.0,50
2507,62,62,38,25,5,5,25,36,278.0,489.0,497.0,100
2508,62,62,38,25,5,5,25,36,550.0,1.0,2401.0,150
2509,62,62,38,25,5,5,25,37,85.0,265.0,840.0,50
2510,62,62,38,25,5,5,25,37,394.0,177.0,878.0,100
2511,62,62,38,25,5,5,25,37,164.0,16.0,2370.0,150
2512,62,62,38,25,5,5,25,38,69.0,231.0,957.0,50
2513,62,62,38,25,5,5,25,38,311.0,412.0,541.0,100
2514,62,62,38,25,5,5,25,38,439.0,2.0,2472.0,150
2515,62,62,38,25,5,5,25,39,52.0,178.0,1122.0,50
2516,62,62,38,25,5,5,25,39,218.0,649.0,400.0,100
2517,62,62,38,25,5,5,25,39,724.0,4.0,2303.0,150
2518,62,62,38,25,5,5,25,40,53.0,360.0,726.0,50
2519,62,62,38,25,5,5,25,40,420.0,386.0,492.0,100
2520,62,62,38,25,5,5,25,40,447.0,0.0,2589.0,150
2521,62,62,38,25,5,5,25,41,47.0,247.0,943.0,50
2522,62,62,38,25,5,5,25,41,278.0,650.0,399.0,100
2523,62,62,38,25,5,5,25,41,657.0,2.0,2424.0,150
2524,62,62,38,25,5,5,25,42,54.0,361.0,718.0,50
2525,62,62,38,25,5,5,25,42,421.0,299.0,620.0,100
2526,62,62,38,25,5,5,25,42,337.0,2.0,2536.0,150
2527,62,62,38,25,5,5,25,43,32.0,296.0,832.0,50
2528,62,62,38,25,5,5,25,43,264.0,689.0,374.0,100
2529,62,62,38,25,5,5,25,43,744.0,1.0,2473.0,150
2530,62,62,38,25,5,5,25,44,39.0,273.0,845.0,50
2531,62,62,38,25,5,5,25,44,281.0,562.0,417.0,100
2532,62,62,38,25,5,5,25,44,613.0,0.0,2421.0,150
2533,62,62,38,25,5,5,25,45,67.0,301.0,780.0,50
2534,62,62,38,25,5,5,25,45,448.0,188.0,824.0,100
2535,62,62,38,25,5,5,25,45,159.0,2.0,2528.0,150
2536,62,62,38,25,5,5,25,46,63.0,369.0,785.0,50
2537,62,62,38,25,5,5,25,46,510.0,138.0,875.0,100
2538,62,62,38,25,5,5,25,46,192.0,0.0,2558.0,150
2539,62,62,38,25,5,5,25,47,82.0,307.0,788.0,50
2540,62,62,38,25,5,5,25,47,446.0,144.0,916.0,100
2541,62,62,38,25,5,5,25,47,112.0,11.0,2424.0,150
2542,62,62,38,25,5,5,25,48,79.0,248.0,875.0,50
2543,62,62,38,25,5,5,25,48,400.0,237.0,722.0,100
2544,62,62,38,25,5,5,25,48,232.0,1.0,2479.0,150
2545,62,62,38,25,5,5,25,49,90.0,231.0,964.0,50
2546,62,62,38,25,5,5,25,49,321.0,249.0,726.0,100
2547,62,62,38,25,5,5,25,49,220.0,3.0,2477.0,150
2548,62,62,38,25,5,5,25,50,58.0,292.0,819.0,50
2549,62,62,38,25,5,5,25,50,373.0,301.0,620.0,100
2550,62,62,38,25,5,5,25,50,284.0,1.0,2554.0,150
2551,62,62,38,25,5,5,72,1,65.0,210.0,524.0,50
2552,62,62,38,25,5,5,72,1,286.0,253.0,265.0,100
2553,62,62,38,25,5,5,72,1,222.0,6.0,1524.0,150
2554,62,62,38,25,5,5,72,2,59.0,318.0,348.0,50
2555,62,62,38,25,5,5,72,2,431.0,85.0,467.0,100
2556,62,62,38,25,5,5,72,2,100.0,10.0,1829.0,150
2557,62,62,38,25,5,5,72,3,76.0,285.0,357.0,50
2558,62,62,38,25,5,5,72,3,346.0,187.0,376.0,100
2559,62,62,38,25,5,5,72,3,143.0,8.0,1556.0,150
2560,62,62,38,25,5,5,72,4,54.0,281.0,329.0,50
2561,62,62,38,25,5,5,72,4,313.0,283.0,294.0,100
2562,62,62,38,25,5,5,72,4,275.0,3.0,1205.0,150
2563,62,62,38,25,5,5,72,5,71.0,260.0,381.0,50
2564,62,62,38,25,5,5,72,5,324.0,197.0,348.0,100
2565,62,62,38,25,5,5,72,5,203.0,7.0,1386.0,150
2566,62,62,38,25,5,5,72,6,79.0,229.0,448.0,50
2567,62,62,38,25,5,5,72,6,304.0,234.0,348.0,100
2568,62,62,38,25,5,5,72,6,226.0,12.0,1261.0,150
2569,62,62,38,25,5,5,72,7,56.0,265.0,451.0,50
2570,62,62,38,25,5,5,72,7,266.0,319.0,254.0,100
2571,62,62,38,25,5,5,72,7,306.0,4.0,1351.0,150
2572,62,62,38,25,5,5,72,8,57.0,225.0,438.0,50
2573,62,62,38,25,5,5,72,8,333.0,171.0,382.0,100
2574,62,62,38,25,5,5,72,8,157.0,1.0,1635.0,150
2575,62,62,38,25,5,5,72,9,79.0,286.0,327.0,50
2576,62,62,38,25,5,5,72,9,361.0,173.0,458.0,100
2577,62,62,38,25,5,5,72,9,143.0,11.0,1425.0,150
2578,62,62,38,25,5,5,72,10,64.0,244.0,460.0,50
2579,62,62,38,25,5,5,72,10,302.0,223.0,328.0,100
2580,62,62,38,25,5,5,72,10,220.0,3.0,1524.0,150
2581,62,62,38,25,5,5,72,11,61.0,228.0,427.0,50
2582,62,62,38,25,5,5,72,11,280.0,274.0,315.0,100
2583,62,62,38,25,5,5,72,11,239.0,8.0,1315.0,150
2584,62,62,38,25,5,5,72,12,80.0,323.0,322.0,50
2585,62,62,38,25,5,5,72,12,410.0,84.0,534.0,100
2586,62,62,38,25,5,5,72,12,81.0,0.0,1861.0,150
2587,62,62,38,25,5,5,72,13,74.0,278.0,389.0,50
2588,62,62,38,25,5,5,72,13,320.0,147.0,433.0,100
2589,62,62,38,25,5,5,72,13,126.0,13.0,1507.0,150
2590,62,62,38,25,5,5,72,14,66.0,294.0,342.0,50
2591,62,62,38,25,5,5,72,14,366.0,152.0,433.0,100
2592,62,62,38,25,5,5,72,14,148.0,6.0,1695.0,150
2593,62,62,38,25,5,5,72,15,67.0,273.0,351.0,50
2594,62,62,38,25,5,5,72,15,365.0,171.0,438.0,100
2595,62,62,38,25,5,5,72,15,135.0,8.0,1565.0,150
2596,62,62,38,25,5,5,72,16,56.0,277.0,370.0,50
2597,62,62,38,25,5,5,72,16,308.0,237.0,337.0,100
2598,62,62,38,25,5,5,72,16,185.0,1.0,1456.0,150
2599,62,62,38,25,5,5,72,17,77.0,230.0,411.0,50
2600,62,62,38,25,5,5,72,17,302.0,261.0,317.0,100
2601,62,62,38,25,5,5,72,17,256.0,4.0,1342.0,150
2602,62,62,38,25,5,5,72,18,67.0,227.0,425.0,50
2603,62,62,38,25,5,5,72,18,278.0,228.0,355.0,100
2604,62,62,38,25,5,5,72,18,194.0,2.0,1427.0,150
2605,62,62,38,25,5,5,72,19,61.0,305.0,290.0,50
2606,62,62,38,25,5,5,72,19,371.0,209.0,344.0,100
2607,62,62,38,25,5,5,72,19,176.0,2.0,1497.0,150
2608,62,62,38,25,5,5,72,20,97.0,255.0,401.0,50
2609,62,62,38,25,5,5,72,20,358.0,156.0,425.0,100
2610,62,62,38,25,5,5,72,20,132.0,22.0,1410.0,150
2611,62,62,38,25,5,5,72,21,65.0,266.0,398.0,50
2612,62,62,38,25,5,5,72,21,362.0,131.0,436.0,100
2613,62,62,38,25,5,5,72,21,125.0,3.0,1652.0,150
2614,62,62,38,25,5,5,72,22,60.0,264.0,410.0,50
2615,62,62,38,25,5,5,72,22,331.0,223.0,341.0,100
2616,62,62,38,25,5,5,72,22,187.0,5.0,1529.0,150
2617,62,62,38,25,5,5,72,23,73.0,281.0,351.0,50
2618,62,62,38,25,5,5,72,23,410.0,148.0,432.0,100
2619,62,62,38,25,5,5,72,23,127.0,4.0,1647.0,150
2620,62,62,38,25,5,5,72,24,58.0,246.0,411.0,50
2621,62,62,38,25,5,5,72,24,315.0,209.0,358.0,100
2622,62,62,38,25,5,5,72,24,171.0,5.0,1451.0,150
2623,62,62,38,25,5,5,72,25,49.0,220.0,517.0,50
2624,62,62,38,25,5,5,72,25,224.0,351.0,252.0,100
2625,62,62,38,25,5,5,72,25,391.0,12.0,1149.0,150
2626,62,62,38,25,5,5,72,26,40.0,303.0,396.0,50
2627,62,62,38,25,5,5,72,26,258.0,400.0,232.0,100
2628,62,62,38,25,5,5,72,26,386.0,1.0,1299.0,150
2629,62,62,38,25,5,5,72,27,51.0,299.0,407.0,50
2630,62,62,38,25,5,5,72,27,292.0,360.0,250.0,100
2631,62,62,38,25,5,5,72,27,340.0,0.0,1349.0,150
2632,62,62,38,25,5,5,72,28,74.0,246.0,399.0,50
2633,62,62,38,25,5,5,72,28,285.0,200.0,400.0,100
2634,62,62,38,25,5,5,72,28,169.0,13.0,1193.0,150
2635,62,62,38,25,5,5,72,29,58.0,217.0,497.0,50
2636,62,62,38,25,5,5,72,29,276.0,206.0,345.0,100
2637,62,62,38,25,5,5,72,29,176.0,6.0,1420.0,150
2638,62,62,38,25,5,5,72,30,60.0,294.0,376.0,50
2639,62,62,38,25,5,5,72,30,383.0,125.0,486.0,100
2640,62,62,38,25,5,5,72,30,137.0,12.0,1466.0,150
2641,62,62,38,25,5,5,72,31,61.0,258.0,429.0,50
2642,62,62,38,25,5,5,72,31,370.0,122.0,454.0,100
2643,62,62,38,25,5,5,72,31,123.0,6.0,1644.0,150
2644,62,62,38,25,5,5,72,32,59.0,240.0,478.0,50
2645,62,62,38,25,5,5,72,32,231.0,407.0,253.0,100
2646,62,62,38,25,5,5,72,32,361.0,7.0,1151.0,150
2647,62,62,38,25,5,5,72,33,62.0,193.0,519.0,50
2648,62,62,38,25,5,5,72,33,219.0,350.0,268.0,100
2649,62,62,38,25,5,5,72,33,372.0,8.0,1067.0,150
2650,62,62,38,25,5,5,72,34,67.0,179.0,533.0,50
2651,62,62,38,25,5,5,72,34,211.0,271.0,335.0,100
2652,62,62,38,25,5,5,72,34,273.0,17.0,1162.0,150
2653,62,62,38,25,5,5,72,35,46.0,208.0,516.0,50
2654,62,62,38,25,5,5,72,35,240.0,353.0,232.0,100
2655,62,62,38,25,5,5,72,35,323.0,4.0,1161.0,150
2656,62,62,38,25,5,5,72,36,57.0,228.0,449.0,50
2657,62,62,38,25,5,5,72,36,273.0,336.0,278.0,100
2658,62,62,38,25,5,5,72,36,260.0,10.0,1219.0,150
2659,62,62,38,25,5,5,72,37,44.0,209.0,567.0,50
2660,62,62,38,25,5,5,72,37,202.0,409.0,217.0,100
2661,62,62,38,25,5,5,72,37,414.0,6.0,1115.0,150
2662,62,62,38,25,5,5,72,38,45.0,366.0,306.0,50
2663,62,62,38,25,5,5,72,38,355.0,221.0,337.0,100
2664,62,62,38,25,5,5,72,38,242.0,2.0,1508.0,150
2665,62,62,38,25,5,5,72,39,58.0,156.0,661.0,50
2666,62,62,38,25,5,5,72,39,174.0,359.0,273.0,100
2667,62,62,38,25,5,5,72,39,419.0,8.0,973.0,150
2668,62,62,38,25,5,5,72,40,92.0,197.0,486.0,50
2669,62,62,38,25,5,5,72,40,272.0,171.0,430.0,100
2670,62,62,38,25,5,5,72,40,158.0,22.0,1140.0,150
2671,62,62,38,25,5,5,72,41,58.0,237.0,448.0,50
2672,62,62,38,25,5,5,72,41,279.0,291.0,287.0,100
2673,62,62,38,25,5,5,72,41,253.0,3.0,1327.0,150
2674,62,62,38,25,5,5,72,42,74.0,209.0,424.0,50
2675,62,62,38,25,5,5,72,42,294.0,205.0,364.0,100
2676,62,62,38,25,5,5,72,42,164.0,15.0,1366.0,150
2677,62,62,38,25,5,5,72,43,70.0,344.0,274.0,50
2678,62,62,38,25,5,5,72,43,404.0,143.0,442.0,100
2679,62,62,38,25,5,5,72,43,132.0,3.0,1662.0,150
2680,62,62,38,25,5,5,72,44,49.0,298.0,341.0,50
2681,62,62,38,25,5,5,72,44,275.0,376.0,251.0,100
2682,62,62,38,25,5,5,72,44,391.0,1.0,1259.0,150
2683,62,62,38,25,5,5,72,45,65.0,215.0,500.0,50
2684,62,62,38,25,5,5,72,45,300.0,244.0,299.0,100
2685,62,62,38,25,5,5,72,45,233.0,4.0,1387.0,150
2686,62,62,38,25,5,5,72,46,74.0,264.0,366.0,50
2687,62,62,38,25,5,5,72,46,367.0,149.0,469.0,100
2688,62,62,38,25,5,5,72,46,125.0,20.0,1438.0,150
2689,62,62,38,25,5,5,72,47,80.0,219.0,414.0,50
2690,62,62,38,25,5,5,72,47,266.0,309.0,341.0,100
2691,62,62,38,25,5,5,72,47,288.0,2.0,1236.0,150
2692,62,62,38,25,5,5,72,48,65.0,204.0,452.0,50
2693,62,62,38,25,5,5,72,48,262.0,295.0,291.0,100
2694,62,62,38,25,5,5,72,48,223.0,0.0,1310.0,150
2695,62,62,38,25,5,5,72,49,47.0,206.0,522.0,50
2696,62,62,38,25,5,5,72,49,259.0,325.0,267.0,100
2697,62,62,38,25,5,5,72,49,253.0,4.0,1265.0,150
2698,62,62,38,25,5,5,72,50,46.0,298.0,366.0,50
2699,62,62,38,25,5,5,72,50,253.0,448.0,196.0,100
2700,62,62,38,25,5,5,72,50,445.0,0.0,1274.0,150
2701,62,62,38,25,5,15,25,1,66.0,195.0,1085.0,50
2702,62,62,38,25,5,15,25,1,508.0,38.0,1477.0,100
2703,62,62,38,25,5,15,25,1,5.0,76.0,1812.0,150
2704,62,62,38,25,5,15,25,2,114.0,207.0,951.0,50
2705,62,62,38,25,5,15,25,2,182.0,29.0,1789.0,100
2706,62,62,38,25,5,15,25,2,7.0,156.0,1332.0,150
2707,62,62,38,25,5,15,25,3,97.0,251.0,862.0,50
2708,62,62,38,25,5,15,25,3,227.0,17.0,1888.0,100
2709,62,62,38,25,5,15,25,3,0.0,129.0,1468.0,150
2710,62,62,38,25,5,15,25,4,113.0,128.0,1250.0,50
2711,62,62,38,25,5,15,25,4,227.0,93.0,1357.0,100
2712,62,62,38,25,5,15,25,4,115.0,166.0,1156.0,150
2713,62,62,38,25,5,15,25,5,75.0,193.0,1099.0,50
2714,62,62,38,25,5,15,25,5,468.0,32.0,1452.0,100
2715,62,62,38,25,5,15,25,5,4.0,52.0,1993.0,150
2716,62,62,38,25,5,15,25,6,92.0,170.0,1141.0,50
2717,62,62,38,25,5,15,25,6,294.0,69.0,1367.0,100
2718,62,62,38,25,5,15,25,6,22.0,144.0,1343.0,150
2719,62,62,38,25,5,15,25,7,108.0,123.0,1263.0,50
2720,62,62,38,25,5,15,25,7,344.0,192.0,895.0,100
2721,62,62,38,25,5,15,25,7,18.0,30.0,2200.0,150
2722,62,62,38,25,5,15,25,8,60.0,149.0,1204.0,50
2723,62,62,38,25,5,15,25,8,453.0,138.0,945.0,100
2724,62,62,38,25,5,15,25,8,12.0,28.0,2233.0,150
2725,62,62,38,25,5,15,25,9,95.0,152.0,1153.0,50
2726,62,62,38,25,5,15,25,9,346.0,39.0,1557.0,100
2727,62,62,38,25,5,15,25,9,2.0,82.0,1781.0,150
2728,62,62,38,25,5,15,25,10,107.0,147.0,1179.0,50
2729,62,62,38,25,5,15,25,10,410.0,92.0,1135.0,100
2730,62,62,38,25,5,15,25,10,6.0,45.0,2026.0,150
2731,62,62,38,25,5,15,25,11,57.0,238.0,931.0,50
2732,62,62,38,25,5,15,25,11,575.0,19.0,1555.0,100
2733,62,62,38,25,5,15,25,11,0.0,46.0,2018.0,150
2734,62,62,38,25,5,15,25,12,45.0,177.0,1173.0,50
2735,62,62,38,25,5,15,25,12,509.0,42.0,1438.0,100
2736,62,62,38,25,5,15,25,12,0.0,40.0,2144.0,150
2737,62,62,38,25,5,15,25,13,94.0,185.0,1038.0,50
2738,62,62,38,25,5,15,25,13,341.0,39.0,1569.0,100
2739,62,62,38,25,5,15,25,13,0.0,62.0,1893.0,150
2740,62,62,38,25,5,15,25,14,117.0,253.0,896.0,50
2741,62,62,38,25,5,15,25,14,169.0,15.0,2083.0,100
2742,62,62,38,25,5,15,25,14,0.0,119.0,1511.0,150
2743,62,62,38,25,5,15,25,15,62.0,127.0,1412.0,50
2744,62,62,38,25,5,15,25,15,409.0,118.0,1179.0,100
2745,62,62,38,25,5,15,25,15,6.0,54.0,1933.0,150
2746,62,62,38,25,5,15,25,16,94.0,162.0,1173.0,50
2747,62,62,38,25,5,15,25,16,502.0,101.0,1166.0,100
2748,62,62,38,25,5,15,25,16,13.0,55.0,1971.0,150
2749,62,62,38,25,5,15,25,17,111.0,146.0,1223.0,50
2750,62,62,38,25,5,15,25,17,316.0,68.0,1391.0,100
2751,62,62,38,25,5,15,25,17,25.0,181.0,1232.0,150
2752,62,62,38,25,5,15,25,18,93.0,230.0,949.0,50
2753,62,62,38,25,5,15,25,18,439.0,31.0,1614.0,100
2754,62,62,38,25,5,15,25,18,0.0,57.0,2001.0,150
2755,62,62,38,25,5,15,25,19,119.0,251.0,864.0,50
2756,62,62,38,25,5,15,25,19,178.0,19.0,2008.0,100
2757,62,62,38,25,5,15,25,19,0.0,107.0,1564.0,150
2758,62,62,38,25,5,15,25,20,78.0,185.0,1062.0,50
2759,62,62,38,25,5,15,25,20,392.0,23.0,1774.0,100
2760,62,62,38,25,5,15,25,20,7.0,84.0,1727.0,150
2761,62,62,38,25,5,15,25,21,150.0,241.0,870.0,50
2762,62,62,38,25,5,15,25,21,152.0,20.0,2051.0,100
2763,62,62,38,25,5,15,25,21,0.0,138.0,1447.0,150
2764,62,62,38,25,5,15,25,22,92.0,277.0,814.0,50
2765,62,62,38,25,5,15,25,22,201.0,11.0,2038.0,100
2766,62,62,38,25,5,15,25,22,1.0,79.0,1794.0,150
2767,62,62,38,25,5,15,25,23,164.0,224.0,905.0,50
2768,62,62,38,25,5,15,25,23,136.0,60.0,1776.0,100
2769,62,62,38,25,5,15,25,23,55.0,293.0,772.0,150
2770,62,62,38,25,5,15,25,24,57.0,148.0,1217.0,50
2771,62,62,38,25,5,15,25,24,378.0,76.0,1281.0,100
2772,62,62,38,25,5,15,25,24,20.0,92.0,1634.0,150
2773,62,62,38,25,5,15,25,25,107.0,157.0,1135.0,50
2774,62,62,38,25,5,15,25,25,256.0,36.0,1641.0,100
2775,62,62,38,25,5,15,25,25,6.0,129.0,1498.0,150
2776,62,62,38,25,5,15,25,26,52.0,124.0,1294.0,50
2777,62,62,38,25,5,15,25,26,366.0,157.0,949.0,100
2778,62,62,38,25,5,15,25,26,6.0,13.0,2413.0,150
2779,62,62,38,25,5,15,25,27,39.0,150.0,1261.0,50
2780,62,62,38,25,5,15,25,27,562.0,195.0,848.0,100
2781,62,62,38,25,5,15,25,27,1.0,3.0,2528.0,150
2782,62,62,38,25,5,15,25,28,122.0,248.0,855.0,50
2783,62,62,38,25,5,15,25,28,194.0,20.0,2015.0,100
2784,62,62,38,25,5,15,25,28,9.0,153.0,1456.0,150
2785,62,62,38,25,5,15,25,29,76.0,213.0,974.0,50
2786,62,62,38,25,5,15,25,29,403.0,28.0,1648.0,100
2787,62,62,38,25,5,15,25,29,25.0,100.0,1609.0,150
2788,62,62,38,25,5,15,25,30,103.0,168.0,1115.0,50
2789,62,62,38,25,5,15,25,30,276.0,99.0,1304.0,100
2790,62,62,38,25,5,15,25,30,35.0,130.0,1391.0,150
2791,62,62,38,25,5,15,25,31,61.0,196.0,1100.0,50
2792,62,62,38,25,5,15,25,31,638.0,22.0,1409.0,100
2793,62,62,38,25,5,15,25,31,0.0,13.0,2428.0,150
2794,62,62,38,25,5,15,25,32,95.0,203.0,1048.0,50
2795,62,62,38,25,5,15,25,32,461.0,32.0,1458.0,100
2796,62,62,38,25,5,15,25,32,0.0,33.0,2123.0,150
2797,62,62,38,25,5,15,25,33,112.0,159.0,1109.0,50
2798,62,62,38,25,5,15,25,33,323.0,64.0,1437.0,100
2799,62,62,38,25,5,15,25,33,27.0,113.0,1570.0,150
2800,62,62,38,25,5,15,25,34,106.0,191.0,1099.0,50
2801,62,62,38,25,5,15,25,34,317.0,57.0,1506.0,100
2802,62,62,38,25,5,15,25,34,9.0,86.0,1711.0,150
2803,62,62,38,25,5,15,25,35,46.0,178.0,1178.0,50
2804,62,62,38,25,5,15,25,35,723.0,122.0,827.0,100
2805,62,62,38,25,5,15,25,35,0.0,12.0,2487.0,150
2806,62,62,38,25,5,15,25,36,45.0,180.0,1184.0,50
2807,62,62,38,25,5,15,25,36,641.0,52.0,1287.0,100
2808,62,62,38,25,5,15,25,36,0.0,30.0,2239.0,150
2809,62,62,38,25,5,15,25,37,115.0,172.0,1139.0,50
2810,62,62,38,25,5,15,25,37,375.0,51.0,1505.0,100
2811,62,62,38,25,5,15,25,37,6.0,76.0,1820.0,150
2812,62,62,38,25,5,15,25,38,32.0,139.0,1400.0,50
2813,62,62,38,25,5,15,25,38,420.0,482.0,488.0,100
2814,62,62,38,25,5,15,25,38,9.0,0.0,2601.0,150
2815,62,62,38,25,5,15,25,39,45.0,174.0,1167.0,50
2816,62,62,38,25,5,15,25,39,763.0,83.0,1001.0,100
2817,62,62,38,25,5,15,25,39,0.0,15.0,2425.0,150
2818,62,62,38,25,5,15,25,40,83.0,246.0,887.0,50
2819,62,62,38,25,5,15,25,40,246.0,18.0,1852.0,100
2820,62,62,38,25,5,15,25,40,0.0,123.0,1482.0,150
2821,62,62,38,25,5,15,25,41,108.0,208.0,1071.0,50
2822,62,62,38,25,5,15,25,41,371.0,11.0,1780.0,100
2823,62,62,38,25,5,15,25,41,0.0,72.0,1866.0,150
2824,62,62,38,25,5,15,25,42,70.0,166.0,1123.0,50
2825,62,62,38,25,5,15,25,42,437.0,72.0,1193.0,100
2826,62,62,38,25,5,15,25,42,16.0,49.0,1982.0,150
2827,62,62,38,25,5,15,25,43,60.0,75.0,1559.0,50
