,initial_number_sheep,initial_number_wolves,sheep_gain_from_food,wolf_gain_from_food,sheep_reproduce,wolf_reproduce,grass_regrowth,run,mean_wolves,mean_sheep,mean_grass,wolves,sheep,grass
493,62,62,38,25,5,15,25,30,594.0968832396112,594.0968832396112,1345.399712340531,655.0,65.0,1095.0
494,62,62,38,25,5,15,25,31,591.2581735621918,591.2581735621918,1356.0126155663374,567.0,25.0,1424.0
495,62,62,38,25,5,15,25,32,590.3831735621918,590.3831735621918,1363.1376155663374,539.0,21.0,1652.0
496,62,62,38,25,5,15,25,33,592.534688713707,592.534688713707,1356.0164034451254,610.0,28.0,1417.0
497,62,62,38,25,5,15,25,34,581.1817475372363,581.1817475372363,1367.2516975627723,224.0,21.0,1799.0
498,62,62,38,25,5,15,25,35,586.4388903943793,586.4388903943793,1355.223126134201,408.0,53.0,1378.0
499,62,62,38,25,5,15,25,36,584.7444459499349,584.7444459499349,1358.1397928008676,347.0,49.0,1483.0
500,62,62,38,25,5,15,25,37,584.1498513553403,584.1498513553403,1365.0046576657326,325.0,28.0,1737.0
501,62,62,38,25,5,15,25,38,600.7024829342877,600.7024829342877,1352.4257102973115,954.0,31.0,1259.0
502,62,62,38,25,5,15,25,39,585.2153034471082,585.2153034471082,1369.7334026050037,350.0,11.0,1934.0
503,62,62,38,25,5,15,25,40,584.2403034471082,584.2403034471082,1365.6334026050038,311.0,19.0,1770.0
504,62,62,38,25,5,15,25,41,593.728108325157,593.728108325157,1349.145597726955,700.0,70.0,1094.0
505,62,62,38,25,5,15,25,42,591.5852511822999,591.5852511822999,1359.3122643936215,610.0,17.0,1521.0
506,62,62,38,25,5,15,25,43,588.306181414858,588.306181414858,1347.8936597424588,469.0,124.0,1030.0
507,62,62,38,25,5,15,25,44,598.1243632330398,598.1243632330398,1350.0300233788228,901.0,40.0,1124.0
508,62,62,38,25,5,15,25,45,586.3021410108176,586.3021410108176,1362.5633567121558,369.0,25.0,1688.0
509,62,62,38,25,5,15,25,46,591.2151844890784,591.2151844890784,1357.6285741034603,595.0,22.0,1461.0
510,62,62,38,25,5,15,25,47,587.6619929997167,587.6619929997167,1356.713680486439,428.0,47.0,1418.0
511,62,62,38,25,5,15,25,48,584.4536596663835,584.4536596663835,1359.651180486439,274.0,43.0,1559.0
512,62,62,38,25,5,15,25,49,588.0863127276078,588.0863127276078,1358.7532213027655,452.0,41.0,1515.0
513,62,62,38,25,5,15,25,50,587.5463127276079,587.5463127276079,1368.0332213027657,425.0,3.0,1979.0
514,62,62,38,25,5,15,25,51,583.2521950805491,583.2521950805491,1369.9940056164912,206.0,16.0,2079.0
515,62,62,38,25,5,15,25,52,598.6175796959336,598.6175796959336,1354.6478517703374,1005.0,20.0,1281.0
516,62,62,38,25,5,15,25,53,585.6175796959337,585.6175796959337,1363.364832902413,316.0,24.0,1743.0
517,62,62,38,25,5,15,25,54,596.3768389551929,596.3768389551929,1347.9203884579683,897.0,85.0,909.0
518,62,62,38,25,5,15,25,55,587.6495662279202,587.6495662279202,1355.5567520943318,417.0,55.0,1329.0
519,62,62,38,25,5,15,25,56,598.4174233707773,598.4174233707773,1346.4138949514747,1020.0,106.0,817.0
520,62,62,38,25,5,15,25,57,583.943739160251,583.943739160251,1367.6945967058607,195.0,20.0,2030.0
521,62,62,38,25,5,15,25,58,591.4609805395613,591.4609805395613,1358.2290794644814,631.0,22.0,1481.0
522,62,62,38,25,5,15,25,59,584.3253873192223,584.3253873192223,1365.6019608204135,210.0,27.0,1916.0
523,62,62,38,25,5,15,25,60,585.8087206525556,585.8087206525556,1356.06862748708,299.0,82.0,1344.0
524,62,62,38,25,5,15,25,61,587.1038026197687,587.1038026197687,1349.494856995277,378.0,159.0,943.0
525,62,62,38,25,5,15,25,62,587.5070284262204,587.5070284262204,1350.4464698985028,403.0,161.0,1002.0
526,62,62,38,25,5,15,25,63,589.8879808071727,589.8879808071727,1361.1290095810423,553.0,17.0,1675.0
527,62,62,38,25,5,15,25,64,587.6848558071727,587.6848558071727,1355.2227595810423,412.0,82.0,1297.0
528,62,62,38,25,5,15,25,65,595.5925481148649,595.5925481148649,1354.6381441964268,926.0,25.0,1259.0
529,62,62,38,25,5,15,25,66,592.622851145168,592.622851145168,1350.3957199540027,730.0,86.0,979.0
530,62,62,38,25,5,15,25,67,587.2497168168098,587.2497168168098,1364.724078162958,370.0,9.0,1939.0
531,62,62,38,25,5,15,25,68,585.3085403462217,585.3085403462217,1343.6211369864873,238.0,497.0,504.0
532,62,62,38,25,5,15,25,69,598.2940475925985,598.2940475925985,1355.751571769096,1134.0,13.0,1341.0
533,62,62,38,25,5,15,25,70,586.72261902117,586.72261902117,1361.4372860548103,324.0,23.0,1739.0
534,62,62,38,25,5,15,25,71,586.1310697253954,586.1310697253954,1358.5640466181908,282.0,58.0,1535.0
535,62,62,38,25,5,15,25,72,593.0755141698397,593.0755141698397,1355.4807132848573,782.0,27.0,1313.0
536,62,62,38,25,5,15,25,73,587.2261991013467,587.2261991013467,1357.5081105451313,355.0,57.0,1461.0
537,62,62,38,25,5,15,25,74,590.5640369391843,590.5640369391843,1357.5891916262124,602.0,32.0,1467.0
538,62,62,38,25,5,15,72,1,389.0,116.0,546.0,389.0,116.0,546.0
539,62,62,38,25,5,15,72,2,490.5,490.5,431.5,592.0,127.0,317.0
540,62,62,38,25,5,15,72,3,377.5,377.5,535.5,253.0,90.0,629.0
541,62,62,38,25,5,15,72,4,375.75,375.75,598.25,246.0,19.0,880.0
542,62,62,38,25,5,15,72,5,377.35,377.35,581.25,254.0,60.0,795.0
543,62,62,38,25,5,15,72,6,419.51666666666665,419.51666666666665,539.75,507.0,41.0,546.0
544,62,62,38,25,5,15,72,7,396.9452380952381,396.9452380952381,552.8928571428571,349.0,40.0,638.0
545,62,62,38,25,5,15,72,8,388.6952380952381,388.6952380952381,565.2678571428571,283.0,34.0,737.0
546,62,62,38,25,5,15,72,9,426.13968253968255,426.13968253968255,523.3789682539682,620.0,104.0,360.0
547,62,62,38,25,5,15,72,10,416.2396825396825,416.2396825396825,512.3789682539682,521.0,210.0,250.0
548,62,62,38,25,5,15,72,11,426.05786435786433,426.05786435786433,518.4698773448773,629.0,128.0,317.0
549,62,62,38,25,5,15,72,12,417.0578643578644,417.0578643578644,531.5532106782107,521.0,47.0,474.0
550,62,62,38,25,5,15,72,13,410.2117105117105,410.2117105117105,537.3224414474414,432.0,50.0,549.0
551,62,62,38,25,5,15,72,14,407.0688533688534,407.0688533688534,549.5367271617272,388.0,19.0,720.0
552,62,62,38,25,5,15,72,15,432.20218670218674,432.20218670218674,527.7367271617272,765.0,43.0,393.0
553,62,62,38,25,5,15,72,16,396.38968670218674,396.38968670218674,558.736727161727,192.0,30.0,889.0
554,62,62,38,25,5,15,72,17,414.97792199630436,414.97792199630436,540.5602565734919,508.0,36.0,580.0
555,62,62,38,25,5,15,72,18,405.4779219963044,405.4779219963044,542.8380343512696,337.0,52.0,621.0
556,62,62,38,25,5,15,72,19,401.1621325226202,401.1621325226202,558.1011922460065,255.0,24.0,911.0
557,62,62,38,25,5,15,72,20,409.66213252262025,409.66213252262025,534.0511922460064,425.0,112.0,430.0
558,62,62,38,25,5,15,72,21,420.99546585595357,420.99546585595357,529.5750017698159,663.0,106.0,336.0
559,62,62,38,25,5,15,72,22,408.72273858322626,408.72273858322626,542.9840926789068,393.0,62.0,631.0
560,62,62,38,25,5,15,72,23,414.1140429310524,414.1140429310524,537.5493100702112,517.0,54.0,506.0
561,62,62,38,25,5,15,72,24,403.15570959771907,403.15570959771907,549.9243100702112,254.0,28.0,803.0
562,62,62,38,25,5,15,72,25,407.43570959771904,407.43570959771904,544.6843100702113,361.0,30.0,672.0
563,62,62,38,25,5,15,72,26,409.35878652079595,409.35878652079595,542.6458485317497,411.0,62.0,619.0
564,62,62,38,25,5,15,72,27,416.35878652079595,416.35878652079595,545.4977003836016,600.0,9.0,696.0
565,62,62,38,25,5,15,72,28,398.00164366365306,398.00164366365306,557.0334146693158,86.0,20.0,1019.0
566,62,62,38,25,5,15,72,29,420.76026435330823,420.76026435330823,534.6196215658676,746.0,68.0,369.0
567,62,62,38,25,5,15,72,30,403.26026435330823,403.26026435330823,549.9529548992008,221.0,33.0,829.0
568,62,62,38,25,5,15,72,31,411.4215546758889,411.4215546758889,540.7594065121042,474.0,59.0,544.0
569,62,62,38,25,5,15,72,32,402.7965546758889,402.7965546758889,550.1969065121041,198.0,7.0,846.0
570,62,62,38,25,5,15,72,33,408.6753425546768,408.6753425546768,546.5908459060435,392.0,6.0,727.0
571,62,62,38,25,5,15,72,34,410.76357784879445,410.76357784879445,535.6496694354553,463.0,150.0,355.0
572,62,62,38,25,5,15,72,35,415.0778635630802,415.0778635630802,532.6210980068838,614.0,163.0,249.0
