combination_number,initial_number_sheep,initial_number_wolves,sheep_gain_from_food,wolves_gain_from_food,sheep_reproduce,wolves_reproduce,grass_regrowth,mean_sheep,mean_wolves,mean_grass,min_sheep,max_sheep,sd_sheep,trend_sheep,mean_sheep_noise,min_sheep_noise,max_sheep_noise,sd_sheep_noise,trend_sheep_noise,min_wolves,max_wolves,sd_wolves,trend_wolves,mean_wolves_noise,min_wolves_noise,max_wolves_noise,sd_wolves_noise,trend_wolves_noise,min_grass,max_grass,sd_grass,trend_grass,mean_grass_noise,min_grass_noise,max_grass_noise,sd_grass_noise,trend_grass_noise,sheep_10,sheep_20,sheep_30,sheep_40,sheep_50,sheep_60,sheep_70,sheep_80,sheep_90,sheep_100,sheep_110,sheep_120,sheep_130,sheep_140,sheep_150,sheep_160,sheep_170,sheep_180,sheep_190,sheep_200,sheep_210,sheep_220,sheep_230,sheep_240,sheep_250,sheep_260,sheep_270,sheep_280,sheep_290,sheep_300,sheep_310,sheep_320,sheep_330,sheep_340,sheep_350,sheep_360,sheep_370,sheep_380,sheep_390,sheep_400,sheep_410,sheep_420,sheep_430,sheep_440,sheep_450,sheep_460,sheep_470,sheep_480,sheep_490,sheep_500,wolves_10,wolves_20,wolves_30,wolves_40,wolves_50,wolves_60,wolves_70,wolves_80,wolves_90,wolves_100,wolves_110,wolves_120,wolves_130,wolves_140,wolves_150,wolves_160,wolves_170,wolves_180,wolves_190,wolves_200,wolves_210,wolves_220,wolves_230,wolves_240,wolves_250,wolves_260,wolves_270,wolves_280,wolves_290,wolves_300,wolves_310,wolves_320,wolves_330,wolves_340,wolves_350,wolves_360,wolves_370,wolves_380,wolves_390,wolves_400,wolves_410,wolves_420,wolves_430,wolves_440,wolves_450,wolves_460,wolves_470,wolves_480,wolves_490,wolves_500,grass_10,grass_20,grass_30,grass_40,grass_50,grass_60,grass_70,grass_80,grass_90,grass_100,grass_110,grass_120,grass_130,grass_140,grass_150,grass_160,grass_170,grass_180,grass_190,grass_200,grass_210,grass_220,grass_230,grass_240,grass_250,grass_260,grass_270,grass_280,grass_290,grass_300,grass_310,grass_320,grass_330,grass_340,grass_350,grass_360,grass_370,grass_380,grass_390,grass_400,grass_410,grass_420,grass_430,grass_440,grass_450,grass_460,grass_470,grass_480,grass_490,grass_500,sheep_noise_10,sheep_noise_20,sheep_noise_30,sheep_noise_40,sheep_noise_50,sheep_noise_60,sheep_noise_70,sheep_noise_80,sheep_noise_90,sheep_noise_100,sheep_noise_110,sheep_noise_120,sheep_noise_130,sheep_noise_140,sheep_noise_150,sheep_noise_160,sheep_noise_170,sheep_noise_180,sheep_noise_190,sheep_noise_200,sheep_noise_210,sheep_noise_220,sheep_noise_230,sheep_noise_240,sheep_noise_250,sheep_noise_260,sheep_noise_270,sheep_noise_280,sheep_noise_290,sheep_noise_300,sheep_noise_310,sheep_noise_320,sheep_noise_330,sheep_noise_340,sheep_noise_350,sheep_noise_360,sheep_noise_370,sheep_noise_380,sheep_noise_390,sheep_noise_400,sheep_noise_410,sheep_noise_420,sheep_noise_430,sheep_noise_440,sheep_noise_450,sheep_noise_460,sheep_noise_470,sheep_noise_480,sheep_noise_490,sheep_noise_500,wolves_noise_10,wolves_noise_20,wolves_noise_30,wolves_noise_40,wolves_noise_50,wolves_noise_60,wolves_noise_70,wolves_noise_80,wolves_noise_90,wolves_noise_100,wolves_noise_110,wolves_noise_120,wolves_noise_130,wolves_noise_140,wolves_noise_150,wolves_noise_160,wolves_noise_170,wolves_noise_180,wolves_noise_190,wolves_noise_200,wolves_noise_210,wolves_noise_220,wolves_noise_230,wolves_noise_240,wolves_noise_250,wolves_noise_260,wolves_noise_270,wolves_noise_280,wolves_noise_290,wolves_noise_300,wolves_noise_310,wolves_noise_320,wolves_noise_330,wolves_noise_340,wolves_noise_350,wolves_noise_360,wolves_noise_370,wolves_noise_380,wolves_noise_390,wolves_noise_400,wolves_noise_410,wolves_noise_420,wolves_noise_430,wolves_noise_440,wolves_noise_450,wolves_noise_460,wolves_noise_470,wolves_noise_480,wolves_noise_490,wolves_noise_500,grass_noise_10,grass_noise_20,grass_noise_30,grass_noise_40,grass_noise_50,grass_noise_60,grass_noise_70,grass_noise_80,grass_noise_90,grass_noise_100,grass_noise_110,grass_noise_120,grass_noise_130,grass_noise_140,grass_noise_150,grass_noise_160,grass_noise_170,grass_noise_180,grass_noise_190,grass_noise_200,grass_noise_210,grass_noise_220,grass_noise_230,grass_noise_240,grass_noise_250,grass_noise_260,grass_noise_270,grass_noise_280,grass_noise_290,grass_noise_300,grass_noise_310,grass_noise_320,grass_noise_330,grass_noise_340,grass_noise_350,grass_noise_360,grass_noise_370,grass_noise_380,grass_noise_390,grass_noise_400,grass_noise_410,grass_noise_420,grass_noise_430,grass_noise_440,grass_noise_450,grass_noise_460,grass_noise_470,grass_noise_480,grass_noise_490,grass_noise_500
1,215,244,14,95,18,17,36,31.276282051282053,997.3272290301219,2000.3794871794871,0,275.46666666666664,78.56054683043669,0,31.96131141420544,0,276.225307272604,78.70160759279716,-0.02817420559405541,0,3940.4,1303.0729886857928,-15.581645658263305,997.3718514276458,0,3913.23202306419,1300.089611519614,-15.857719236306385,758.3333333333334,2601,735.6437937257402,20.65524207593173,1987.9698541853068,657.495634145137,2828.724678282046,729.3859607853873,20.58249694247585,213.2,3.6666666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028.8,2931.3333333333335,3802.866666666667,1853.4666666666667,487.8666666666667,101.46666666666668,21.266666666666666,0.10208816705336426,3.3333333333333335,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,783.4,924.8,1276,1898.5333333333333,2540.133333333333,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,213.08231216896667,6.143960907109813,0,0.06778685049538632,1.2303736876568105,0.5346047763736309,1.3527833247860417,0,1.5421204551849226,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,989.1506678370599,2846.601722258475,3814.4263714795966,1751.0179577578908,556.893476840765,16.24580615969971,0,0,0,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,818.2423480181483,1084.7925859960496,1240.418505895018,1747.0378575059606,2296.0502610085296,2491.4570088678543,2711.96456884052,2576.222408243044,2608.440514608538,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307
2,225,227,45,55,17,14,1,43.50678466076696,696.1498460369128,2564.7286135693216,0,328.53333333333336,99.08948078163118,0,43.93497215290704,0,328.8154471474699,98.60695889802919,-0.048396381454014925,0,2683,891.0935130248124,-10.587612135624653,704.6411591525703,0,2697.0664127914174,892.9852056905036,-11.230228343019906,2341.266666666667,2601,79.89023656342404,0,2573.0722834885805,2233.4901472728266,3023.810729332164,152.5930560981398,0.6121821655027366,321.2,57.06666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,710.4666666666667,1779.0666666666666,2683,1746.2,608.7333333333333,160.33333333333334,33.8,6,4.142857142857143,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2343,2530.6,2600.6666666666665,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,319.8837880323735,54.4650328131131,2.9311990747402557,0,0,0,4.410175528967555,0.7691677744522465,0,5.376235818906899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735.0521852454956,1751.643220190903,2677.5944972013717,1721.6747604069374,574.0661035279863,176.20468008187507,43.567199861288266,25.24152422485229,81.60750271319333,1.8945959538480066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2380.032023816668,2611.8336443442627,2778.360928985737,2728.8097096706215,2557.307417321316,2562.626909511808,2753.7232747597754,2685.227233037611,2720.3511598866444,2614.636798835984,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313,2611.8340115784313
3,152,13,37,44,19,7,6,1756.3941947565543,2973.5002186348606,2154.8913857677903,0,16988.533333333333,4331.398003470356,0,1787.6776656120492,0,16996.556986514017,4319.875497785227,-0.5510889233752367,0,15781,4790.101528542279,-2.7479323671497586,2997.4278594928887,0,15902.028159220576,4787.544163925195,-3.0357967989134735,361.06666666666666,2601,836.8732406678627,0,2149.5874040392187,97.59139567658548,2984.2930448573293,839.9554879940206,2.315306352301052,795.8666666666667,3994.4,12501.733333333334,16988.533333333333,14278.6,9729.8,3900.6,235.6,0.13333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,49.6,96.66666666666669,190.46666666666667,374.73333333333335,735.5333333333333,1440.4,2837.6666666666665,5519.133333333333,9747.133333333331,13817.6,15732.266666666666,15030.933333333332,12583.866666666669,9634.133333333331,6786.733333333334,4477.333333333333,2849.866666666667,1703.6,1003.7333333333332,568.8666666666667,320.2,173.93333333333334,93.86666666666666,43.93333333333333,21.333333333333332,14.333333333333334,0.5384615384615384,0.2850678733031674,0.10294117647058824,13,9,7,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1177.3333333333333,480.2,384.8666666666667,361.06666666666666,382.26666666666665,374.53333333333336,505.46666666666664,1619.2666666666669,2574.733333333333,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,850.2096149679085,4136.531669977382,12608.895105437268,16910.713750101044,14364.297462574876,9779.371774207422,4159.8009498418,218.0787568924813,50.96718913296252,0,120.71385915350389,0,121.96546044231323,0,199.40716087037615,0,0,46.580953325020886,0,0,0,0,33.82367575964765,170.5469936463075,137.96030565703936,0,28.419505663837853,94.69770783460113,0,0,0,0,80.41795356653462,157.31788681017645,57.00976544939742,57.00976544939742,57.00976544939742,57.00976544939742,57.00976544939742,57.00976544939742,57.00976544939742,57.00976544939742,57.00976544939742,57.00976544939742,57.00976544939742,57.00976544939742,57.00976544939742,57.00976544939742,57.00976544939742,57.00976544939742,11.769321674099826,0,127.97152683708819,274.40382623057576,289.1529455172197,924.904107828942,1343.7130311982614,2914.701319646127,6023.47867993065,9726.410659149662,13812.181644704775,15471.601816747087,15040.507895847679,12595.390218616996,9429.22106639323,6568.803056060071,4283.302935286354,2704.5386250173115,1885.9292630251011,913.825500370935,862.9579732045613,533.1325018868225,138.96737682584228,0,58.73467186543324,0,74.95060481240458,0,0,0,0,277.61837859833247,72.0019603900883,30.95859434817592,59.66872757740852,59.66872757740852,59.66872757740852,59.66872757740852,59.66872757740852,59.66872757740852,59.66872757740852,59.66872757740852,59.66872757740852,59.66872757740852,59.66872757740852,59.66872757740852,59.66872757740852,59.66872757740852,59.66872757740852,59.66872757740852,1198.7261348360266,598.4264694462707,373.7780418162355,533.2652901209927,314.4112954112545,232.5058123268762,480.17465095342044,1584.3815781040735,2455.3265265712507,2698.9295773686945,2329.317464333496,2438.184003100894,2779.8748459846893,2672.7451388021514,2532.1832710135,2554.3398977221905,2380.26114169247,2654.0589052264318,2556.5016825562584,2511.2824946421315,2766.331428263218,2333.093002165132,2828.127435366037,2752.4037385757033,2523.6719463480445,2507.0812981418953,2601.234676107634,2683.525852555806,2799.5508018488495,2486.697778319941,2528.3398358050226,2516.689854998931,2558.4840211908236,2274.4917630578566,2658.337221481015,2658.337221481015,2658.337221481015,2658.337221481015,2658.337221481015,2658.337221481015,2658.337221481015,2658.337221481015,2658.337221481015,2658.337221481015,2658.337221481015,2658.337221481015,2658.337221481015,2658.337221481015,2658.337221481015,2658.337221481015
4,109,88,10,97,5,18,40,468.4516414890526,58.930983663676706,703.3956366034151,0.02562111801242236,902,272.521237936182,0.6972691161866931,468.7153483914899,0,927.8913105854836,271.52605465332266,0.9436045938952138,0,953.9333333333332,191.1645160141198,0,60.442143699807,0,948.0906604596879,190.78514871179624,-0.005691921523839209,196,2600.1082949308757,742.584284271878,-0.6174655047204067,701.9289260870539,138.83979461879264,2674.8961729055222,743.8565919261112,-1.082134867518517,90.26666666666668,29.133333333333333,4,0.4,0.3333333333333333,0.6666666666666666,1.6,0.04599056603773584,14.25,47.5,74.5,127,198,314,485.5,671.5,811.5,891,866.5,843.5,741.5,704.5,692,670,616.5,574,579,598,604.5,553,580,604.5,594.5,601,603,594.5,596.5,595.5,594.5,583,600,590.5,585.5,543.5,554.5,573.5,616.5,615.5,601.5,579,388.8,777.9333333333333,941.2666666666668,563.0666666666667,182.8,36.2,7.933333333333334,0.02594339622641509,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168.5333333333333,1238.2666666666669,1496.5333333333333,1812.1333333333337,2273.4,2518.4666666666667,2573.866666666667,2599.942216981132,2397.25,1968,1680.5,1305,898,560,337.5,265.5,244,210.5,200.5,211.5,264.5,251,254,259.5,258.5,322.5,312,279.5,273,310.5,317.5,309,298,275,292.5,298,303.5,293,303.5,300.5,296.5,293.5,289.5,328,313.5,318.5,285,277.5,293.5,296.5,41.43628160549488,45.95574465059166,31.76006839765447,62.897097618162896,0,0,0,0,15.753955008993408,42.61250313625051,107.65784323490853,144.2377073936327,169.8691871862462,312.358765655889,475.49360465303965,681.8416555811091,778.6680704300701,881.4239138429707,864.2594609872101,838.2034863797514,706.8370699381584,730.6698141776451,698.1099269984992,698.3980921921384,609.2044472216966,573.6298940762451,547.7156696526324,590.8163477688953,612.3449271117886,557.7726488331248,633.6576360712666,598.298015502751,597.2117408119097,636.3762160342451,557.6264305583527,611.596832780432,631.3804565755162,562.6755402420794,569.5370020601113,599.8589493450187,628.3853931621878,580.0882969870389,612.7844997418928,567.9396647903621,592.5501104368958,580.8815754934064,581.0545900622227,615.6359805607392,603.7789667942851,556.8296039349574,391.956970366738,780.2894892788992,934.5348061204186,561.8701030178107,183.53603773533985,38.24401794178193,14.389949953188392,0,7.162378999468469,2.6147211400878962,1.4240474409270303,0,0,1.6245403447567872,0,1.9318973819356744,2.799348284584998,3.101760505085812,1.7462510824074382,0,6.6065286833822094,0,1.863495578740341,1.1699721794255191,1.0207968437125952,2.0645940427098863,0,0,1.8004130264753928,1.8853849465684203,0.7814091823009011,1.4940214717240201,0,0,0,0,1.8323360325710671,0,0,6.415299419880713,0,2.4153642609992927,0,0,8.750487366515205,0,0,3.2499412592630286,2.958564203151729,0,1134.0955539770962,1234.9350521835213,1478.21313747015,1794.1936513630233,2267.030412605119,2565.3412202671225,2616.814555040029,2631.760908024468,2362.2133734519102,1920.096842159582,1731.9192899761897,1253.7257421980728,934.3862355438985,618.3404122210742,350.9169286280324,249.64302566726005,250.24936447476085,208.50864725239438,191.6090902934096,231.67092793216148,224.2138014541821,233.7043687498184,237.3986721171368,245.62134492178382,230.63596576337966,316.4063148785986,248.92597565376013,234.77883300978937,248.36475715209207,292.4245632209686,276.01980123229816,301.42413650540385,290.6794070783407,284.232054484762,295.4591254466978,400.082279541866,240.55295422714042,251.3345994730244,276.75133037560903,347.0142709669742,296.7267876592033,264.03761740009946,319.56787887472655,322.7308166210402,292.9072309321619,280.755210259165,208.44002303466803,240.41469614352968,327.08670469723995,282.6681577625969
5,46,189,9,52,16,3,53,64.95140919260986,302.03387288359454,1647.6654885975604,0.28205128205128205,230,60.919614852195856,0.12081951347017204,64.98375396967288,0,231.62058335760315,60.76351448466705,0.11795639836089027,4.13013698630137,652.2,161.90813347912794,0.14430568430207935,302.7825705134942,0,685.0203816684834,162.43220084326575,0.11732990598394688,470.4,2592.78515625,597.6403426847974,-1.4371276220694513,1654.9062698551513,336.4215572435808,2727.8841401467894,605.712555173633,-1.2955885680355785,93.8,168.26666666666668,227.13333333333333,203.93333333333337,125.2,56.6,20.733333333333334,9.933333333333334,5.866666666666666,3.1333333333333333,1.5333333333333334,0.8666666666666667,1.3333333333333333,1.8,4.666666666666667,11.466666666666669,33.13333333333333,80.53333333333333,130.46666666666667,117.66666666666669,45.86666666666667,14.733333333333333,7,0.28205128205128205,9.333333333333334,11.727272727272728,14.88888888888889,33.2,47.4,67.8,139.25,177.75,118.5,68,42,36.25,37,35,44.75,57.5,65.75,55,58.25,69,77.75,81.5,151.75,212.25,134,64.25,227.4,258.6,292.73333333333335,350.06666666666666,433.93333333333334,529.2666666666667,619.3333333333334,648.1333333333333,639.6666666666666,566.2666666666667,476.2,372.2,270.8666666666667,196.4,132.2,89.6,65.86666666666666,52.13333333333333,47.93333333333333,51.86666666666667,62.2,74,103.92307692307692,5.457875457875458,135,147.63636363636363,174,305,289,282.8,363,380.25,386.5,417.25,443.25,443.5,448.5,411.5,396.75,384,358.25,318.25,297.5,299.75,303.5,329.75,333.25,347.75,362.75,374.75,1246.4666666666667,1025.4666666666667,718.0666666666667,516.1333333333333,475.6666666666667,578,897.4666666666667,1385.1333333333334,1842.3333333333333,2149.2,2324.6666666666665,2424.133333333333,2480.2,2510.5333333333333,2521.5333333333333,2495.4,2402.6,2219.0666666666666,2025.5333333333333,1938.2666666666669,1947,2011.7333333333331,2092.4615384615386,2587.3626373626375,2419,2399.5454545454545,2296.8888888888887,1942.4,1784.8,1621.2,1177,974.5,927,990.5,1136,1355.5,1614.75,1745.25,1771,1723,1642.25,1573.25,1543,1480.75,1433.5,1355.75,1168,995.5,1011.25,1132.25,91.4057538461269,166.05239837379781,225.0479491701472,205.6873557188267,130.47338286362339,57.30711319277228,22.502289686860472,12.35087619868099,6.030236594683635,3.8357584070557573,0.4536568610776208,3.943971711495598,2.5932982751845994,3.078617913370489,3.5894876216136264,13.509393767624346,33.111339882178626,87.40836772693908,136.3879811160478,115.3184609402881,46.99542074264567,14.475364545319723,11.245904596033665,3.525547377496851,2.9038924403585655,7.3356318074047655,8.885899951912915,36.00382126835988,52.64554629918319,61.56231297795512,138.720770377271,180.25407071872138,118.32195263422504,68.779234604043,39.23823720570078,38.30340214148146,40.6707205105426,40.495019012014005,44.85607223141273,55.38084784444763,64.05824169318872,58.43342160122917,54.40251448171403,71.16458880686676,79.74010688838167,81.51479802398985,142.87316757751773,211.82720857484892,133.9361403553475,68.15333830975403,235.4543137747501,310.8571685628243,325.08413381800307,351.8917400607325,445.66679593365114,530.1874378285304,629.9079450686991,613.5281601595846,648.7727853742118,575.3614340872753,485.4371251687103,377.79923239726537,266.5409101195018,173.53995311513228,102.46821843756622,82.29514034289225,47.171547845168845,49.76263967638116,43.753448138647194,75.10334794703822,52.36914409191849,69.21546489326046,43.35322310270031,0,125.43022068549064,136.81990101126095,175.2203793714203,303.70119605871804,272.12379853453604,300.0106122752922,367.6230725640929,401.3780005636824,362.3257594194081,422.6312460898735,436.78332863975544,437.8034371936868,447.63878910806216,437.61475382702577,392.31846184415167,392.6595893291829,374.71635959517477,377.51157221885575,259.6016504711583,322.1095478876766,303.4228089960251,310.2110699212774,322.93487649491476,335.8304776366496,382.1039612230294,362.5626252818381,1464.0161427627736,1157.0840852723554,782.8749690520578,397.3718257990248,398.3755252980985,530.5375255777778,900.7475510702246,1504.4762547658124,1737.797692890794,2236.611513403307,2356.5530745127967,2375.9068304004204,2621.6282097155918,2574.2547660058276,2496.753810870898,2343.495545900484,2321.336433058038,2104.71828500395,2124.1229324319543,1815.5236297285037,2070.8999951550504,1941.6608590455555,2266.868780446359,2668.3433055355995,2652.570297075548,2468.3978958239795,2495.5636756058884,2012.305441305498,1727.819421175939,1718.7950385618378,1110.1493483952997,1088.3145317001756,683.6095040313581,926.522465714099,1112.3356828341887,1284.3864959038665,1702.5388341891971,1668.140815938624,1665.4005289926577,1706.0541488793142,1638.511229628684,1501.212225884937,1386.7333379783743,1720.710525518591,1401.0583644888736,1255.9797611511995,1246.1942997575804,964.2136475585039,861.2045283284126,1215.9930421171591
6,137,196,2,75,17,16,63,9.595555555555555,280.768371501292,1855.893213196726,0,130.33333333333334,27.048154773554927,-0.014358974358974357,9.820708649443501,0,131.65521939307342,27.058103536149805,-0.027041826733026224,0,1009.2,349.661680096231,-7.621803837188452,283.2546906881431,0,1020.8425761499695,349.2718514900801,-7.673603282128689,1121.3333333333333,2601,530.3647331028915,20.200000000000003,1870.864106884266,853.2136638798943,2907.0875346241546,578.5494891301402,21.419594823415185,29.4,1.3333333333333333,0.26666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692.8,999.0666666666668,530.2,155.8,33.86666666666667,6.818181818181818,0.02752293577981651,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1130.5333333333333,1293.2666666666669,1496.5333333333333,1697.9333333333334,1903.9333333333336,2098.7272727272725,2495.9770642201834,2600,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,2601,29.777119387115267,1.0633848317505898,0.7488495945357925,0.07446955043543664,0,0,0,0,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,0.8951283079530837,692.8351430717005,993.0654971496479,522.5524366052936,140.07487023161255,16.30694659805187,0,9.431271437318284,7.671011982231671,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,24.603768832068045,853.2136638798943,1322.3161706101,1493.340078819081,1812.5902735937527,1881.0476512037603,2102.9043117332712,2366.978038390827,2493.980937371181,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607,2503.442552321607
