direction_true,direction_pred,density_true,density_pred,burn_true,burn_pred,n,ticks_included
4,4,57,53.723226332534175,15.89059484856112,3.927474604299551,99,no
4,4,33,35.774523075421975,0.794874265343482,0.9956690628209136,99,no
8,8,19,29.76682716751519,0.8839027706952236,2.267525416511418,99,no
8,4,11,24.445787272116466,0.55612468900922,0.591210668068055,99,no
8,8,27,33.135970002458016,1.6348455654814038,2.4914461953640785,99,no
8,4,18,25.4884970123762,0.6563567703650423,0.5914116739521729,99,no
4,4,64,63.6867685349915,93.3361598124548,93.22143478801442,99,no
4,4,5,23.898013412747222,0.347112653834017,0.591210668068055,99,no
8,4,17,25.809977531856724,0.6360490131886634,0.6714276994445462,99,no
8,8,34,35.50553696868747,2.1242371197426313,11.002337169819642,99,no
4,8,3,24.11624674608056,0.41472265422498705,1.1569918212647117,99,no
8,8,88,74.91320672558317,100,99.99361362426824,99,no
4,4,36,36.726010557736686,0.9129369850812736,1.059413646977428,99,no
8,8,64,64.92018166436415,99.9379868035918,99.95602032838154,99,no
4,4,17,25.539923996607808,0.47855869381627103,0.6714276994445462,99,no
4,4,63,61.00291386328564,89.80311564418734,69.1501594104427,99,no
8,8,57,62.74020620558316,99.63733749930256,99.93173888860798,99,no
4,4,41,38.856729957781084,1.0618580585373387,1.0537493873550072,99,no
8,8,92,74.91320672558317,100,99.9935952177626,99,no
8,8,92,74.91320672558317,100,99.99787910922588,99,no
4,4,90,77.7115874557166,99.99114087776184,99.59872896891676,99,no
8,8,34,35.952352841703345,2.3835117072486796,11.002337169819642,99,no
4,4,61,60.60886647766472,82.40102371252482,69.1501594104427,99,no
8,8,32,35.952352841703345,2.534631600080305,12.356043956043957,99,no
4,8,94,78.53055643762644,100,100,99,no
8,8,1,23.558842827672006,0.1567398119122257,1.345500566175981,99,no
4,4,63,63.242830857724876,91.9995956839259,90.70314277767945,99,no
8,8,56,62.67060620558316,99.65569245653472,99.93173888860798,99,no
8,8,25,27.410187921467116,0.787951960348224,1.5252225519287834,99,no
4,4,86,74.1586792790721,99.9239219179099,99.211240894789,99,no
8,8,91,74.91320672558317,100,99.99787978373794,99,no
4,4,26,25.519120028353846,0.5292633392824174,0.6935493770330816,99,no
8,8,35,36.273212365512876,5.132646549366396,2.954616033006521,99,no
4,4,49,42.41532206140158,1.6819571865443423,1.1087724573404496,99,no
8,8,34,36.164479032179536,2.964732331038359,2.954616033006521,99,no
8,8,98,74.91320672558317,100,100,99,no
8,8,20,30.030264829852854,0.9343555342597027,1.9183760229567437,99,no
4,4,30,36.338910668736794,0.8423072822262502,0.913302448709464,99,no
8,8,95,74.91320672558317,100,99.99361362426824,99,no
4,4,41,38.28629788429901,1.0068560235063664,0.8687661849469551,99,no
4,4,32,31.587169354847767,0.6940630149298448,1.037924151696607,99,no
8,8,69,65.51329363017614,99.96767266261806,99.9273607748184,99,no
8,8,33,36.130695698846196,2.659138072486849,12.356043956043957,99,no
4,4,84,74.29021023145306,99.9164038454231,99.2072188204963,99,no
4,8,99,78.53055643762644,100,100,99,no
4,4,15,25.708038282322097,0.4663487016428193,0.509953305480462,99,no
8,8,66,65.5350960111285,99.94954227636416,99.89551440929192,99,no
8,8,39,42.493222480453,26.896127842655194,82.84003486565355,99,no
4,4,20,30.90427671400907,0.6108342710175213,0.7457350086832158,99,no
8,8,55,63.106209380186336,99.39478180291316,99.9090219863533,99,no
4,4,23,27.726913481976233,0.5573138846841889,0.6520993021393433,99,no
4,4,51,42.833903382073665,2.7340823970037453,1.2958963282937366,99,no
8,8,39,42.493222480453,17.9822055342421,66.83081386471217,99,no
4,8,99,78.53055643762644,100,100,99,no
4,4,73,69.29688754195641,98.80936747647188,97.85625374579318,99,no
4,8,95,78.53055643762644,100,100,99,no
8,8,28,35.2200083972589,1.8085226630496216,3.255898202237015,99,no
4,8,93,78.53055643762644,100,100,99,no
4,4,63,61.00291386328564,91.125382417638,82.06527415143603,99,no
4,4,27,35.90028974208864,0.7716139591979891,0.9183266048533784,99,no
4,4,39,39.0090156720668,1.0729526519000203,0.7679424860095584,99,no
4,4,13,25.708038282322097,0.468384074941452,0.6479743232604614,99,no
8,8,41,48.276070658790495,52.79617509895363,97.24121904256026,99,no
8,4,4,23.561842827672002,0.23659305993690852,0.5463024650233178,99,no
4,4,38,36.764110557736686,0.901618720120775,1.1958851264466352,99,no
8,8,44,48.56797615484244,91.37737961926092,97.75371949045412,99,no
4,4,77,71.40276798089312,99.49140978726044,98.60548405148292,99,no
8,8,3,23.83393171656089,0.4751847940865892,1.4891485809682805,99,no
8,8,91,74.91320672558317,100,99.995747666532,99,no
4,4,70,66.32603079429234,98.00698582288884,95.5622369212267,99,no
4,4,65,61.00291386328564,91.43115809048425,68.29242847082757,99,no
4,4,4,23.898013412747222,0.31783869686134286,0.5979173664763184,99,no
4,4,52,42.66635338207367,3.69203474856234,1.3459750883063766,99,no
4,4,4,23.841540685474495,0.20894274968658588,0.5463024650233178,99,no
8,8,94,74.91320672558317,100,99.9935952177626,99,no
4,4,11,23.952713412747226,0.36221385105766446,0.5463024650233178,99,no
8,8,99,74.91320672558317,100,99.99787748864456,99,no
4,4,11,25.708038282322097,0.47516198704103674,0.6094588005850805,99,no
8,8,2,23.53977616100534,0.3103180760279286,1.345500566175981,99,no
8,8,37,36.32194569884621,7.256392536281962,3.795730356984675,99,no
8,8,71,68.8662318487309,99.99550844412504,99.98369172704612,99,no
4,4,8,23.860140685474498,0.29667721518987344,0.790722192936215,99,no
4,8,98,78.53055643762644,100,100,99,no
8,8,82,74.91320672558317,100,99.99361185639452,99,no
8,8,53,63.091376046853,99.20680227142986,99.87324764874388,99,no
8,8,59,63.60749731669428,99.75685532892072,99.93531050955414,99,no
4,4,74,70.86104140256944,99.23350199160296,98.5456673945834,99,no
4,8,2,23.860140685474498,0.2425222312045271,1.4891485809682805,99,no
8,4,40,42.493222480453,14.084955611290258,1.1087724573404496,99,no
8,8,77,74.91320672558317,100,99.99361185639452,99,no
8,8,29,32.49699612078414,1.547039851309244,2.784557907845579,99,no
8,8,2,23.56277616100534,0.3937007874015748,1.6110853278525492,99,no
