V1,V2
66.94900000000003,1.99
90.91899999999998,1.6059999999999999
91.14549999999997,1.022
76.75833333333333,2
78.14533333333331,1.0366666666666666
58.269833333333345,1.2428333333333335
10.4125,1.4261666666666668
22.672166666666662,1.5114999999999994
88.01783333333333,1.5759999999999998
4.679,1.4726666666666666
77.76716666666667,1.0175
90.91899999999998,1.6059999999999999
9.465333333333335,1.454333333333333
90.91899999999998,1.6059999999999999
69.30433333333333,2
19.756500000000003,1.4363333333333335
79.453,2
41.74633333333333,1.3375
14.814833333333333,1.3313333333333335
50.994666666666674,1.9833333333333332
15.864833333333335,1.8265
53.708,2
61.569333333333326,2
75.58916666666669,2
54.43016666666666,2
6.557166666666667,1.4429999999999998
20.555166666666665,1.9126666666666665
45.50816666666667,1.4268333333333334
60.23549999999998,1.9975
36.38516666666667,1.0930000000000002
87.35133333333333,1
13.283999999999997,1.5644999999999998
64.84999999999998,1.99
15.090166666666661,1.4801666666666662
45.50566666666668,1.9041666666666666
3.852999999999999,1.6484999999999999
39.46033333333333,1.2491666666666665
44.694,1.8885000000000003
22.06183333333333,1.5444999999999995
22.968000000000004,1.1150000000000002
90.91899999999998,1.6059999999999999
49.26749999999999,1.4995000000000003
69.22916666666669,2
51.03166666666666,1.0354999999999999
6.557166666666667,1.4429999999999998
68.34983333333332,1.0266666666666666
90.91899999999998,1.6059999999999999
77.99133333333336,2
37.2825,1.3931666666666669
77.72966666666666,1.016
75.16416666666667,1.03
14.686000000000003,1.6833333333333331
12.72733333333333,1.3366666666666667
70.54933333333334,1.02
65.11433333333335,1.09
60.24316666666667,1.98
38.611333333333334,1.0733333333333333
67.218,1.015
61.21983333333332,2
36.587833333333336,1
90.91899999999998,1.6059999999999999
14.648666666666665,1.3063333333333333
95.97183333333334,1.026
45.232,1.2463333333333333
23.1745,1.9498333333333335
55.919833333333344,2
84.56583333333334,1
14.061999999999996,1.4935
76.87266666666666,1
52.809833333333344,1.0411666666666666
38.653166666666664,1.3118333333333334
58.7305,1.0971666666666666
44.73266666666668,1.487
11.038333333333338,1.3714999999999997
95.67233333333334,1.0713333333333332
45.0355,1.1338333333333335
90.91899999999998,1.6059999999999999
28.014666666666677,1.0898333333333334
59.300499999999985,2
15.380500000000001,1.6908333333333332
15.157500000000002,1.3426666666666665
43.23766666666666,1.327833333333333
72.54566666666669,2
90.91899999999998,1.6059999999999999
70.7455,1.01
62.953500000000005,2
63.316333333333326,2
9.661333333333333,1.3751666666666669
48.71866666666668,1.9566666666666666
88.01783333333333,1.5759999999999998
39.70116666666667,1.2161666666666666
14.649333333333335,1.3665
13.077,1.342333333333333
95.57833333333333,1.026
20.831166666666668,1.3761666666666668
90.91899999999998,1.6059999999999999
31.787666666666663,1.068
16.9915,1.5218333333333327
28.00066666666667,1.0838333333333332
75.54733333333334,2
31.372666666666664,1.3839999999999997
76.86599999999999,1
12.762833333333331,1.6636666666666664
31.110500000000005,1.0883333333333336
11.4895,1.4091666666666667
70.97433333333335,1.0434999999999999
17.72083333333333,1.532333333333333
15.44866666666667,1.7044999999999997
3.8888333333333325,1.5876666666666668
58.243500000000004,1.1848333333333332
60.86916666666666,1.125
25.301999999999992,1.3495
67.31883333333334,2
21.213833333333326,1.426
13.758499999999996,1.2313333333333334
91.41333333333333,1
73.31016666666666,1.0155
40.755833333333335,1.7076666666666664
39.99516666666666,1.9076666666666666
36.44216666666667,1.3893333333333333
92.48883333333333,1
14.906666666666665,1.232
69.29233333333335,2
26.471999999999994,1.9946666666666666
90.91899999999998,1.6059999999999999
45.517833333333336,1.9866666666666666
90.91899999999998,1.6059999999999999
73.79683333333331,1.99
32.832,1.3336666666666668
59.30416666666669,1.1648333333333334
33.608666666666664,1.9466666666666665
69.55583333333333,1.0221666666666664
51.27000000000001,1.988333333333333
91.3715,1.022
95.57833333333333,1.026
73.61833333333333,2
20.267,1.345
32.96033333333333,1.578166666666667
9.073666666666666,1.2175
43.6525,1.8923333333333334
30.291000000000004,1.4818333333333333
39.92933333333333,1.267
88.01783333333333,1.5759999999999998
82.12383333333335,1
61.02033333333335,1.8659999999999999
15.228499999999995,1.3723333333333334
90.91899999999998,1.6059999999999999
5.288833333333335,1.4126666666666665
88.01783333333333,1.5759999999999998
16.038500000000003,1.444333333333333
48.15383333333334,1.9409999999999998
7.5520000000000005,1.6104999999999998
35.269,1.7579999999999998
85.984,1.0066666666666666
51.76599999999999,1.992
90.91899999999998,1.6059999999999999
33.10366666666666,1.2238333333333333
82.85733333333333,1.01
31.484,1.054
94.06233333333336,1
74.97900000000001,1.02
95.67233333333334,1.0713333333333332
45.408500000000004,1.95
69.46516666666668,1.0968333333333333
41.091499999999996,1.1275
45.06966666666666,1.8603333333333336
17.85466666666666,1.4545
90.91899999999998,1.6059999999999999
73.41816666666665,1.99
31.441833333333328,1.9675
52.033333333333346,1.4036666666666664
88.74033333333337,1.09
69.97083333333335,1.0246666666666666
77.19149999999999,1.0166666666666666
63.7215,1.0425
12.995333333333333,1.3505
92.94266666666667,1
96.11050000000002,1.036
94.09733333333335,1
65.43516666666667,1.0275
44.54166666666668,1.8844999999999998
88.01783333333333,1.5759999999999998
88.01783333333333,1.5759999999999998
45.97633333333333,1.3133333333333332
76.30266666666665,2
29.539,1.1938333333333333
93.0775,1
95.67233333333334,1.0713333333333332
90.91899999999998,1.6059999999999999
74.96633333333331,1
48.86166666666667,1.0213333333333334
75.76150000000001,2
60.86583333333334,1.0936666666666666
45.38133333333333,1.99
58.53866666666667,1.1631666666666667
14.584333333333333,1.3231666666666668
8.6615,1.2275
34.70083333333333,1.1804999999999999
10.725166666666668,1.494
32.272000000000006,1.8715000000000002
12.642333333333333,1.3268333333333333
26.7245,1.7806666666666666
