V1,V2
48.529,1.474833333333333
27.50300000000001,1.0458333333333334
30.9985,1.3969999999999998
13.448999999999996,1.5445
33.64666666666666,1.762833333333333
15.293666666666672,1.6848333333333332
63.37016666666665,1.0293333333333334
9.31016666666667,1.2395000000000003
18.09133333333334,1.6831666666666667
29.090166666666672,1.9906666666666666
6.024999999999999,1.4201666666666668
88.01783333333333,1.5759999999999998
39.17716666666667,1.085
65.40016666666665,1.98
13.144833333333336,1.312333333333333
60.235833333333346,1.1136666666666666
59.860499999999995,1.9966666666666668
33.178000000000004,1.3453333333333335
90.91899999999998,1.6059999999999999
90.91899999999998,1.6059999999999999
90.18366666666667,1.01
35.676,1.7426666666666666
59.326,1.0881666666666667
34.935333333333325,1.8125
92.847,1.026
3.4016666666666655,1.5390000000000001
60.23416666666667,1.1336666666666666
58.361166666666676,1.98
30.32083333333334,1.0573333333333335
84.80833333333332,1.0166666666666666
90.91899999999998,1.6059999999999999
17.449499999999997,1.4978333333333331
39.82683333333334,1.8083333333333333
33.30516666666667,1.7753333333333328
51.26583333333333,1.0693333333333335
90.91899999999998,1.6059999999999999
20.915666666666667,1.8705
24.42583333333333,1.6694999999999995
90.91899999999998,1.6059999999999999
33.994,1.1676666666666666
30.254166666666652,1.1068333333333333
68.59150000000001,2
31.96883333333333,1.972
83.70783333333333,1.02
95.28616666666667,1.0713333333333332
13.849666666666668,1.3013333333333332
66.25416666666666,1.98
51.885333333333335,1.443666666666667
16.038500000000003,1.444333333333333
55.32183333333333,2
17.400499999999997,1.4705
35.64750000000001,1.8588333333333333
53.717666666666695,1.1968333333333334
95.67233333333334,1.0713333333333332
71.17833333333334,1.0133333333333334
93.92783333333333,1.026
31.623833333333344,1.8796666666666662
91.98049999999999,1.026
60.98499999999999,1.1083333333333334
31.644833333333334,1.054
27.133999999999997,1.7411666666666668
13.537833333333335,1.3239999999999998
47.38500000000001,1.6795
4.3131666666666675,1.5828333333333333
36.5155,1.1491666666666667
44.5155,1.9741666666666666
76.28833333333336,1
6.475833333333332,1.4406666666666665
90.91899999999998,1.6059999999999999
69.26083333333332,1.0141666666666667
58.46699999999998,1.2466666666666668
3.896999999999999,1.6578333333333333
48.33966666666666,1.2398333333333333
4.296833333333334,1.5181666666666667
90.91899999999998,1.6059999999999999
9.028166666666667,1.251166666666667
90.91899999999998,1.6059999999999999
10.670333333333335,1.4098333333333333
4.1531666666666665,1.5496666666666667
37.94299999999999,1.9363333333333332
78.41999999999999,1.7253333333333334
4.459333333333333,1.5375
96.11050000000002,1.036
90.91899999999998,1.6059999999999999
53.24766666666667,1.9980000000000002
60.895499999999984,2
73.95433333333331,1.018
4.4093333333333335,1.526
42.71883333333333,1.7825
88.18133333333336,1.486
30.001833333333334,1.8833333333333335
5.148000000000001,1.3726666666666667
46.90683333333333,1.4308333333333334
95.67233333333334,1.0713333333333332
67.26333333333334,2
67.29316666666668,2
11.038333333333338,1.3714999999999997
92.43283333333333,1
31.587666666666667,1.078166666666667
65.0635,1.94
43.410166666666655,1.7778333333333336
94.04116666666665,1.048
24.113000000000003,1.3274999999999997
15.157500000000002,1.3426666666666665
3.502,1.2166666666666666
63.092333333333336,2
11.791499999999996,1.4266666666666667
4.995333333333334,1.2091666666666667
27.576333333333324,1.106
39.46099999999999,1.212
10.5925,1.4261666666666668
77.01199999999999,1.1059999999999999
33.78466666666666,1.1831666666666667
12.008833333333332,1.3410000000000002
85.48466666666667,1
15.373833333333328,1.3496666666666663
70.28300000000002,1.0866666666666667
88.01783333333333,1.5759999999999998
4.124499999999999,1.5831666666666668
35.269,1.7579999999999998
85.0065,1
66.22433333333335,2
95.97183333333334,1.026
28.415666666666667,1.5999999999999996
61.06400000000001,1.1741666666666668
40.56833333333334,1.1746666666666667
42.52583333333333,1.3944999999999999
25.322666666666674,1.1378333333333335
55.59666666666668,1.0998333333333334
90.91899999999998,1.6059999999999999
90.91899999999998,1.6059999999999999
55.45466666666666,2
14.51416666666667,1.629
76.84816666666667,2
90.91899999999998,1.6059999999999999
29.361000000000004,1.0678333333333332
91.9605,1.026
44.568999999999996,1.2491666666666665
82.42916666666667,1
62.01066666666666,2
8.811333333333334,1.2500000000000002
75.77866666666668,1
31.987333333333336,1.9575000000000002
50.02283333333333,1.9325
90.91899999999998,1.6059999999999999
4.266833333333334,1.2968333333333333
68.90866666666666,1.0066666666666666
60.24316666666667,1.98
41.2725,1.2205
53.0815,1.0275
60.9305,1.11
90.91899999999998,1.6059999999999999
56.154833333333315,1.98
95.24816666666668,1
90.91899999999998,1.6059999999999999
50.57083333333332,1.93
88.01783333333333,1.5759999999999998
20.44783333333333,1.9206666666666665
34.29633333333333,1.6486666666666667
74.47449999999999,1.01
46.08166666666667,1.7810000000000001
75.9495,1
79.48333333333333,1.01
87.03083333333333,1.01
39.52433333333334,1.3156666666666665
77.55449999999998,1.0525
26.921833333333336,1.7669999999999997
35.89816666666667,1.05
60.64983333333333,1.0399999999999998
56.50549999999999,1.97
76.94216666666665,1
78.65716666666667,1.0166666666666666
46.984333333333325,1.2203333333333333
29.736833333333333,1.5223333333333335
32.9805,1.7724999999999995
19.829666666666665,1.351
28.621500000000005,1.0778333333333332
20.555166666666665,1.9126666666666665
59.864000000000004,1.2341666666666666
45.939833333333326,1.934333333333333
4.1658333333333335,1.600833333333333
41.537000000000006,1.0641666666666665
62.28383333333331,2
83.10883333333334,1
65.71333333333335,1.0605
14.314999999999998,1.5406666666666666
48.84833333333335,1.1818333333333333
27.42983333333333,1.1983333333333333
11.855666666666666,1.4373333333333331
18.730166666666662,1.4078333333333333
10.809999999999997,1.6688333333333336
9.196833333333334,1.4001666666666668
62.759666666666675,1.0176666666666667
71.41483333333332,1.01
