direction_true,direction_pred,density_true,density_pred,density_pred_lwr,density_pred_upr,burn_true,burn_pred,n,ticks_included
8,8,4,-7.974143253233718,-20.57818605870254,4.629899552235102,0.23659305993690852,0.16583747927031509,99,no
4,4,38,30.3299969841361,18.29630621991636,42.36368774835584,0.901618720120775,0.7700946574683138,99,no
8,8,44,53.94709354603356,41.78795426138156,66.10623283068556,91.37737961926092,99.3633952254642,99,no
4,8,77,72.47498129251699,60.32497325671955,84.62498932831443,99.49140978726044,99.99114005360268,99,no
8,8,3,-0.21625578725393169,-12.528579637024688,12.096068062516824,0.4751847940865892,0.16129032258064516,99,no
8,4,91,82.85564392439368,70.66762560450168,95.04366224428567,100,99.87715223525348,99,no
4,8,70,72.13703147761134,59.99591271036279,84.2781502448599,98.00698582288884,99.9779268938725,99,no
4,8,65,70.63995259829153,58.534010807889004,82.74589438869405,91.43115809048425,99.98197142470816,99,no
4,8,4,11.34820056325703,-0.984015333898979,23.680416460413042,0.31783869686134286,0.5611510791366906,99,no
4,4,52,50.66491769919044,38.36250762418287,62.96732777419801,3.69203474856234,3.588576417035605,99,no
4,8,4,7.807413592183435,-4.67263801564779,20.28746520001466,0.20894274968658588,0.6083202511773941,99,no
8,4,94,82.85564392439368,70.66762560450168,95.04366224428567,100,99.86003527877904,99,no
4,4,11,12.791073065808162,0.5111223682936057,25.071023763322717,0.36221385105766446,0.4878048780487805,99,no
8,4,99,82.85564392439368,70.66762560450168,95.04366224428567,100,99.90794016110472,99,no
4,4,11,16.46361826765273,4.29531914644962,28.63191738885584,0.47516198704103674,0.563097033685269,99,no
8,8,2,-5.576950490877293,-18.07668862171985,6.922787639965264,0.3103180760279286,0.15873015873015872,99,no
8,4,37,34.79577781905604,22.428016740541594,47.16353889757049,7.256392536281962,0.8022243493322393,99,no
8,8,71,81.20054904219171,69.07664109796916,93.32445698641426,99.99550844412504,100,99,no
4,8,8,10.660128136918647,-1.6986533521299148,23.01890962596721,0.29667721518987344,0.5611510791366906,99,no
4,4,98,99.53625955776873,87.15022469590374,111.92229441963372,100,100,99,no
8,8,82,82.85564392439368,70.66762560450168,95.04366224428567,100,100,99,no
8,8,53,55.72957078947957,43.532206242418454,67.92693533654068,99.20680227142986,99.53702388729512,99,no
8,8,59,55.85479803818271,43.65438324388701,68.0552128324784,99.75685532892072,99.5477444469888,99,no
4,8,74,72.41626498646383,60.26782637881567,84.56470359411199,99.23350199160296,99.99114005360268,99,no
4,8,2,8.899261303130151,-3.532274145569172,21.330796751829475,0.2425222312045271,0.5439550798385682,99,no
8,4,40,36.35039542336523,24.04127558988619,48.659515256844266,14.084955611290258,1.089363209635993,99,no
8,8,77,82.85564392439368,70.66762560450168,95.04366224428567,100,100,99,no
8,4,29,33.495964066767144,21.07375220989386,45.918175923640426,1.547039851309244,0.858617529303941,99,no
8,8,2,-2.8657346402929473,-15.262646229871253,9.531176949285358,0.3937007874015748,0.3236245954692557,99,no
8,4,36,34.48421298072196,22.103847226756567,46.864578734687356,5.887862973370801,1.1567216814783468,99,no
4,4,99,99.53625955776873,87.15022469590374,111.92229441963372,100,100,99,no
8,8,67,67.05492487559027,54.415621675024326,79.69422807615622,99.95712039639812,99.96175908221797,99,no
8,8,68,69.89797022818627,57.511009746013144,82.28493071035939,99.9648357831071,99.98861618323392,99,no
4,8,9,16.32958326383784,4.157755899899252,28.50141062777643,0.471039776692254,0.6465088521981301,99,no
4,4,92,97.620431729065,85.32297384462035,109.91788961350966,99.99480087345326,100,99,no
4,4,33,25.40241030228908,13.373660795549556,37.43115980902861,0.7500721223194537,0.4472557664047026,99,no
8,8,66,56.07776989106244,41.8707388795172,70.28480090260767,99.92733086258266,99.53702388729512,99,no
8,4,40,37.337783892186735,25.062198263808632,49.61336952056484,18.421999280546785,0.8676134156343074,99,no
4,4,96,99.53625955776873,87.15022469590374,111.92229441963372,100,100,99,no
4,4,30,23.12931416367469,11.083138338571914,35.175489988777464,0.6801636643817418,0.590359772190582,99,no
4,4,15,17.485715325854112,5.342944567974591,29.628486083733634,0.5065963060686016,0.6185567010309279,99,no
8,8,1,6.527717018706316,-5.6422963223868585,18.69773035979949,0.6825938566552902,0.5495763682161667,99,no
8,8,61,55.878105522342594,43.67711774496855,68.07909329971665,99.85923203253304,99.5477444469888,99,no
4,8,10,21.81006985732916,9.748096775560466,33.87204293909785,0.6395906619763352,0.8478912360207588,99,no
8,8,1,9.735553453709041,-2.4043485491154577,21.87545545653354,0.78125,0.4696356275303644,99,no
4,4,30,26.408071351466198,14.383065373076535,38.43307732985586,0.7810009563277016,0.6094588005850805,99,no
4,4,41,42.30367654869807,30.016940618585835,54.59041247881031,1.2698660018697414,1.4143845922359315,99,no
4,8,10,9.802895123751902,-2.5904523915908673,22.19624263909467,0.2703132453490221,0.5206689807510255,99,no
4,8,79,72.52334354132427,60.372034946778086,84.67465213587045,99.70383801752796,99.99128312412832,99,no
8,4,22,15.848713598455522,3.698252585415064,27.99917461149598,0.969258589511754,0.5288893324019559,99,no
8,8,9,4.7901980421401795,-7.406307692214533,16.986703776494892,0.629156929714183,0.41827541827541825,99,no
4,4,86,79.04256311125067,65.83431728568328,92.25080893681806,99.9443847095028,99.74268253457704,99,no
4,4,29,19.47291401858894,7.372766714039656,31.573061323138226,0.5677120652593287,0.5451190875545119,99,no
4,8,72,72.33300773813426,60.186776509871464,84.47923896639705,98.86779960273672,99.98675847457628,99,no
8,8,80,82.85564392439368,70.66762560450168,95.04366224428567,100,100,99,no
4,8,6,11.230484846370432,-1.1062010933182176,23.56717078605908,0.3142183817753339,0.6535947712418301,99,no
8,4,32,33.652874993232246,21.237496031864133,46.06825395460036,2.236261532290414,0.9066691592279292,99,no
4,4,85,74.00463653723797,60.05322503076195,87.95604804371399,99.93071290799796,99.23330390024336,99,no
8,8,66,58.80158763247104,45.06212780719525,72.54104745774683,99.93472269232628,99.7395338741623,99,no
4,4,97,99.53625955776873,87.15022469590374,111.92229441963372,100,100,99,no
4,4,38,34.15055692770544,22.072867331764208,46.22824652364667,1.0191190095173923,0.7593403521848505,99,no
4,8,64,71.13232866169346,59.01557606353823,83.24908125984871,93.59388993929744,99.9932718831999,99,no
4,4,43,43.626454315418016,31.291402221238478,55.961506409597554,1.310547674894821,1.2679719673434,99,no
4,4,45,50.325159501802034,38.008862586504904,62.641456417099164,2.199667574353715,1.92689964732286,99,no
8,4,15,5.760997517786375,-6.419827803595782,17.94182283916853,0.6590136054421769,0.6670224119530417,99,no
4,4,59,53.67017377146772,41.47573104764472,65.86461649529072,16.89243887959415,3.927474604299551,99,no
8,4,88,82.85564392439368,70.66762560450168,95.04366224428567,100,99.90794016110472,99,no
8,4,89,82.85564392439368,70.66762560450168,95.04366224428567,100,99.91220703870523,99,no
8,8,55,55.79026084233783,43.591423984794574,67.98909769988109,99.47337962962963,99.67268173279444,99,no
8,4,18,5.922722681639339,-6.255706428422091,18.10115179170077,0.6639874191857418,0.33933698773166276,99,no
8,8,76,81.30924951181174,69.18192939990381,93.43656962371968,99.99580343279196,99.99409925060483,99,no
8,4,87,82.85564392439368,70.66762560450168,95.04366224428567,100,99.89074599401978,99,no
4,4,32,25.78869458855667,13.761671145895468,37.81571803121787,0.7619521912350598,0.6239189523103533,99,no
4,4,92,99.53625955776873,87.15022469590374,111.92229441963372,100,100,99,no
4,4,48,50.298453858290316,37.98105109169584,62.61585662488479,2.08236466290269,1.848910350085774,99,no
4,8,82,72.56070321025118,60.40838506438285,84.7130213561195,99.8679380862675,99.99563414101723,99,no
8,8,59,55.86621230275159,43.665517110603005,68.06690749490018,99.80699179035504,99.65992178200986,99,no
4,8,5,13.345553625625636,1.0844381397888512,25.60666911146242,0.37926675094816686,0.41539401343921806,99,no
4,8,76,72.45778878812825,60.30824137782695,84.60733619842955,99.41589275959154,99.99112058248978,99,no
8,4,29,33.600262413835544,21.182600281618363,46.017924546052726,2.0051639839586883,0.6852208194490074,99,no
8,8,48,55.17690432063091,42.99243074057575,67.36137790068608,96.77924849131465,99.35955023618396,99,no
8,4,91,82.85564392439368,70.66762560450168,95.04366224428567,100,99.86003527877904,99,no
4,8,3,24.086673325893234,12.049350202413747,36.12399644937272,0.7096069868995634,1.0124036205162588,99,no
4,8,71,72.13169858027686,59.99071729573923,84.27267986481449,97.98356139637808,99.99778951789384,99,no
8,8,58,55.858057736899354,43.65756290669159,68.05855256710711,99.7711733568593,99.5884303189665,99,no
8,4,28,33.49462404550297,21.072353529892812,45.916894561113125,1.541153889578864,0.7261461005954398,99,no
4,4,53,50.622979075777096,38.318873149718634,62.92708500183556,3.507821901323706,2.17221684716457,99,no
4,8,63,70.68244326478043,58.57559792582693,82.78928860373392,91.61779575328616,99.99552322327924,99,no
8,4,94,82.85564392439368,70.66762560450168,95.04366224428567,100,99.87855655794588,99,no
8,8,54,55.76802257445979,43.5697265074922,67.96631864142739,99.37569939336828,99.65992178200986,99,no
4,4,95,98.91896079311394,86.56518253035011,111.27273905587776,99.99832478976111,100,99,no
8,4,96,82.85564392439368,70.66762560450168,95.04366224428567,100,99.86003527877904,99,no
8,8,48,55.249927113644844,43.0638036908161,67.43605053647359,97.09999665898232,99.56548188059442,99,no
8,4,88,82.85564392439368,70.66762560450168,95.04366224428567,100,99.91220703870523,99,no
4,4,37,28.396074143970427,16.371297502236068,40.420850785704786,0.8421414453897053,0.6983874630933454,99,no
4,4,52,50.18911755061839,37.86716555952264,62.51106954171414,1.6021115953594007,2.3446733748602457,99,no
4,8,76,72.45174847046837,60.30236268006674,84.60113426087001,99.38936103242052,99.99779764788796,99,no
8,8,41,50.05626564750946,37.94656330175087,62.165967993268055,74.28715521589014,98.16036983899252,99,no
4,8,76,72.463899465758,60.314188439890735,84.61361049162528,99.44273353864205,99.97792299540798,99,no
4,8,80,72.53748705834369,60.38579677042023,84.68917734626714,99.76596255400864,99.9956375692536,99,no
4,4,87,84.6799570716994,72.0745955949294,97.2853185484694,99.9596833308899,99.92675093439512,99,no
8,4,26,33.49570853153547,21.073485489139063,45.91793157393188,1.5459174283786272,0.7018569966369352,99,no
4,8,78,72.51537891149519,60.364284991714705,84.66647283127568,99.66885386643771,99.99563414101723,99,no
8,4,25,28.65682913577997,16.199103443333648,41.11455482822629,1.3631687242798354,0.74828060522696,99,no
4,4,30,33.4629562203548,21.395760136799872,45.53015230390972,0.9979720354360124,0.7018569966369352,99,no
4,8,61,68.92245037254725,56.848365372787555,80.99653537230694,83.88713424342879,99.97228381374724,99,no
8,8,56,55.78110094327576,43.582487018596844,67.97971486795468,99.4331453312824,99.67268173279444,99,no
4,8,77,72.48312418725527,60.33289767107627,84.63335070343427,99.52717695609796,99.99778951789384,99,no
4,8,79,72.52830088139262,60.376858571614605,84.67974319117064,99.72561283163522,99.99782674838092,99,no
4,4,55,50.51368557314109,38.20513597581987,62.82223517046231,3.027756852291824,2.1838829438742087,99,no
4,4,43,38.22034263940962,26.05763911343017,50.383046165389075,1.1442841701144284,0.9436325678496869,99,no
4,4,48,50.18413825797075,37.86197825920924,62.506298256732265,1.5802403558860634,2.3446733748602457,99,no
4,4,19,20.829920055852064,8.75351883117443,32.906321280529696,0.6094464195022855,0.5331708431716048,99,no
4,4,26,25.603638721158593,13.575833213810842,37.63144422850634,0.7562608480039673,0.509953305480462,99,no
4,4,27,28.264289526928746,16.239792484893307,40.288786568964184,0.8380884450784594,0.6520993021393433,99,no
4,8,64,71.11008782724139,58.9938396233812,83.22633603110157,93.49619842951516,99.9842555105713,99,no
8,8,45,54.366475953494955,42.19921814294846,66.53373376404144,93.21949128322376,99.40095021689731,99,no
4,8,5,7.288642962910995,-5.215362578766481,19.79264850458847,0.1929880990672242,0.3872437357630979,99,no
8,4,23,24.84696865861338,12.520079280352741,37.17385803687402,1.2459974940832521,0.5914116739521729,99,no
8,8,62,55.88096413100084,43.679905964834845,68.08202229716683,99.87178829683576,99.67268173279444,99,no
4,8,83,72.56803403111053,60.41551728967475,84.7205507725463,99.90013827008757,99.99344090253182,99,no
4,8,67,71.72681734421758,59.596020309786454,83.8576143786487,96.2051452439719,99.99116373597244,99,no
8,4,14,1.766452296586472,-10.49305023355443,14.025954826727373,0.5361624458133698,0.24429967426710095,99,no
4,4,54,50.510040300556504,38.201341890131005,62.818738710982004,3.01174521463862,1.9820552099290336,99,no
4,4,35,27.223665783071645,15.199906287568474,39.247425278574816,0.8060843428363239,0.7267528444629773,99,no
4,4,11,20.165581695637574,8.078101136860978,32.25306225441417,0.5890148726255338,0.4436915133914166,99,no
4,4,32,19.53897052813302,7.440080197095124,31.637860859170917,0.569743615373082,0.6012988054197066,99,no
8,8,5,9.620311602485721,-2.5202480473217186,21.76087125229316,0.7777057679844459,0.574345883854499,99,no
4,4,17,19.57810582246308,7.47995531810893,31.67625632681723,0.5709472107824785,0.6012988054197066,99,no
4,8,64,71.01380726441266,58.89972506223201,83.12788946659332,93.07329192546584,99.97987117552334,99,no
4,8,71,72.26907266971148,60.124522196515386,84.41362314290757,98.58696871145004,99.97792299540798,99,no
8,8,65,62.10833066816183,48.8706372924433,75.34602404388036,99.9436964504284,99.9176827699748,99,no
8,4,85,82.85564392439368,70.66762560450168,95.04366224428567,100,99.91220703870523,99,no
4,4,91,96.96295817629971,84.68800029853838,109.23791605406103,99.9930166378603,100,99,no
8,8,74,82.06363445748734,69.90953390828228,94.2177350066924,99.99785066414478,100,99,no
4,8,80,72.53411019108489,60.3825110905545,84.68570929161528,99.75112987038844,99.99344090253182,99,no
4,8,63,70.78499782752169,58.67594881620232,82.89404683884106,92.06826041955924,99.9932718831999,99,no
8,8,8,-7.914532067628134,-20.515831342280467,4.6867672070242,0.23842638585336776,0.15873015873015872,99,no
8,4,18,8.471597474486018,-3.677247566079455,20.62044251505149,0.7423773751657092,0.3548895899053628,99,no
8,8,83,82.85564392439368,70.66762560450168,95.04366224428567,100,100,99,no
8,8,2,-2.9159358502534936,-15.314603005091834,9.482731304584847,0.392156862745098,0.16583747927031509,99,no
4,8,78,72.51557565198891,60.36447643168668,84.66667487229114,99.66971803706498,99.99128312412832,99,no
8,4,91,82.85564392439368,70.66762560450168,95.04366224428567,100,99.90794016110472,99,no
4,8,8,14.079806606828258,1.842557048781753,26.317056164874764,0.40184850311432585,0.44879171461449946,99,no
8,4,85,82.85564392439368,70.66762560450168,95.04366224428567,100,99.86003527877904,99,no
8,8,71,73.76303626092405,61.60256073006498,85.92351179178313,99.97532470445726,99.99136926595608,99,no
8,4,14,4.77349634462179,-7.42329857597081,16.970291265214392,0.6286432735169734,0.3639973527465255,99,no
8,8,78,82.10343864030028,69.9477749448405,94.25910233576006,99.9979586837593,100,99,no
4,4,49,50.23832241372555,37.91842204118923,62.558222786261865,1.81824095758522,2.3446733748602457,99,no
4,4,19,17.209151246823257,5.059713534916938,29.358588958729577,0.4980906524987548,0.653038046564452,99,no
8,8,51,55.59912147385012,43.40488360589346,67.79335934180678,98.63381160324391,99.53702388729512,99,no
8,4,17,7.564738342281764,-4.592865814056038,19.722342498619568,0.714487167434427,0.4116839835326407,99,no
8,8,53,55.71393860687522,43.51695147299797,67.91092574075248,99.13813886210222,99.5477444469888,99,no
8,8,59,55.86644872998022,43.66574772567404,68.0671497342864,99.80803028254698,99.67268173279444,99,no
8,8,73,81.25236189784177,69.12684158386324,93.37788221182029,99.9956490525812,100,99,no
8,8,54,55.75694833291027,43.55892100817164,67.9549756576489,99.327056462324,99.68304731446848,99,no
8,8,1,-0.5436368121180521,-12.865550102609555,11.778276478373451,0.46511627906976744,0.16666666666666669,99,no
4,4,34,28.30902433522737,16.28443707426704,40.3336115961877,0.8394642520279192,0.6963867800673554,99,no
4,4,54,50.69522019443396,38.394032235919276,62.99640815294864,3.825136612021858,2.4953212726138494,99,no
8,8,58,55.84172411426198,43.64163000135261,68.04181822717135,99.69942891493838,99.5477444469888,99,no
8,4,22,14.351500087074548,2.2118714026222097,26.49112877152689,0.9232121922626024,0.4000457195108012,99,no
4,4,87,86.70675694308348,74.25232941313158,99.16118447303538,99.9651836106428,99.97435474711948,99,no
4,4,22,19.111591278076375,7.004385926471295,31.218796629681457,0.5565996819430389,0.4943857885034356,99,no
8,8,63,55.890017771015664,43.688736509043906,68.09129903298742,99.9115558587926,99.4899693981639,99,no
4,4,21,18.657931839359865,6.541428365878891,30.774435312840836,0.542647508407215,0.5987014082131714,99,no
8,8,44,53.62670504138896,41.47340382487724,65.78000625790068,89.97009263987161,99.46899522095698,99,no
4,8,7,11.286976463078636,-1.0475604478474345,23.621513374004707,0.315955766192733,0.5176132278936018,99,no
8,4,31,26.99520298039722,14.598542307062484,39.39186365373196,1.312065860560844,0.7104375111005862,99,no
8,8,42,52.136401511887925,40.00609765509017,64.26670536868568,83.42402521859871,99.16898353243104,99,no
8,4,16,8.215179679985358,-3.9359437682436287,20.366303128214344,0.7344913151364765,0.4619401486242217,99,no
8,8,10,1.0961332033065219,-11.180214319436622,13.372480726049666,0.5155469631061704,0.3236245954692557,99,no
8,4,99,82.85564392439368,70.66762560450168,95.04366224428567,100,99.87715223525348,99,no
4,4,58,53.993379856891465,41.80894063729076,66.17781907649217,18.312101910828023,4.565146915799711,99,no
8,8,67,72.33411277805426,60.10601707665983,84.56220847944869,99.97144692697552,99.99114005360268,99,no
4,4,54,50.64409392216382,38.34084245124049,62.94734539308715,3.600567577155019,2.4953212726138494,99,no
4,8,1,16.13697882125719,3.960008394228522,28.31394924828586,0.46511627906976744,0.6467018207143568,99,no
4,8,68,72.01757758629219,59.879517548956265,84.15563762362811,97.4822918858265,99.98452525699126,99,no
8,4,95,82.85564392439368,70.66762560450168,95.04366224428567,100,99.91220703870523,99,no
8,8,78,81.34596358937307,69.21746553407223,93.47446164467391,99.99590306655467,100,99,no
8,4,25,26.523412100931512,14.142966520265789,38.90385768159724,1.2975560594608213,0.7267528444629773,99,no
4,8,78,72.50389027042911,60.35310566973952,84.6546748711187,99.6183907107728,99.99344090253182,99,no
4,8,75,72.45208500526178,60.30269021317046,84.60147979735311,99.39083924098992,99.98675847457628,99,no
4,4,27,22.980804414817158,10.933058357627369,35.02855047200695,0.6755962871577958,0.605427974947808,99,no
8,8,5,-1.490321545842999,-13.84133787382312,10.860694782137122,0.4360012457178449,0.16129032258064516,99,no
4,8,71,72.21617353349939,60.07300427584592,84.35934279115286,98.35461247976984,99.98452525699126,99,no
4,8,67,71.78170363101299,59.64955536224934,83.91385189977665,96.44622991347345,99.99112058248978,99,no
8,8,60,55.85820834007336,43.657709811300265,68.05870686884646,99.7718348721214,99.5477444469888,99,no
4,4,45,37.66549168280294,25.51666954089653,49.814313824709345,1.1272198787706922,0.9436325678496869,99,no
4,8,68,71.87653962683635,59.74203489900384,84.01104435466885,96.86279124499885,99.99114005360268,99,no
8,8,60,55.85844883427808,43.65794439922128,68.05895326933488,99.77289122825768,99.5477444469888,99,no
8,4,24,15.973879341523354,3.8222710238549666,28.12548765919174,0.9731080281412322,0.42523033309709424,99,no
8,4,86,82.85564392439368,70.66762560450168,95.04366224428567,100,99.91220703870523,99,no
8,8,5,1.8586544340534203,-10.398612383549883,14.115921251656724,0.538998097653773,0.5747126436781609,99,no
4,4,97,99.53625955776873,87.15022469590374,111.92229441963372,100,100,99,no
8,4,29,33.67247974913617,21.257949510856093,46.08700998741625,2.322374227714034,0.9799324831207802,99,no
8,4,24,20.905704123893567,8.679378763505184,33.13202948428195,1.1247849675797277,0.5219364599092284,99,no
8,8,55,55.80021232463514,43.60113297936934,67.99929166990094,99.51709090909092,99.65992178200986,99,no
4,4,85,72.57286346412411,60.42021580160302,84.7255111266452,99.92135126025242,99.04726687403476,99,no
4,4,19,18.25364476892363,6.128446557953406,30.37884297989385,0.5302137687258037,0.49938671806553353,99,no
4,8,76,72.4772660372887,60.32719672033721,84.62733535424019,99.50144538941724,99.99112058248978,99,no
8,4,32,33.90136665393974,21.496663152091585,46.30607015578789,3.3277460067047917,0.6852208194490074,99,no
4,4,47,48.46992024800109,35.92499920033028,61.0148412956719,1.459507161767701,1.913907284768212,99,no
4,8,61,68.26896648581669,56.20460257993192,80.33333039170147,81.01674609995572,99.94829612220916,99,no
8,4,35,34.09153320440903,21.69487877232782,46.488187636490245,4.163040989237462,0.9514435695538056,99,no
4,8,9,16.367083115420513,4.196247078297622,28.537919152543402,0.472193074501574,0.9578926362003592,99,no
4,4,99,99.53625955776873,87.15022469590374,111.92229441963372,100,100,99,no
4,4,47,50.2914368532401,37.97374317440105,62.60913053207915,2.0515428958969144,3.134505170812922,99,no
8,4,94,82.85564392439368,70.66762560450168,95.04366224428567,100,99.90794016110472,99,no
4,4,23,27.190499941610923,15.16672103130433,39.21427885191751,0.8050643363379894,0.6203769983297542,99,no
8,8,61,55.85984410917672,43.65930540417065,68.06038281418279,99.77901988821006,99.68304731446848,99,no
8,4,14,6.6287610596299835,-5.539931100312721,18.797453219572688,0.6857014388489209,0.36446469248291574,99,no
4,4,18,17.48800312347532,5.345286769989412,29.630719476961225,0.5066666666666666,0.6185567010309279,99,no
4,4,49,50.269900815433886,37.95131339329037,62.5884882375774,1.9569471624266144,2.08792965627498,99,no
8,8,70,76.98235217156129,64.90311339483831,89.06159094828426,99.9840612049729,100,99,no
8,4,94,82.85564392439368,70.66762560450168,95.04366224428567,100,99.90794016110472,99,no
