density,directions,total_ticks,mean_burn,sd_burn,trend_burn,middle,end
54,8,281,55.09450714506711,31.15419911780682,0.3837690598661533,58.33266632159844,98.62448338558455
55,4,176,6.752631915219996,2.883790370110557,0.05485573194207191,5.67625742498373,11.597780829938523
55,8,282,55.05664146669616,31.53409160738943,0.38755976370505346,57.32990757097891,98.32912372015836
56,4,258,8.327892109751534,3.05819763707678,0.03809976260640747,9.61420782265641,12.137161829313476
56,8,273,53.756251878996544,30.766643300915774,0.3876400808224548,53.219330357007856,102.41396045955472
57,4,232,10.223287242376822,4.346843274203226,0.06415125557612109,10.540749928180086,13.573871644963358
57,8,271,53.75127443509116,30.864584556832728,0.39287856254374665,54.19018592447598,97.35817764966382
58,4,706,18.358160580278135,7.994291037037596,0.03832475910905334,15.689630399386395,31.46206703105674
58,8,270,53.71705228783556,30.873271464018703,0.3940609962430817,56.7978376369994,98.64612782213524
59,4,841,39.48085026678256,21.047749830072632,0.08586921286058125,35.00273710504605,67.45000645450335
59,8,273,54.234257316744696,30.934087090359547,0.3904895906528066,60.05404337103273,96.890007606268
60,4,775,44.99196820529581,21.402728968055794,0.09437781288005875,46.71520704620641,73.54778366190666
60,8,268,53.1690840480699,30.691734033313864,0.3948100177214082,50.33427452171202,104.14592957212624
61,4,705,51.61676783239561,25.520431985220473,0.12541193608054646,55.18744408690048,73.90640722600848
61,8,270,53.15715685592473,30.813033322033828,0.3935568433936531,47.68606325138557,97.99979259164428
62,4,506,50.17302566316769,28.655769995961645,0.19746207060001553,53.30164465757787,86.32034287443015
62,8,267,53.71613563386033,30.905732513348703,0.3985673547995642,51.28557094788996,101.7850429560291
63,4,485,53.09705753662652,29.826478118726673,0.21378036174446957,57.19769376270048,90.81004174661922
63,8,267,53.22400118999877,30.5485184447576,0.3941694304332341,51.394960506363496,100.82785312518932
64,4,453,53.227933060589855,30.32245449073494,0.23188795323537092,55.2351541807838,93.58697730703544
64,8,268,53.27869105823113,30.633303364780687,0.3934481696243126,55.68540391334542,99.02101300737596
65,4,432,54.24718534470771,30.510419284901612,0.24668555623782457,54.182877504749456,89.94257226897206
65,8,266,53.43123384811848,30.422600790487436,0.3943730528220086,53.05993612688332,99.58121810889966
66,4,413,53.69924501457604,30.6768686999286,0.25751197170203166,55.92048146832316,91.83115104142313
66,8,266,52.96913368036823,30.647415848338735,0.39684629452883385,54.94960364966455,101.89148417548562
67,4,391,53.018826914287175,30.86539761199789,0.27205867337922895,47.863401558674354,93.13266221093672
67,8,266,53.26834337419577,30.541690598962408,0.39460902696258127,52.295865432558486,95.28171996373092
68,4,374,52.868212520666034,30.771180636533597,0.2840281947658616,57.628272977823386,94.14543821430551
68,8,266,53.2827370391786,30.448990163812827,0.3946923790820229,51.5913785107656,98.0815053943966
69,4,370,53.96174824002819,30.458169806599532,0.2836012623951916,54.89281989803208,100.24943186970413
69,8,264,52.892993758013226,30.894600762483616,0.40203080197330154,55.70256339764552,104.10011431369736
70,4,361,53.952541340437435,30.842637779052144,0.29445855439132534,54.03488788460574,99.4405363405446
70,8,265,52.99772549927102,30.652258901182662,0.3982645135761466,52.71289488672269,100.14408337115503
71,4,367,55.25748609980737,31.40196034317027,0.2966620378784902,58.328466676855264,99.14566589234938
71,8,266,53.03298460717663,30.31382526147151,0.3917487940399754,53.6075834849317,99.34702868831012
72,4,355,54.73615827368672,31.241691188072412,0.30499377655271614,58.74727855836163,96.5280983346776
72,8,264,53.28299362993276,30.131021722988432,0.39295345518584335,57.29673265406454,104.44928869199836
73,4,339,53.58929219806252,31.02083441856142,0.314217210499269,47.188012860335,98.77409926451124
73,8,264,53.04489652583438,30.33670860847501,0.3960621411853131,54.952285490016536,102.6383805658561
74,4,332,53.8957857299724,31.10574540724778,0.3233916131676453,56.66508516008463,100.29379192224005
74,8,264,52.73274043253774,30.31070230543759,0.3950317311173138,50.42748327459131,99.12031526954596
75,4,327,53.28958287905308,30.68600288152848,0.32333315494686676,57.504366798666815,104.37864154733688
75,8,265,52.96213198027156,30.363451367854,0.3940286899410398,53.49497294072787,96.76794867874924
76,4,326,53.94634909346516,30.881726283814356,0.3267351979836451,54.070110320392075,101.25737394513428
76,8,264,53.02171010096097,30.136908352477548,0.3928889013278045,55.60697641496403,96.42768900433578
77,4,319,53.2091125780621,30.79818675388039,0.33256528520688267,55.898530062536395,98.88158757590548
77,8,264,53.05372165654438,30.04380931792822,0.39060313307138583,60.78013372754844,105.29028295272308
78,4,314,53.52275553870356,30.828941347408875,0.33881340018461975,47.04006625058964,104.00438957832296
78,8,264,52.88626104486508,30.48704834086642,0.39866378277663306,48.258861983695375,96.8049829886267
79,4,312,53.69984826562213,30.75730354460678,0.33960566351157473,56.1688755658645,100.62535666408088
79,8,263,52.790337458662485,30.334630759993672,0.3969672878132877,54.92175901105828,101.06282737914565
80,4,313,53.94903074959861,31.267438491794778,0.3435873571314278,50.08282624325288,95.4106692798233
80,8,263,52.51443609469507,30.11001011953461,0.3938638743886477,51.21578648260643,95.0624100376368
81,4,305,53.297779269489304,30.597948873391086,0.3455898741079001,56.737266897387435,107.60639216564508
81,8,264,52.91501898989187,30.408414552465626,0.3964852863797596,58.076485571146414,103.1019595716355
82,4,305,53.5092036249002,30.98678978997847,0.3499094840552791,60.69464930811187,101.7278259778638
82,8,264,52.82935890682825,30.527665957779774,0.3974302533928088,53.092404481109035,96.45175968630603
83,4,304,54.075405742891384,30.796463623085415,0.34886319591274606,58.87083195675434,104.67041633450268
83,8,264,53.08156662105685,30.297666919259644,0.3950071550011838,57.02121481176006,99.21288291429036
84,4,300,53.72306409450348,31.044170158615255,0.3554034919112836,54.64771254591587,104.67883913994032
84,8,263,52.82432455542981,30.40393222099472,0.39856135770648865,57.08969402936973,99.358707456885
85,4,295,53.23630836273098,30.822859339145644,0.35958890040871516,50.97919056476085,97.38010369826134
85,8,263,52.497729132239634,30.479578281591618,0.3988159741236242,55.016919159437094,97.58644996814296
86,4,294,53.23833509795181,30.741624058104133,0.35961675833805945,53.596215074385306,98.06399831688856
86,8,263,52.77708379173285,30.332919264827545,0.3967181521468775,50.38576363424721,99.74042993148127
87,4,291,53.61234022883708,30.64693549687095,0.3631918725362768,54.71691528393152,98.24837628670372
87,8,263,52.95241635404291,30.449077419619343,0.3970228666266473,53.8365162106276,97.07286101574174
88,4,288,53.31484871086112,30.755687500614183,0.3678256138234608,53.864221006086865,103.73371601256092
88,8,263,52.7834846150816,30.59095629843779,0.4008964140532133,53.15068754947147,99.19879121638029
89,4,287,53.10836704402784,30.73219579988326,0.36879171785954135,59.510852752086066,95.75982929160746
89,8,262,52.63544908432113,30.502909629302284,0.40090288017548287,45.28602017083023,94.8410336955512
90,4,284,53.39463651132701,30.58019523900861,0.37170702317373006,52.47802077837393,95.94496633781372
90,8,263,52.81726676249483,29.989106108913717,0.3926013773763574,52.5593692789632,94.56576165511888
91,4,287,53.85423874156279,31.32368893559778,0.3754540946455658,56.47129759586916,98.91507257346169
91,8,263,52.85470600399896,30.185434772386568,0.3962879575105937,54.97795478098061,96.24404924172651
92,4,281,53.22613486815611,30.477838178387973,0.3728398939597084,48.39836168338592,100.65192998843034
92,8,262,52.68583987919775,30.07729082257711,0.39650455495725,53.794637140665714,97.66496006759836
93,4,282,53.62686301172583,30.938549667427708,0.37811734034533734,55.165327247469136,98.68566846306278
93,8,263,52.41590760757116,29.960482029005636,0.3926321980440597,50.449069988364435,97.26094612406833
94,4,277,53.17618760570935,30.32942262473948,0.37697625484584374,53.88905961360241,100.83794034793785
94,8,263,52.47865936110897,30.243888788849176,0.3966480240895282,51.41532732290599,96.39058172156822
95,4,276,53.22835568718453,30.675518276677032,0.3814878642229001,62.35771558718575,102.758650959297
95,8,262,52.48274704180382,30.589989531225807,0.4012351585446425,54.2992299865348,106.20121415173546
96,4,273,53.0815529181037,30.83050004667041,0.3889594170050865,52.137878437730386,96.58926833275764
96,8,262,52.484428657962745,30.681482700011973,0.4022206004851889,59.45512369979001,99.0862258249972
97,4,271,53.365132792825975,30.625158684686024,0.3894487762919106,53.95840450109414,100.80381155257363
97,8,262,52.48848709484195,30.20061056580318,0.3971220201572117,50.5615752731846,104.72320964275332
98,4,270,53.2050967834154,30.605563511327425,0.3903507140308516,56.45175371102535,104.9028828185574
98,8,262,52.49239358558026,30.18735925679818,0.3962652359814843,56.254993318795826,98.01616356559552
99,4,267,52.96573657918323,30.41346716206221,0.3923465499376836,52.59821395236108,99.32904691782198
99,8,262,52.70306049899871,30.377501001565022,0.39948244106358555,59.99264452033598,95.73737019393198
