density,directions,mean_burn,sd_burn,trend_burn,end
1,4,0.32820784908271006,0.027405471526184,-6.126744895127816e-4,0.34451433194512115
1,4,0.47080638160711863,0.02534257145441043,2.836940804463173e-4,0.48532064475069303
1,4,0.17088031256195507,0.01247360285914297,7.450135349948693e-4,0.1795851239497196
1,4,0.1630041729897215,0.00735481345087756,8.52718727876911e-4,0.15755560645387737
1,4,0.16184850999231468,0.0114701190141906,-8.260601302073252e-4,0.16341081734118773
2,4,0.15932210085197032,0.01471300109596165,-9.928010977367134e-4,0.14824502448636026
2,4,0.30910118162122063,0.01919777492724882,-6.108780968814517e-4,0.3146308928316257
2,4,0.2431184400258432,0.01098391398935782,-7.012943959006646e-4,0.2359085580171728
2,4,0.15941798065450938,0.0109501842840946,-5.761980455803648e-5,0.1579681598808003
2,4,0.2400403846221657,0.0119049765925735,5.054169725698202e-5,0.24726089495527231
3,4,0.21807148186939235,0.00872269284321212,-2.792315147881891e-4,0.2188874929146457
3,4,0.4214302276843269,0.02749734061021241,4.665523819229062e-4,0.4677056870019168
3,4,0.2675263408875778,0.01226673497258858,-3.070848748965016e-5,0.28207192681462084
3,4,0.4252260484604381,0.03296982709990043,0.00234147006732218,0.4568772277243997
3,4,0.715057517820248,0.04538727383455398,0.00150534015105515,0.6358347498288408
4,4,0.16461190970677134,0.00876675903565021,3.8178897237032855e-4,0.17753496006627725
4,4,0.6340922934300834,0.04328112393428851,0.00353956642418484,0.6159713592814555
4,4,0.20836506000598057,0.01184520732482709,-0.00172850627989146,0.21017028646609
4,4,0.4000613204145494,0.02820894421099947,-0.00118466329435621,0.38325908061747416
4,4,0.5575963527677223,0.02931775747030701,-4.803520728511867e-4,0.5577747492230739
5,4,0.19634430284969437,0.01346199715182829,-2.88703600273251e-4,0.18592565711080652
5,4,0.3760043051638846,0.0205359250520329,0.00312243780934885,0.3989948380845848
5,4,0.3564626629471989,0.02219222418200028,9.13807603347512e-4,0.35950612566854334
5,4,0.4100803286064336,0.0233019508157455,-0.00125940099485253,0.3909263865631842
5,4,0.5238971438228885,0.03375334579840889,6.054616472867587e-4,0.5160020622333774
6,4,0.15651310638452529,0.01083026363124011,-3.424873775904891e-5,0.15250057772288808
