density,directions,mean_burn,sd_burn,trend_burn,end
32,4,0.9555888223552896,0.15337276288166174,0.00748502994011977,1.037924151696607
32,4,0.6454922218641198,0.09064396877765138,0.00499325910021475,0.6940630149298448
32,4,0.8933830112681465,0.12580223249134936,0.00330802692733918,0.9527117550736862
33,4,0.7441645833438979,0.10805978876281389,0.003211613193307,0.794874265343482
33,4,0.693278434989541,0.07901289128130899,6.915677148528e-4,0.7261461005954398
33,4,0.7694618428412598,0.11763763650088316,0.00921091596110576,0.8459418958766375
33,4,0.6370869624976455,0.08222628762585196,0.00138173075594489,0.6722120127671921
33,4,0.6967643209840411,0.09783053990898992,0.00565665250617989,0.7500721223194537
34,4,0.8426618115908163,0.13231140170768316,0.00428408966989142,0.9066691592279292
34,4,1.0557283073796715,0.1986149249136956,0.00734706352565006,1.1567216814783468
34,4,0.6518462894301821,0.07836681991214464,0,0.6852208194490074
34,4,0.910010111223458,0.1352856657230424,0.00644692423105774,0.9799324831207802
34,4,0.9198572355613236,0.1361207985364682,0.0040811567164179,0.984141791044776
35,4,0.8486883906689661,0.13245858390823276,0.00416023720916159,0.9122265589543432
35,4,0.9171622686738276,0.16746341506723933,0.00652874096857498,1.003146231361999
35,4,1.0283650163107725,0.16409939134019083,0.00547920186292869,1.1095383772430485
35,4,0.7493919089707411,0.1110516993727413,0.00341856967044987,0.8022243493322393
35,4,0.8189203354297694,0.1322769963209214,0.00883240394163929,0.8980406386066764
36,4,0.8480802616560681,0.13548096389315956,0.0044120891242003,0.913302448709464
36,4,0.8678518387813019,0.14825630975374685,0.01183033297374468,0.970488332083462
36,4,0.8499663239914338,0.13637859339116878,0.0060021346722443,0.9183266048533784
36,4,0.8165965207305116,0.114075381394611,7.375610331755341e-4,0.8629464088153296
36,4,0.9836333775901234,0.188695279748623,0.01286173633440514,1.1187948729242831
37,4,0.8569704059303996,0.14045006018488926,0.00429793269437384,0.9240555292904112
37,4,0.8381148419743556,0.1320718530887852,0.0083622796860927991,0.9134182426347612
37,4,0.9657519829310064,0.2004695706728153,0.01466567639714114,1.1151295961422545
37,4,0.6824259153250786,0.0959517783957214,0.00359412289024986,0.7288881221426723
37,4,1.0687862241189736,0.22619391122369856,0.0140496261370672,1.1958851264466352
38,4,0.8913617550951228,0.15236126099416658,0.00419164186611875,0.9640776292073604
38,4,0.997145002783784,0.17724409034602748,0.00420804578353806,1.081467766369298
38,4,0.762302903846249,0.10689428065671136,0.00840548037320332,0.8405480373203329
38,4,0.823428829613677,0.13363650655014048,0.00670972070787553,0.901618720120775
38,4,0.967510148128842,0.1815503328220968,0.00991773499812082,1.0732033240071823
39,4,0.966025727538126,0.17385825039386138,0.00700165705883724,1.0537493873550072
39,4,0.8290475057970154,0.1291740507191246,0.00545018530630041,0.8951929365598431
39,4,0.956978062434988,0.15459361828846802,0.00876567595049146,1.0635686819929642
39,4,0.9116811143638688,0.1436251742102139,0.00629330581060925,0.98584635523194
39,4,1.0246209875647467,0.17409939293628632,0.0066140258048761,1.111156335219179
40,4,1.0224375451113568,0.18529737860730577,0.00716589036187742,1.1146940562920498
40,4,0.8071017856535291,0.14935035292537055,0.01151237345199692,0.9026640571953508
40,4,0.7068749667039582,0.10708756761003704,0.00399552501198657,0.7591497522774493
40,4,0.841655348725733,0.15912758651004613,0.00909873682902364,0.9387233362626828
40,4,1.0366032210834557,0.2038372596184247,0.01332225343938376,1.1554746547425905
41,4,1.1333928663871202,0.2247675870440047,0.00970647616089457,1.250194129523218
41,4,1.1293840911147075,0.22473505458283083,0.01402306014334682,1.2698660018697414
41,4,0.9937253793049652,0.1973037518464936,0.01365107843519638,1.1271890479347868
41,4,0.784091350448596,0.11610405207761706,0.00332909798090208,0.8389326911873228
41,4,1.1648987463837994,0.2159296364376893,0.01253616200578592,1.2999035679845707
42,4,1.1142109576949752,0.22218166912557935,0.00945715906941557,1.2294306790240213
42,4,1.0845725615801114,0.20926466740152952,0.01167734309463891,1.201098146877145
42,4,0.8029513558741871,0.15435906758724988,0.01051188106678162,0.8937740082911803
42,4,1.2017434180318023,0.26851394685986896,0.01652997647657194,1.361815754339119
42,4,1.2109414183970308,0.28531063576066507,0.01995409908647843,1.4143845922359315
43,4,1.1153680452978827,0.2268060305227259,0.00949567419286768,1.2333825701624814
43,4,1.203569436698271,0.21858927563342695,0.00833011569207887,1.3459750883063766
43,4,1.2401505640154882,0.2892851418042305,0.01918144306903088,1.4274562283929966
43,4,1.369644095564512,0.27746668618661935,0.00973304617782118,1.5321680922275938
43,4,1.152314951341787,0.24084454974942496,0.01403838592352305,1.290179887938661
44,4,1.1455819666209088,0.23356819584563,0.00951280013486501,1.2679719673434
44,4,1.0302463083459608,0.20667586280393913,0.0125092173180238,1.1768539976825028
44,4,1.209956485118962,0.25565514041851567,0.01304437864137779,1.3610133197836896
44,4,1.1302426766952798,0.22160221110114428,0.01166566825361793,1.2980420594633792
44,4,1.7396370461759092,0.4528010718462682,0.02585719511789543,2.0572128548782245
45,4,1.132809736078681,0.22899695114186405,0.0093162574589023,1.2523880280195288
45,4,1.8579020913073323,0.4743224331440765,0.02563921208048943,2.199667574353715
45,4,1.1677238249404585,0.2561279734840114,0.01355590792326156,1.3225074457523756
45,4,1.0143102294265691,0.17370784389965144,0.01044758576814941,1.1272198787706922
45,4,1.3037192228121766,0.29034612532789467,0.01815887839447215,1.4857264140931763
46,4,1.2021002438578008,0.24151875569354472,0.00925952156865213,1.3295938506284408
46,4,1.404297031119189,0.3280766329900975,0.02376298385773605,1.6347355268638069
46,4,1.0604807901287678,0.20007613732162907,0.01128707369590886,1.1842745016322846
46,4,1.2465734411325862,0.2879862349162947,0.01863947578443314,1.4330823415108087
46,4,1.2550170536760146,0.25449475415730655,0.00901188408214777,1.3953007648315303
47,4,1.3036221856533772,0.29171863483850197,0.01614573062512326,1.477765726681128
47,4,1.7708475018135654,0.466339815939199,0.02833696046427281,2.1524755168661587
47,4,1.3052085416487018,0.2646614845497216,0.00969523540971508,1.459507161767701
47,4,1.7494975560132,0.4353009287002626,0.01884856411814703,2.0515428958969144
47,4,1.877657237486904,0.5281175465864055,0.02655426968516292,2.3049106086721416
48,4,1.370316269393356,0.32918935818597755,0.02139447727390095,1.5802403558860634
48,4,1.8309492231906024,0.5813029343314032,0.04158772262220537,2.2844827586206895
48,4,1.6943835484990073,0.42756047055828666,0.02937043082695111,1.9896366172855908
48,4,1.68593464176327,0.4163854996148844,0.01992693457323141,2.08236466290269
48,4,1.9794745682104131,0.5061909446413004,0.02448135768863916,2.317727302827627
49,4,1.4522740581690414,0.3617114208151584,0.0227731147114321,1.6819571865443423
49,4,1.982611125056848,0.5132199230811946,0.02128890547475511,2.4224269853156644
49,4,1.5187167763280176,0.40073348281052185,0.03152585119798236,1.81824095758522
49,4,1.4490651474948757,0.3470683316429745,0.02113202639877761,1.6970642738710622
49,4,1.427244046847314,0.3480657503708742,0.01735435844245646,1.6725009723842863
50,4,1.7030877308645584,0.3934638624960632,0.00956266734667887,1.9348463598112968
50,4,1.843683277506807,0.46930112214661857,0.02344556842826739,2.218614718614719
50,4,1.963025075866475,0.5459700746735465,0.02942376972084686,2.3446733748602457
50,4,1.4100451075641915,0.3124818772715072,0.01423071861016057,1.6221374045801529
50,4,1.6204439079145223,0.3852548013408764,0.01540758625071476,1.848910350085774
51,4,1.8746390315430312,0.4742172478658647,0.01675137485358058,2.1838829438742087
51,4,1.857912082811122,0.5079646756973175,0.03170741849634066,2.248627744510978
51,4,1.570361467616083,0.34116949219760784,0.01424724448897796,1.819263527054108
51,4,2.3005153133051772,0.631423459735563,0.02997897365135685,2.7340823970037453
51,4,1.6633989701173244,0.3973514194209963,0.01704527691647459,1.9820552099290336
52,4,2.45184025743492,0.5785422558416072,0.01542510864907878,2.90138948399339
52,4,1.391105518384384,0.3099149297480505,0.01889818736543922,1.6021115953594007
52,4,2.062799714314866,0.6218382982634797,0.03428221610039794,2.549739822467095
52,4,2.334738626926271,0.6789102033689138,0.0303194083760661,2.922087908707822
52,4,2.5109000199895224,0.5597291292338828,0.0107220537328064,3.1553472413687467
53,4,2.8522847927559747,0.8301152260108257,0.03426147763343416,3.5068213233968386
53,4,2.43366003117665,0.7010688408761905,0.02534347072162197,2.9621848739495795
53,4,4.41961301732301,1.668463103127833,0.05496259884227016,6.0674631909244505
53,4,1.7572575000966093,0.4511287809668181,0.0240449640828349,2.046827567551321
53,4,3.2487258686965057,0.9626251229397628,0.02736973508099105,4.016341734506894
54,4,3.6119504022904625,1.0203240047140143,0.02518868823665566,4.489940409463685
54,4,2.9632370311696614,1.0122597239533015,0.0451541346816158,3.927474604299551
54,4,3.2733219948600083,1.1552429030378393,0.04813690528818289,4.565146915799711
54,4,2.60541146617096,0.7445938722252189,0.02884246555132629,3.174884187542416
54,4,3.6326422148248674,1.302086611413573,0.0614541685176958,4.886717014660151
55,4,5.222515327276244,1.47742541497248,0.0178442107702558,6.529358940934504
55,4,2.2456853681141076,0.6818589233972304,0.04803554878856082,2.7919369786839665
55,4,4.516121584678427,1.5935450607180723,0.048964436966989613,6.042234727620816
55,4,3.054124457308249,0.98547417067611,0.04905933429811864,3.9102749638205503
55,4,7.807586012853281,3.309813114057421,0.06539388991866688,11.70889737359713
56,4,7.731691447397353,2.7517059686116574,0.04179968988740235,10.844264860711949
56,4,5.721835735702126,1.9142475560236052,0.04092862087164131,7.424091233071989
56,4,6.011986932478316,2.5025534811985155,0.05511275772323368,9.18500824660183
56,4,8.370862208038542,2.936071328328088,0.03473206691238983,12.106606180890276
56,4,5.510218782801984,1.9881999722823491,0.04924156667421327,7.448494453248812
57,4,10.427035931692362,4.482034285511189,0.07321735008208871,15.89059484856112
57,4,10.783387767715949,5.089433211749722,0.07671460439968832,18.017840560542535
57,4,5.771575271336177,2.260138374497481,0.06573042876549212,8.194424989494326
57,4,9.597621642771305,3.626661256072176,0.0462408947359061,13.233280232525644
57,4,7.750269293672724,2.844046594258777,0.04851586594969805,10.39935074021213
58,4,12.508016729045822,5.539400165903773,0.0815844412701901,19.06933304032524
58,4,11.028336266150582,4.3244048647241105,0.05739368393986981,16.187773767872393
58,4,12.001757083241818,5.281904638702588,0.06472823661109654,18.312101910828023
58,4,17.612605453179878,8.46260908033369,0.04150339505249619,32.27722772277228
58,4,9.597086044492762,3.613908900385467,0.051480759557344,13.272997359154928
59,4,22.271060291862668,9.514620948948131,0.06789566107623508,33.629609617722544
59,4,41.19561398767701,20.84549472354954,0.08303845885014717,68.61471861471861
59,4,18.84513267230294,8.644551444768274,0.08406860695444078,29.49440474585412
59,4,10.841889282521295,5.045546231254997,0.07899775182699069,16.89243887959415
59,4,16.384444434593192,6.793885710691808,0.05630195285139296,25.154090526487277
60,4,29.936419831389987,14.541963627845949,0.116424482538461,48.873419066850886
60,4,40.33466869730279,21.12582500104338,0.15406532101881787,66.77791021056814
60,4,43.07541410514794,22.857838639426856,0.1345331444369845,74.20329816002969
60,4,39.76073518339389,22.345742426849252,0.09888436155345535,71.68850657877107
60,4,28.526883385931963,13.111553280049373,0.08319266939956599,44.50928381962865
61,4,44.28518202569651,25.063578137566836,0.1578245421222913,82.40102371252482
61,4,44.89845341018717,26.73284567135083,0.16995486554104414,83.95664664403239
61,4,41.55228527155801,20.25381299832035,0.12432441069809916,69.1501594104427
61,4,45.41819813099186,24.046015984011532,0.1607869330256847,82.06527415143603
61,4,49.714802999717215,25.193591901780895,0.12631195145454072,81.01674609995572
62,4,48.355277110930025,27.133986177968296,0.19056100207661583,86.60003083406136
62,4,49.4170140886874,28.58098809984443,0.20080971298387143,89.40720392287747
62,4,47.82277891898832,28.886707235118703,0.2082084980369972,86.30632943895236
62,4,50.34395837175897,28.34743921845692,0.19422840696461988,87.92903972232935
62,4,47.39518432803749,28.266683388009707,0.22155407077878936,89.96983023113111
63,4,52.39850871975868,29.076511688070735,0.214376139369886,91.9995956839259
63,4,50.81169703381428,29.91867696399569,0.22413893274638885,89.80311564418734
63,4,50.80961689697787,29.13903389053719,0.22832188556884347,91.61779575328616
63,4,49.6060049656523,27.57498081256523,0.2096222404179219,90.70314277767945
63,4,53.81142796955208,30.13949895897573,0.2363528617301305,90.20901536136994
64,4,52.72911115082976,30.010810795793873,0.24171541368271676,93.74004777070064
64,4,49.65021213766725,28.110617640872007,0.23142384101795993,92.9889022195561
64,4,51.28135277817152,30.31515431478018,0.23591284212178845,92.92190114638228
64,4,52.26391046959991,30.57948364169536,0.24684425981281108,93.3361598124548
64,4,52.62725880095953,29.674557500876492,0.24603043855045503,93.49245104389855
65,4,54.472579219366246,30.634866332028256,0.2548998743512723,95.14565483476132
65,4,50.62525702866696,29.216845375667813,0.2583096852683465,94.3167899661947
65,4,50.9749618228239,29.63946494906902,0.26593175468739094,94.35242808840104
65,4,51.60845155515637,29.317983535403396,0.2603923044825676,95.13402263929044
65,4,53.21934866391795,29.27694521297394,0.2483429068220765,90.72725935730568
66,4,50.591116253656025,29.509143285661025,0.273230495553732,96.24192459743516
66,4,52.39256886338039,30.826444947971417,0.26421297861356396,94.80736208189228
66,4,51.228580701998425,29.677972193885186,0.2648755704813576,95.26943942133816
66,4,52.218293678075206,30.018998015852812,0.26590538789627927,95.4015481373972
66,4,53.48222839014304,29.803239104924433,0.26073948051567103,95.5622369212267
67,4,51.0649620208301,29.627977446348105,0.28100045715169475,96.89523493275776
67,4,52.18641933012601,30.162101243415652,0.2715737992083868,96.0866044207317
67,4,51.35800920649478,30.34770136565592,0.27478073462055186,96.58865434725443
67,4,51.50265036253265,29.810046039631555,0.2821023985823682,96.2051452439719
67,4,52.652934055983415,30.54206713766432,0.2862281402792408,97.30541755382067
68,4,51.59889970303399,30.043455589458215,0.28938367621014516,97.4822918858265
68,4,52.827356141609314,30.243473337530144,0.2857506737026107,96.79075437198182
68,4,51.07749422747403,29.63099893200441,0.2812754163893455,96.6879913127641
68,4,52.18360163272794,30.19193869649254,0.2876806914944283,97.04406938584154
68,4,52.923527983833594,30.65433673638782,0.29265778885811233,97.55278198996852
69,4,52.59924887107878,30.347146329475777,0.2977624929125552,97.85625374579318
69,4,52.41898682549943,30.019593199404053,0.29187009058258784,97.3889555822329
69,4,52.329796800123866,30.30261453268169,0.2934194765161103,97.46773857238838
69,4,51.681543975068976,29.81519139154312,0.2986160785221279,97.91122111447804
69,4,53.22871800618864,30.323939288642553,0.28867531326508206,97.7954388389772
70,4,53.4029734139996,30.599523910723104,0.30481380563124477,98.38782924613987
70,4,52.488243822350285,30.145854357892603,0.30147337783027717,97.62830570525504
70,4,51.41652887691255,30.000646389787928,0.2987411473493615,97.77910201462264
70,4,52.53821408427941,30.33190224654265,0.305996786039162,98.38595691325658
70,4,53.66792534425454,30.762286199608315,0.30135229585959533,98.30585663539485
71,4,53.015968037896435,30.491767885418387,0.3111359820928931,98.60548405148292
71,4,52.89159058791862,30.314429602403628,0.30808504324872504,98.28177923330568
71,4,54.79844227778297,31.173343778171603,0.3045046768199217,97.98356139637808
71,4,52.354075532741575,30.20510805663191,0.3094828624316639,98.36956521739133
71,4,52.374995271204824,30.51349353157032,0.30886776413660055,98.35461247976984
72,4,52.52157566492457,30.36367109651721,0.3177896671606064,98.80079505300353
72,4,53.84021606166453,30.75576602489835,0.3125167311796838,98.47459875315027
72,4,52.81656595235031,30.24575378215798,0.31337076987759643,98.97545971543006
72,4,54.732060267428615,31.12818213692381,0.31201506450968386,98.62807576562224
72,4,52.95531555662837,30.22677496465426,0.3112409078564323,98.7402651841066
73,4,52.33387250566396,30.30670783115731,0.32260332754966137,98.95894587825327
73,4,52.265966590223634,30.516402711410898,0.32254336732836875,98.9757812670612
73,4,53.08984440232266,30.66871750479512,0.32206805981519027,99.15550124383536
73,4,53.34807168997385,30.66250816276926,0.31583991169744974,99.1757644295594
73,4,53.05068107915362,30.41776379309068,0.31705420795553174,99.00084895187096
74,4,52.58954093614521,30.43134334211022,0.32624438279340917,99.17895370330568
74,4,53.15226356798737,30.523098233818097,0.3234158354737655,99.12501885735222
74,4,52.71947755343579,30.155532715609507,0.3229626439875121,99.23350199160296
74,4,53.398742709678494,30.45650466936059,0.3225931105823321,99.211240894789
74,4,53.50783964146812,30.66595323502589,0.3248171877308272,99.23330390024336
75,4,52.640894956913016,30.47110888355453,0.3327626136133156,99.39083924098992
75,4,52.754628083098645,30.381650712171716,0.328397020222257,99.29839481237376
75,4,53.4606096718341,30.530061720925893,0.3287192589390992,99.28840696344614
75,4,52.96668374184543,30.53662845622527,0.32685143793771415,99.31030078549075
75,4,53.318298736057784,30.843290125089137,0.3340074835324788,99.35410092967112
76,4,52.77337964481706,30.57564676356527,0.3358222271875965,99.50144538941724
76,4,53.577836692423254,30.670951227626425,0.3336333878422904,99.40607357971837
76,4,53.27079932216397,30.519915522241178,0.331148606180443,99.43210288959412
76,4,53.325745979036256,30.621665044297107,0.3327308778131315,99.44273353864205
76,4,53.97430607185596,30.88761748072942,0.33423129651684286,99.36582600113395
77,4,53.040421286756285,30.678889747962188,0.3398499105706777,99.56175710594314
77,4,53.011982455118165,30.692463024989475,0.3377468349184641,99.51720851204908
77,4,53.11895342693068,30.5524527578654,0.3352901043813915,99.53689346482253
77,4,53.242675328631584,30.735519347778386,0.3379687014997632,99.52717695609796
77,4,53.14459894372008,30.481652655868277,0.33736383683506344,99.63071463937943
