mean_wolves,mean_sheep,mean_grass,min_wolves,min_sheep,min_grass,max_wolves,max_sheep,max_grass,sd_wolves,sd_sheep,sd_grass,trend_wolves,trend_sheep,trend_grass,initial_number_sheep,initial_number_wolves,sheep_gain_from_food,wolves_gain_from_food,sheep_reproduce,wolves_reproduce,grass_regrowth,wolves_0,wolves_50,wolves_100,wolves_150,wolves_200,wolves_250,wolves_300,wolves_350,wolves_400,wolves_450,wolves_500,sheep_0,sheep_50,sheep_100,sheep_150,sheep_200,sheep_250,sheep_300,sheep_350,sheep_400,sheep_450,sheep_500,grass_0,grass_50,grass_100,grass_150,grass_200,grass_250,grass_300,grass_350,grass_400,grass_450,grass_500
218.51738790166976,6.9418355075997065,2464.4300159345667,0,0,428.9886263267361,3972.837532815322,282.82829583311354,2997.979484438196,730.1762043461229,38.53780527397639,452.2194457681174,-0.01372462783850523,0,0.4050840134394153,215,244,14,95,18,17,36,580.1788762723875,258.46441357049616,0,4.504999549244778,0,0,21.030387096654557,0.09800619318176246,0,24.4383698775448,24.4383698775448,273.4473241034193,0,0,0,0,0,0,1.098898178617443,0,0,0,855.34281535477,2518.434006791592,2522.994888134234,2447.3738252023795,2515.81989701053,2484.3580257617577,2725.1081809583184,2264.455361769476,2320.9924452388987,2380.788252243823,2380.788252243823
241.52866080262945,8.106810689790727,2463.9898854798616,0,0,616.5255701600713,4596.5049577320715,321.39836785687993,3022.402701171395,819.9723644817991,44.74471196800817,454.4329970298387,-0.01016575758628319,0,0.45925880808765823,215,244,14,95,18,17,36,721.624400387959,214.9045605696927,0,2.406161100741317,0,0,13.005146258811669,0,12.283408371874634,0,0,309.25784481661753,0,0.10296949254912312,0.2771488972711554,0,0.8330244768363022,0,0,0,0.20605127314804556,0.20605127314804556,858.3418531387064,2448.0460587223706,2567.807186109809,2518.482266088196,2348.3678278948473,2661.423049084194,2333.141341431008,2674.721097139388,2391.803298587426,2736.7084684002866,2736.7084684002866
202.6334797725092,6.494034484561248,2475.465944367205,0,0,678.038006258057,3748.7561693614048,277.50188872460745,3224.8930550349546,678.7867792964981,37.4574673172231,424.1670297875226,-0.01553017266239064,0,0.3785285993681752,215,244,14,95,18,17,36,855.7640223172258,115.30803153964229,0,11.82248918143875,11.250747097367732,0,19.99098463464275,0,0,0,0,246.2690577490976,0,0.18666262501058437,0,0.01369160533586875,0,0,0.5292907637646443,0.00270065629458798,0.31395201485739654,0.31395201485739654,958.244850977204,2603.3037182105,2473.174937508045,2792.2938992911827,2554.751982203339,2466.370692324408,2468.382510104927,2808.7302477446156,2528.4191194930827,2688.403767600847,2688.403767600847
219.74696557252844,6.679019752749962,2479.2354837983207,0,0,489.01034771405546,4109.747361286487,291.3642868835243,3059.750020893337,747.4126484507862,37.93139961584897,445.5372094290829,-0.0195237266646088,0,0.32489474167606847,215,244,14,95,18,17,36,596.3268365285604,596.3268365285604,0,0,0,0,1.604029378466004,0,0,0,0,0.07825382152167915,0.07825382152167915,0,0,0,0.4217862059047941,0,0,0,0.3665977164565381,0.3210718427012592,2627.1913004426306,2627.1913004426306,2472.976235733877,2669.461632451957,2477.6198409488557,2605.2573320204774,2703.389465836008,2400.0479605547007,2768.248390527358,2560.22439917932,2649.0624149902605
212.454449929821,6.7691899799337385,2482.9091829639574,0,0,498.8584955766767,4116.497669496783,283.97587235512276,3059.3298951699194,732.012180309544,38.81170342397552,438.77381005438787,-0.01731559883742597,0,0.30608906922928925,215,244,14,95,18,17,36,1668.1038015898732,1668.1038015898732,0,0,6.399995915967586,0,0,17.154666010313257,7.340170196961426,1.6432270849150643,14.515504099911428,0,0,0.306334794141646,0.3855288069637626,0,0.9214221719498122,0.25577413488500267,0.1191041251902303,0,0.1756366567437477,0,1546.2346631545768,1546.2346631545768,2573.14703186927,2509.272772352205,2831.3695796648863,2528.039756700829,2565.8744032238656,2709.248427199204,2659.9784641172414,2581.0874176917587,2419.1406588821383
199.83274768601464,5.569320681724189,2482.4205536918025,0,0,682.6175933927394,3837.4143161587153,271.81678591737085,3003.4528529073914,689.6643967917017,33.996200039513184,423.7938346255213,-0.01180502685884799,0,0.4506393241904717,215,244,14,95,18,17,36,1502.149014806608,1502.149014806608,4.503325985991571,19.512934598137058,9.822863134606791,0,0,19.503632947908915,2.7156350375331004,7.1642227247567165,0,0,0,0.365021961820983,0,0.6846518643321271,0,0,0,0.306507055391404,0.366703540171515,0,2006.7594765173576,2006.7594765173576,2570.107352792135,2646.8457441502055,2896.15141619533,2560.602959466393,2643.9163478767928,2596.9699213373938,2455.395042092237,2563.9467551793405,2758.6759635279323
208.8184863855267,6.855835805589044,2474.39486697878,0,0,535.6714949730243,4174.679514172357,293.3922373105142,2965.4208300311457,720.3508235395394,40.00440808545153,434.3845635543467,-0.00855033992418102,0,0.4304263023377142,215,244,14,95,18,17,36,645.0551542299204,125.0122793270281,0,10.693760583938287,0.24185273471133084,0,5.723448477545281,0,1.035402250898258,0,0,292.7091097804808,0.46567660482565304,0,0,0,0.8834590556888448,0.587896992472503,0.23372713117066057,0.09915055126017217,0,0,682.9839477784603,2494.800539793334,2625.0491835184034,2667.5322790427836,2487.106586455469,2703.8835347744534,2615.2484850178107,2686.404649409037,2753.8516734113205,2508.285067038438,2508.285067038438
217.69708457492385,6.846101336111792,2473.0170899831996,0,0,424.0070501812696,4251.77848876616,289.3745287559326,2991.3885135882056,753.8021676832436,39.55590678437593,443.8042753057411,-0.01383926928187009,0,0.3997564424116433,215,244,14,95,18,17,36,941.778741023086,118.5148336879686,9.777485084450523,0.6124685429378736,0,0,0,0,7.430240657765512,0,0,245.7715067728951,0.01924979275129677,0.6067989094164029,0.3677938296543488,0.20446308842154473,0.09866175152076466,0,0.4422954283665617,0.7868677279586762,0.2378586634723841,0.2378586634723841,606.7065278014127,2626.098926609701,2547.4981449185216,2467.8556555475957,2637.7824933572215,2581.442109549337,2608.959119115819,2671.9668213316045,2675.899118771205,2658.2259242211144,2658.2259242211144
211.04360432002736,6.560286339834593,2482.9646413675973,0,0,512.6810191025081,3993.0294317201215,269.7332322488854,3125.9148990872413,711.0672304692441,36.85853712846993,443.8107825170185,-0.02489673489612699,0,0.3122403301855802,215,244,14,95,18,17,36,602.1611232105424,172.31721287785206,6.633871755748352,5.236931674461688,6.476819504833645,14.202319751403172,31.83542661476484,0,3.992516195353885,0,0,260.05929464691343,0,0.08137694752557328,0.6777048917452069,0,0,0.5002424579690176,1.027978800643841,0.4850075957374668,0,0,779.9621492634222,2414.7508157508964,2655.1210527167495,2712.709724761075,2449.6597165037883,2550.2140579755655,2608.0813688520607,2236.5838349165324,2296.909862972804,2467.9455581910183,2467.9455581910183
224.00152649564689,7.048081420905202,2486.8602661140035,0,0,455.1970618804331,4150.782595937445,301.6038229641427,3035.7017338242294,746.7174838519235,40.50289545930829,454.377837819588,-0.01401374578223721,0,0.3941885424898653,215,244,14,95,18,17,36,1028.1772251880257,171.52306432479298,0,5.326081937398027,0,0.38422293395147505,10.79703586035892,0,5.031466912889283,0,0,225.75685859700835,0,0.8132357456924757,0.7707515827522919,0.23043352965250424,0.1645699698478346,0.15960934856878667,0.05393831055660422,0.12829443312962563,0,0,1003.0457115277292,2773.278004995582,2681.391390692728,2643.851155130556,2767.4896414254786,2603.880008714026,2799.1645331612135,2303.820185871408,2753.7249093276737,2613.7159829574916,2613.7159829574916
187.55866363809747,5.687547642909366,2476.739986919695,0,0,632.2941563428993,3308.27837960411,237.4545879772472,3005.1809099220764,626.9768390628349,32.617649921230814,426.5772342388148,-0.01566851811772032,0,0.302394783173339,215,244,14,95,18,17,36,448.3312445094875,448.3312445094875,12.182566099673773,3.6943255431804105,0,1.6914212495389522,17.87502797646747,7.60815659546407,10.670729072133676,1.1744138091436152,0.3070308878293762,0,0,0,0,0,0,0.04888877304660005,0,0,0,0,2544.261923374013,2544.261923374013,2568.393459195431,2509.7254846886967,2687.7139564059057,2428.475161705726,2621.12558601515,2459.9987678339803,2409.3768562329537,2521.350736826867,2643.5396465478243
220.42982761196924,6.847237531751043,2473.1299715984533,0,0,632.156861108205,4147.446755463938,284.92557065770774,3014.706606418812,751.2725561932299,38.788270228258995,455.03436896969504,-0.01883221042736137,0,0.35934094226111535,215,244,14,95,18,17,36,616.8653627466839,211.6674401212985,0,0,23.738198334933102,14.368225134932546,17.194669570755863,0,0,2.2299721229308456,2.2299721229308456,280.48753784176785,0.24357581799195316,0.15995744781873716,0.02455496298004215,0.4232202024563302,0,0,0.6856449164339944,0.10470400214929422,0.06085069891088741,0.06085069891088741,645.9741110445873,2534.196792675363,2695.544856925264,2879.2131657070686,2689.952526872602,2757.4582219149115,2861.967949810078,2625.4220665904495,2472.389773970494,2748.0234780549904,2748.0234780549904
