density,directions,combination_number,ticks,burn_percentage,time_label,burn_percentage_noise,ticks_noise,mean_burn,mean_burn_noise,sd_burn,sd_burn_noise,trend_burn,trend_burn_noise,total_ticks,sample_size,sample_method,summarise_runs,datapoints,run
22,8,44,28,0.9232121922626024,end,0.9091049133734607,18,0.85325106504251,0.8486452211314464,0.12793375969732917,0.12499513965223824,0.007993337309603818,0.007668030546651244,28,198,full,summarised,endpoints,NA
23,4,45,19,0.8050643363379894,end,0.7858996409766787,12,0.6394255791042442,0.6326285588986257,0.06866543093933572,0.07644135681555443,0.002319907863128523,0.00990857309822902,19,198,full,summarised,endpoints,NA
23,8,46,23,1.1282698653332608,end,1.238806136852675,26,0.9870817916979492,0.9793901265661398,0.1797042703896393,0.1958130980808454,0.009698279330051829,0.014720486883757045,23,198,full,summarised,endpoints,NA
24,4,47,20,0.790722192936215,end,0.8095623624426234,30,0.6267017222085851,0.6222340300702162,0.07139836500262063,0.07954095939388774,0.005066464871819103,0.008856581575676266,20,198,full,summarised,endpoints,NA
24,8,48,37,1.6110853278525492,end,1.5538981242994998,34,1.2475296927810713,1.2274152002758025,0.3058027159554916,0.30940649870371545,0.023727883099886812,0.024538041433104146,37,198,full,summarised,endpoints,NA
25,4,49,22,0.6339546088500064,end,0.6124005113386646,30,0.5890177500846058,0.593422868613125,0.05993219116628376,0.07107870598433687,0.0026949114402596147,0.005039451790548423,22,198,full,summarised,endpoints,NA
25,8,50,33,1.2975560594608213,end,1.2801537356950228,36,1.1666224988890526,1.1926373707821163,0.21718960242721855,0.23354102666827986,0.012567130471344931,0.01712608932387296,33,198,full,summarised,endpoints,NA
26,4,51,19,0.7021175856322144,end,0.7621353349813915,13,0.6762539285562065,0.6788122295980459,0.07273301383779902,0.08530840788373881,0.0016368302531830081,0.005876231944349086,19,198,full,summarised,endpoints,NA
26,8,52,29,1.4655593551538837,end,1.4390377872203595,31,1.293710142751536,1.2732815488261784,0.27411191128882195,0.28643815771013426,0.017080728238984457,0.019655435145654883,29,198,full,summarised,endpoints,NA
27,4,53,23,0.8260589372546722,end,0.8525350904568216,14,0.735680330608927,0.7446647410269677,0.08432303808762044,0.08962840262547682,0.005169294589017286,0.0063714607988463795,23,198,full,summarised,endpoints,NA
27,8,54,40,1.1481160501705332,end,1.2118604595332816,44,1.221832355634657,1.23935041861886,0.2196231279340424,0.22826006015544512,0.0041939287418971405,0.0038446665929206354,40,198,full,summarised,endpoints,NA
28,4,55,25,0.8250918338513704,end,0.8243026182891728,15,0.7350378349190013,0.7344683539534338,0.08589805618776308,0.1037616916322349,0.004814476648551613,0.008703648078298775,25,198,full,summarised,endpoints,NA
28,8,56,42,2.4613460663938156,end,2.37103716703691,41,1.7557855513808458,1.7289452875376679,0.46556329453995315,0.49241188250688717,0.030192639343337175,0.0315618318463638,42,198,full,summarised,endpoints,NA
29,4,57,21,0.7528713524207287,end,0.7263440473683979,13,0.679889801298536,0.6747972693473574,0.09106405693671626,0.09757766932933414,0.003415682986724276,0.009758762088963091,21,198,full,summarised,endpoints,NA
29,8,58,34,2.6917161063502526,end,2.6467109483832374,40,1.6619393227119033,1.671401271789086,0.4358614944742704,0.45356303220738375,0.027092463254027557,0.03177810676779169,34,198,full,summarised,endpoints,NA
30,4,59,26,0.9979720354360124,end,1.0289293849262904,21,0.7941648267231037,0.8020481343677582,0.12645370455237498,0.13379552504382758,0.010645551251530092,0.012810881168572652,26,198,full,summarised,endpoints,NA
30,8,60,42,2.1527667038749803,end,2.187501120654692,46,1.790565151765984,1.7822137177179027,0.4310097784892324,0.4460908996493984,0.021747310959475796,0.02729214016742256,42,198,full,summarised,endpoints,NA
31,4,61,22,0.7736448406599037,end,0.6666583159163596,32,0.7265311026572863,0.7318430473679444,0.09763743318951401,0.1065181748201065,0.002691993160749262,0.005909325301502332,22,198,full,summarised,endpoints,NA
31,8,62,38,2.9591889249137973,end,3.133358155689076,31,1.910477322823069,1.9235704611281317,0.545193205873922,0.5712073066348844,0.037154875894073194,0.04094493806173036,38,198,full,summarised,endpoints,NA
32,4,63,24,1.037924151696607,end,1.1333972718720722,30,0.7952985118124819,0.7909486059323172,0.12960130443329407,0.15151181232753097,0.012058235655292831,0.01543075815486936,24,198,full,summarised,endpoints,NA
32,8,64,63,2.784557907845579,end,2.72324745536586,64,2.3953760929147165,2.3872261640883945,0.5714944554511817,0.5703056467464627,0.022350836959806178,0.021500008196132514,63,198,full,summarised,endpoints,NA
33,4,65,28,0.8459418958766375,end,0.8630140906964611,35,0.7391535903192008,0.7314338599687983,0.10139559930498962,0.10623671538980517,0.007170244870810125,0.008888982830786579,28,198,full,summarised,endpoints,NA
33,8,66,40,2.4914461953640785,end,2.524830401317966,48,2.211853177822077,2.1989602644907253,0.6095577491054924,0.6120793545604463,0.035706282140574856,0.041986525092594526,40,198,full,summarised,endpoints,NA
34,4,67,23,1.006866278717958,end,1.0545849274396653,13,0.8914564027452546,0.892134011384562,0.14341973001855474,0.14476366520142234,0.009364669670614667,0.015305751842932027,23,198,full,summarised,endpoints,NA
34,8,68,79,4.908119257453591,end,4.629765648960069,86,3.29185699025755,3.2802566921150516,1.0538907518597118,1.0786101006807287,0.04078831357868953,0.043494827862221405,79,198,full,summarised,endpoints,NA
35,4,69,27,1.0037895079248624,end,0.9813578802153999,26,0.8893784129473284,0.8884470385537535,0.14032865206862893,0.13446163678826223,0.006709765937891896,0.007555420201124391,27,198,full,summarised,endpoints,NA
35,8,70,93,4.075519651447763,end,4.403146610509906,92,3.3342888915415574,3.357523881654294,0.8292179877129005,0.8799198061026375,0.018215982743623634,0.020881162378507498,93,198,full,summarised,endpoints,NA
36,4,71,35,1.1187948729242831,end,1.106488044275584,29,0.9338738841854495,0.9482412180017591,0.1584276662736165,0.16567733708643068,0.010608782593137068,0.011069378237664719,35,198,full,summarised,endpoints,NA
36,8,72,156,10.295878986825178,end,10.144565585685786,166,6.635457831079912,6.637136881901861,2.9150804860284016,2.921190537923123,0.06194779737377376,0.062310000609745744,156,198,full,summarised,endpoints,NA
37,4,73,36,1.1151295961422545,end,1.1794409665691787,36,0.9511839252970119,0.964705179187347,0.17171551330670434,0.18199462774050856,0.01082675550061549,0.013501797438727979,36,198,full,summarised,endpoints,NA
37,8,74,162,6.826703443520235,end,7.108086614443793,166,5.941500321333392,5.919430753733212,1.591514416961625,1.581727573947666,0.02152893677283043,0.02167716816363881,162,198,full,summarised,endpoints,NA
38,4,75,34,0.8405480373203329,end,0.90006486879237535,35,0.881152485017801,0.8847661635042874,0.13311348458202713,0.14332894023848589,0.003638140778850866,0.004531293405836941,34,198,full,summarised,endpoints,NA
38,8,76,155,11.885383453599598,end,11.99671466299877,154,7.040425198933938,7.013674466819345,2.608502177192125,2.677098106424724,0.05344542528724281,0.05607300585403222,155,198,full,summarised,endpoints,NA
39,4,77,35,1.0635686819929642,end,1.0885537194639794,30,0.9748096818063201,0.9729240550678446,0.1421010885234482,0.16155795227998626,0.004841332027772056,0.00668873174234359,35,198,full,summarised,endpoints,NA
39,8,78,286,26.896127842655194,end,28.25905929857103,282,15.953088456730413,16.03360247839355,7.220127071092376,7.2583814910520505,0.08568558450172108,0.08498640060906154,286,198,full,summarised,endpoints,NA
40,4,79,30,0.9387233362626828,end,0.9163248465893742,34,0.8877553675849296,0.8743774529529098,0.14724355444140216,0.17148133614267058,0.005384958122350486,0.009911344583951279,30,198,full,summarised,endpoints,NA
40,8,80,531,54.6192731759742,end,53.34485008071493,533,30.29342056572088,30.268337472501404,16.48736970326408,16.46302637760743,0.1047523319775216,0.10542668130501666,531,198,full,summarised,endpoints,NA
41,4,81,32,1.1271890479347868,end,1.0745945179366234,22,1.0634766009053627,1.0471766607239046,0.1952792767978369,0.18821068016812992,0.01109040565948475,0.009886020566484105,32,198,full,summarised,endpoints,NA
41,8,82,417,74.28715521589014,end,72.70708533367821,414,37.89291279326131,37.86073926689764,22.280522756394465,22.388994583952886,0.18168005989332858,0.18303998076033026,417,198,full,summarised,endpoints,NA
42,4,83,36,1.4143845922359315,end,1.464712247964706,34,1.1690796597546842,1.1734864144005193,0.2491414428326588,0.2630142153910756,0.01625501287643005,0.018974233984304464,36,198,full,summarised,endpoints,NA
42,8,84,460,66.83081386471217,end,74.09061703351203,456,44.78322914168682,44.6915042173664,23.4527723158917,23.44013992343127,0.1927859279189888,0.18353125617486607,460,198,full,summarised,endpoints,NA
43,4,85,40,1.3459750883063766,end,1.3320542810768503,34,1.267504468079054,1.2464577362365752,0.23938969810544694,0.24794084882119197,0.009267995857936256,0.012388170694022597,40,198,full,summarised,endpoints,NA
43,8,86,474,88.63217628417716,end,87.90895128931734,477,54.33359881841134,54.41650160727921,28.401083135323233,28.89798144995813,0.22488206766475016,0.21237847415783986,474,198,full,summarised,endpoints,NA
44,4,87,43,1.2980420594633792,end,1.2586022356603277,38,1.3039885076192261,1.2943049002367413,0.2754333713957013,0.30042578226697036,0.014548014545531184,0.015361048220562279,43,198,full,summarised,endpoints,NA
44,8,88,381,91.6516147677191,end,90.91349290905022,376,54.101255193862904,54.098535372033886,29.977729320704047,30.095351345377754,0.2928365352601878,0.27686903863567425,381,198,full,summarised,endpoints,NA
45,4,89,39,2.199667574353715,end,2.0525267140639856,46,1.4413179896389183,1.4458537366081827,0.40637363209890986,0.3995155069317331,0.025723974096008642,0.025642959221271182,39,198,full,summarised,endpoints,NA
45,8,90,360,93.70621948630864,end,90.13062704386583,358,55.77299907056046,55.80998414567243,30.90988223683524,31.0507482837768,0.3209582424911277,0.30431013120426553,360,198,full,summarised,endpoints,NA
46,4,91,33,1.6347355268638069,end,1.5552042074863357,24,1.2525836882638797,1.2463672752945043,0.26656642868337227,0.28134839474820933,0.016230585806069953,0.020159134594122684,33,198,full,summarised,endpoints,NA
46,8,92,340,95.73421972923374,end,95.19646122143548,348,56.69228828302473,56.90653101644794,31.36414131143694,31.297559291010923,0.3402213554390793,0.32526562792182206,340,198,full,summarised,endpoints,NA
47,4,93,50,2.3049106086721416,end,2.4731953409866954,48,1.740444632845944,1.7276580971103916,0.4568048065251064,0.4768105986049256,0.023708805767146415,0.026644111993436036,50,198,full,summarised,endpoints,NA
47,8,94,320,96.51572668112796,end,98.25859633242075,329,55.76222596704541,56.00244518554274,31.61974313877829,31.767580238789243,0.3631615759162842,0.34477920805464646,320,198,full,summarised,endpoints,NA
48,4,95,63,2.08236466290269,end,2.1123998684135366,70,1.8469884591858798,1.835853860865817,0.4120878572372328,0.4209880830223513,0.013747615652652614,0.01488447418045884,63,198,full,summarised,endpoints,NA
48,8,96,291,96.53047022566857,end,97.48445422402477,293,53.019835900732936,53.14591509857991,30.65135597248849,31.076687892066666,0.3741731507640955,0.3676070403236417,291,198,full,summarised,endpoints,NA
49,4,97,62,2.4224269853156644,end,2.2353553772025982,69,1.8239814644947738,1.8116245661401928,0.5007221040348003,0.4963262755454702,0.023246040033847344,0.023159904435830436,62,198,full,summarised,endpoints,NA
49,8,98,289,97.70972555634852,end,98.40899699740231,292,53.71297414432254,53.58000789491763,30.97700329963502,31.252748926027863,0.3816168277843922,0.37415628317840843,289,198,full,summarised,endpoints,NA
50,4,99,52,2.218614718614719,end,2.219091320942865,45,1.787841786600947,1.8076069819090712,0.41801521693097066,0.44635991652685547,0.015948482806603805,0.020000065439418877,52,198,full,summarised,endpoints,NA
50,8,100,284,98.5177865612648,end,95.94795669752632,284,53.993534044972975,54.04266081661898,30.95670827196903,31.273614246222227,0.38683532411691157,0.3809967971939586,284,198,full,summarised,endpoints,NA
51,4,101,56,1.9820552099290336,end,2.075817924179346,52,1.8750064335730194,1.8474890580556176,0.4256383432104495,0.4260760495381544,0.013637760554065563,0.013842224874410091,56,198,full,summarised,endpoints,NA
51,8,102,282,98.4763507197607,end,99.11672446952639,274,54.00400766752107,53.73484483486885,31.05959011254388,30.84855743898585,0.3908241787468807,0.3779390812370211,282,198,full,summarised,endpoints,NA
52,4,103,139,3.1553472413687467,end,3.1920178024600063,141,2.588575798853474,2.5920559827529392,0.5559282462531716,0.5522464948594101,0.009190331770976914,0.009097567317473656,139,198,full,summarised,endpoints,NA
52,8,104,272,98.86311963706812,end,97.02291373799255,263,52.7972526060881,52.535566841317575,30.528445033232366,30.776526195529552,0.39354781892670254,0.38944876861164124,272,198,full,summarised,endpoints,NA
53,4,105,104,6.0674631909244505,end,5.958074594697256,104,3.9370426165853307,3.891748604416497,1.570650990461994,1.6017149992834774,0.04924146797193539,0.05096922323782088,104,198,full,summarised,endpoints,NA
53,8,106,276,99.20680227142986,end,100.05568883999457,279,53.809382913213945,54.26333564738277,30.85415283987741,31.286931172933965,0.39408754786412215,0.38949210181173805,276,198,full,summarised,endpoints,NA
