density,directions,mean_burn,sd_burn,trend_burn,end
1,4,0.26559407462887313,0.01638769423879938,3.3856789389064e-4,0.23513191338222184
1,8,0.25246094151888926,0.02130091432226028,0.00144174846545224,0.2498819661067717
2,4,0.21821384435518265,0.01435746380210275,-8.541910952797431e-4,0.1918063725791223
2,8,0.38181611345262606,0.0680369629641971,0.00337409772948232,0.6063907452957342
3,4,0.4083703714074656,0.02679143001443108,4.562268614794612e-4,0.4373687837790686
3,8,0.41654254537231034,0.01995251359552191,-3.5297515993924317e-4,0.43226246930029266
4,4,0.4116195449614352,0.05264137887895894,0.00206793240715882,0.5847508477136989
4,8,0.4479538120828583,0.04453147101349748,0.00809542181154568,0.555768654133492
5,4,0.37097096132257623,0.02712685324855745,-3.8505642110214094e-4,0.4168259506791775
5,8,0.44864252059547577,0.04833819878005698,0.00865560997711006,0.5662884721369918
6,4,0.4298126799968579,0.03140224000199708,3.9971228951279913e-4,0.526433054987391
6,8,0.44724396957988816,0.07035226757852275,0.0090823185769649,0.5450191506575548
7,4,0.3103506727435681,0.03146618923335227,6.651234465913508e-4,0.40296389603767657
7,8,0.41429181519444136,0.05804635870527159,0.00356529634227279,0.5987151925828503
8,4,0.45397742306635946,0.04917244840049179,-0.00218459239748852,0.37872412200677047
8,8,0.4400206205796393,0.05144124272573521,0.00110197788320229,0.6218506969297464
9,4,0.3917662930548984,0.02771802467133094,0.00217743328811267,0.4397064657357159
9,8,0.4018666623252814,0.03746653485431404,-0.00130497475137505,0.39080597186182103
10,4,0.4205601329487683,0.04480755628454747,0.00263823340061013,0.5473996152925368
10,8,0.6227727427105185,0.12369325908398077,0.00929796618465004,0.9092846936152664
11,4,0.4133735572055736,0.0284618666006156,0.00222101825051154,0.4974460613960366
11,8,0.5655827512055761,0.05894589058838513,0.00659461119093031,0.533106826084431
12,4,0.4627333738430696,0.04447272824819102,0.00152312742215443,0.6129814396992336
12,8,0.5706802824310464,0.07083800344550895,0.00427766809564406,0.5896786881428662
13,4,0.45194554737941,0.04579649022441526,0.00574029746229063,0.46287975967951894
13,8,0.603705562302392,0.0722442463587318,0.00608978108881994,0.6505853846725292
14,4,0.4118082765986786,0.03142452716229574,0.00176355154579718,0.48589330485805954
14,8,0.6516745781999006,0.15308542900776165,0.02056264391745865,0.9421887420439689
