density,directions,total_ticks,mean_burn,trend_burn,sd_burn,middle,end
10,4,13,0.26813159862539593,7.81950767610895e-4,0.0135219304626876,0.2527934874234681,0.27681995442052626
11,4,15,0.34332821711550754,0.00182499335511723,0.02007155347363176,0.3212209308960167,0.3672427167127755
11,4,14,0.41514159893822195,0.00107687911243892,0.03465722873528244,0.4130351126151233,0.4328189484008992
11,4,14,0.35962292629260606,5.279925973921129e-4,0.01723506045493774,0.3786178768301852,0.3768167553465142
11,4,15,0.37003924955930517,0.00120660332091634,0.02888604546491722,0.40684968636122154,0.4087999345417513
11,4,16,0.5136017541401037,0.00437481980312213,0.04312663422118019,0.5209074241965158,0.508531466619128
12,4,15,0.3241828412957656,9.37023137416541e-5,0.01973985328691787,0.3478663651851473,0.3313050954015259
12,4,14,0.4672097565468477,0.00508060192868745,0.02795144383657099,0.4538462638285791,0.49162741224239664
12,4,16,0.5791066394990244,0.00463713318038957,0.05098663749695856,0.6117645565113454,0.6235519506057849
12,4,15,0.49320225283076946,9.686768913081216e-4,0.03567126653777314,0.5302123820442957,0.486279495220673
12,4,15,0.4193878652588678,2.0353705809612107e-4,0.0310124189101043,0.4141179147913848,0.43924780908994343
13,4,15,0.3646160679777499,0.00142596826245321,0.02842376410929438,0.3500908071526813,0.3766805448849592
13,4,16,0.5126149071762756,0.00403525247991367,0.04043694919507805,0.5371120982215811,0.5375486428082676
13,4,16,0.4586898227816459,0.00367472410636467,0.03153887994436755,0.45816794073228584,0.4829560270746968
13,4,15,0.4739717451173353,-9.610983999491272e-4,0.03090833383243615,0.4669425158270683,0.5008129519961436
13,4,17,0.456565644135496,0.00449832774968217,0.05063098987608132,0.4985835957273609,0.46170795156431294
14,4,15,0.4160284060156064,7.695737287183035e-4,0.02678440413372424,0.4281473193795184,0.3868012111999622
14,4,15,0.4438738523182583,0.00261001553330172,0.02960158044199433,0.4173924065365199,0.46698482029973354
14,4,16,0.4406615060630481,8.140385097553451e-4,0.01998497379387847,0.445413319375889,0.4385345798900721
14,4,15,0.401810513884664,0.00322083368625708,0.02975668218764253,0.4384579707309735,0.4732901606319226
14,4,15,0.33033514174575473,0.0030064907170404,0.02655805786054578,0.3696518897909452,0.3687935536169667
15,4,15,0.4134358913515648,0.00118772357084194,0.02230109848868787,0.3939996801742174,0.4236962402774493
15,4,16,0.4539826873240375,-0.00205418867925368,0.04514748107705522,0.4392282471881237,0.4043058905684382
15,4,15,0.49178393431965706,0.00323818896223843,0.02381689556039292,0.5122187918886382,0.5115018269949869
15,4,16,0.40896219756164176,0.00213427020109945,0.0440291446730536,0.4022746351443334,0.42989077152852606
15,4,17,0.5550939003013295,0.00485259016127102,0.04985835854271293,0.5567359574400796,0.5433406528472382
16,4,15,0.48808754649339015,0.00290281640546851,0.03071513298801209,0.4948124807409327,0.4882736144909731
16,4,16,0.613446642432515,0.00168582903099515,0.05939131889575896,0.6106464981253914,0.5652240652347678
16,4,15,0.4807155994080792,0.00326309834058025,0.04351129824401046,0.5298366186107074,0.5106156071940875
16,4,15,0.5343183014134532,0.00245907778189876,0.04635235308599643,0.5485428218671478,0.5541956915297888
16,4,18,0.5254658880440741,0.00309226981932399,0.05698356770590893,0.5037028321018548,0.5455960072690509
17,4,15,0.4677678146209782,-4.9000332865905e-4,0.03570348175500932,0.445486185842444,0.471868683234016
17,4,14,0.5695740393693278,2.6219152651136516e-4,0.0487537761741278,0.6116760594746763,0.6066605455942781
17,4,16,0.6010574229183097,-2.9657924764506547e-4,0.04860128349735916,0.6349868998160538,0.6140501097430172
17,4,17,0.5869698731529592,0.00515759546412324,0.06214373817836922,0.6573851764169725,0.60044533424933
17,4,15,0.4704843014813859,0.00292220263236423,0.0323976399721684,0.4653966950513547,0.4858521134779043
18,4,16,0.5138256224325906,0.00463781315998322,0.04729640420793351,0.541691795066263,0.546228210681633
18,4,16,0.4800791246315309,-6.194076616421185e-4,0.03756195402905496,0.4755389123853999,0.5047617272984769
18,4,14,0.40942389747245816,-0.00142738010066612,0.02158171629221275,0.3905251517308218,0.39505206517288566
18,4,18,0.41250330043790473,0.00592669848848077,0.04593864047849438,0.4226749166836401,0.453196638097384
18,4,15,0.5281886544680403,0.00116657136587978,0.05466375454925332,0.6067855138561049,0.5347569493361404
19,4,16,0.5259863478292748,9.968083307033831e-4,0.04168256771716249,0.49456039837956584,0.5137978069127811
19,4,16,0.4867176145523006,0.00454134967479246,0.05367471568198587,0.5177674465525478,0.4652799363139601
19,4,17,0.44073653709902466,0.00157158857133747,0.0521114469633434,0.4580131756825639,0.4695092292454692
19,4,16,0.5041903985931264,0.00401851169905752,0.04690805744848531,0.5439880760278379,0.47416150477220104
19,4,17,0.5291530198149024,0.0012774866735565,0.02765905547115449,0.4861291602391844,0.5416889825755145
20,4,16,0.5252201404368171,0.00241961648958522,0.0621458812292008,0.5138778415222335,0.548405428377407
20,4,15,0.4423206412486236,0.00382392652373302,0.04451996630456431,0.3747410079430341,0.4527389661691435
20,4,15,0.41111722458320094,0.00216743249152913,0.0368242436488341,0.3934255747981345,0.4074759526947376
20,4,15,0.4295618567664684,0.0024065828030055,0.03309005932001262,0.4132638528245938,0.4376370668218522
20,4,16,0.6507324995464617,0.00438867721509271,0.0520652328342103,0.6190114802821445,0.7122415159944567
21,4,16,0.5330802462261114,4.898796681735826e-4,0.06478810832406084,0.5621792153475886,0.5182637494235969
21,4,16,0.469464129503922,0.00300423767862023,0.02539082579150678,0.4910033085802413,0.4914693771914264
21,4,15,0.45545645458819817,0.0013341866282422,0.03184813518633823,0.5123025914349766,0.4635468016652391
21,4,15,0.47623343553133385,0.00154231314586734,0.04540430195644056,0.4587606343667907,0.46144463026115495
21,4,19,0.5021753019934485,0.00660418726861811,0.05820386076080985,0.4644492976529728,0.5388373422045749
22,4,18,0.5683917275103707,0.00190074350228969,0.05946443990749466,0.6117803984475231,0.5836460180901096
22,4,16,0.542354019404221,0.00153480149949405,0.04701041246522432,0.5113597064868174,0.5737021300919438
22,4,16,0.4238445309669264,3.9273792658065735e-4,0.02021694075519211,0.39602751805948144,0.38534322713336094
22,4,16,0.4664353775721591,0.00151130742598929,0.03493289472721976,0.47537856388783595,0.48395915253336313
22,4,18,0.6126765811851487,0.00699095885699804,0.08230571714289858,0.6782118847661978,0.606527339537508
23,4,18,0.574625334972635,0.00758627405766949,0.06569621816905846,0.5483624969038978,0.6154784382643336
23,4,18,0.588981372857554,0.00402967575589976,0.06576453822549105,0.6592317457920343,0.6276207063095883
23,4,17,0.5994219838938374,0.00302114224302795,0.06503733686083002,0.6836313520077677,0.609098469275033
23,4,16,0.6189737396186973,0.00133767157382409,0.07203966175650962,0.5604958375299957,0.6170030618969609
23,4,19,0.7642235329106065,0.01107171560959237,0.12034658999109568,0.7674987603266028,0.8028344745380842
24,4,18,0.5970430220911572,0.00515916744184756,0.08573796686603037,0.6355145396031663,0.6399080657875361
24,4,19,0.548916134655313,0.00557870454522756,0.07869669884641366,0.6215910062908544,0.5204591738208447
24,4,16,0.547842012627597,6.52773650701724e-4,0.03880503424010246,0.5633116632558374,0.5438945519459193
24,4,17,0.599963150064786,0.00504056483158025,0.06345483765725365,0.6034539661969169,0.6295797377448722
24,4,20,0.7615634876055362,0.00755537543896358,0.07365356694083296,0.7317537966911171,0.9003408365002994
25,4,18,0.5694961080748342,0.00479342992136731,0.07402969324694232,0.5776979551301042,0.5835762778174373
25,4,19,0.6783067729431014,0.00655677010678545,0.10247669828054087,0.5831500506651726,0.7352835609572285
25,4,19,0.47806293616251183,0.0032031070838787,0.05590235952935338,0.4914644244949763,0.538184949462991
25,4,17,0.5709628678875259,0.00556546350394746,0.06395821750324221,0.5627068260406889,0.5802266847751107
25,4,22,0.6021791780105625,0.00687122120746098,0.07271740577184896,0.6892516821662898,0.6521616200805141
26,4,18,0.6563954162811537,0.00781282059896099,0.08316349600550167,0.6925412933061266,0.7237508864042661
26,4,19,0.6319953309936838,0.00698685451059362,0.06653741041676782,0.5855825432748636,0.6622951717863094
26,4,18,0.7764371285311753,0.00268296253394484,0.10332980039706324,0.8697661042977349,0.8354037566937189
26,4,19,0.7292210908068996,0.0027008020483457,0.06988565743896073,0.7796661792792141,0.7545163368515151
26,4,17,0.5855571935555677,0.00332825514945968,0.04569214099085925,0.6273813979299258,0.6191757996517755
27,4,19,0.6953304729964601,0.002937357721966,0.08855542696886344,0.7760358101086486,0.7061658802777875
27,4,22,0.7306371305618936,0.00621620242768895,0.10547099307246544,0.7877606704025433,0.7096075472092239
27,4,18,0.7400754761165107,0.00522389365900663,0.08807504342780076,0.8036449390743506,0.7498072895603254
27,4,18,0.7066743909550817,0.00436860738634292,0.08306782924180045,0.7769505685370041,0.6921740813963829
27,4,23,0.7459412450068884,0.00850763530608128,0.0980802802029352,0.8452065149633434,0.8393565795525271
28,4,19,0.6644844839214296,0.01113066877135876,0.1012824287478189,0.7614363538770653,0.7345171158509969
28,4,20,0.734981626006907,0.01074822385487771,0.10619124549990694,0.7613793377819199,0.720449718048896
28,4,22,0.6663655030801874,0.0078753962237978,0.08664293307500515,0.7572090189501366,0.7364411198782976
28,4,19,0.7537662309619538,0.0086952552998886,0.1258352586582267,0.8242831792731953,0.8486949297730958
28,4,25,0.774371790164258,0.00810201064461355,0.11183222306559217,0.8390671069840756,0.7972583201614563
29,4,19,0.7257350512625034,0.00298320207712456,0.10683487723592866,0.7345431089302292,0.7299807447932496
29,4,20,0.6075577074699811,0.00562246952577785,0.07957923895350898,0.6221899226843388,0.6435438193911479
29,4,21,0.6912974890518641,0.00837461804531555,0.09777711662774403,0.7201157112964769,0.7318238839622953
29,4,20,0.5947477692876896,0.00848417967226282,0.10071393816672342,0.6546486504461912,0.6220323640030033
29,4,20,0.7623057878882042,0.00751812526783214,0.11516604781458538,0.7666683278994963,0.8069017089026931
30,4,19,0.7119435625000764,0.0058817929104672,0.0992062028289222,0.7834773370075112,0.6848479313054361
30,4,22,0.7117413432998283,0.00754649522214718,0.08498015234854359,0.7428264015944284,0.801969393120703
30,4,19,0.7079026184405333,0.00609551766266374,0.0962721672910549,0.7066327376272842,0.8000914374259757
30,4,26,0.9232727933700458,0.01114449526330756,0.1607018942588849,0.9623907430046384,1.0657063859801434
30,4,22,0.7094532640619695,0.0085096545786355,0.0973217033365442,0.7129551639704619,0.8029243567204364
31,4,19,0.747558203165451,0.00810122891449095,0.1139139556178724,0.7836850936833544,0.8076337830945928
31,4,20,0.6798295086578605,0.00299025945494576,0.08966943350095387,0.726611678039279,0.665462782764796
31,4,20,0.7283092302857738,0.00879312507667778,0.11486055716783856,0.764858832527939,0.8788464965790979
31,4,21,0.7419534361614379,0.00589119907421309,0.11951801905228124,0.7973752172575074,0.7919198456999357
31,4,22,0.7286443092964009,0.00853199663269556,0.1115911449746752,0.7884446155998077,0.7195270138942771
32,4,19,0.7171440960883911,0.00785681707093169,0.09729329315052024,0.7891898523772999,0.7455108941178668
32,4,19,0.6181162061408035,0.00603415270305118,0.0683405980944831,0.6306945976148457,0.6576811883182413
32,4,24,0.958389708569246,0.01200201165232102,0.14739524158291303,1.0124785732016766,0.9429691018172794
32,4,22,0.6456685417299483,0.00977684167653778,0.11084137914959784,0.6627032894106855,0.7379247573620736
32,4,23,0.9134164490310162,0.00677165667662186,0.1509527144027571,0.9147337500723272,0.9536157867979131
33,4,19,0.7146462376039864,0.00774321590082867,0.11723135590859332,0.711348547694038,0.7810374908014961
33,4,19,0.6736513734871392,0.00223204322344483,0.07859280070660246,0.6845118538413426,0.7281534971938736
33,4,28,0.7657280578502985,0.00856107148383451,0.12686121190628183,0.7624452717706417,0.7894754327598447
33,4,19,0.6302282443732831,0.00501949410745912,0.08609762142005535,0.6219467646102514,0.6257607782700589
33,4,23,0.6953196509861076,0.007162675024965,0.08903912646722786,0.7202996252761942,0.7151246858915448
34,4,23,0.8427730288962904,0.01106778937641481,0.16093982746959729,0.9329725781321436,0.9785302890513649
34,4,23,1.064262893512247,0.01671201863566119,0.21219930499557085,1.1805513607558864,1.0864316389584463
34,4,18,0.6563828146965219,0.00173040983323602,0.07694051865242729,0.7018127657828499,0.6600255966924208
34,4,23,0.9153760836799828,0.00907297950532001,0.13787134624149652,1.0304007980759464,0.9546569348902106
34,4,23,0.9203896502985436,0.00616225967846477,0.14238243275637874,1.0397514007153117,0.9495221040577378
35,4,23,0.8485173164329078,0.00816216982413335,0.13212257919218465,0.8881171466068919,0.90639962982254485
35,4,21,0.8962928934383229,0.01246057150766236,0.16963301973944514,0.9674430639272208,0.878574096452272
35,4,27,1.0161807583325997,0.01083344645368405,0.18026293299630228,1.1392341234747845,1.1294471340182313
35,4,22,0.748633303072652,0.00649027267504459,0.10819026213081968,0.8035399607313736,0.8028273813011717
35,4,27,0.8070789551209439,0.01185582326171286,0.1507429230044235,0.7912323449905367,0.9115524375382912
36,4,23,0.8563252805005057,0.01049176249310418,0.1607622285739072,0.917479609984511,1.016502681062382
36,4,30,0.8523640586766477,0.01063609035457441,0.15014095453549256,0.9449796419143914,0.983149425753296
36,4,22,0.8427155913061029,0.01247797786546334,0.14670949190254734,0.8574081542372403,0.9304034797934604
36,4,19,0.805498843043346,0.00325744221017364,0.12577755212340427,0.8973649714599568,0.8658488830388419
36,4,35,0.98536181885663,0.01274245982742094,0.19206835134144812,1.142427033788889,1.2221686724864196
37,4,23,0.8435173288938724,0.00773753496905427,0.14602965613790325,0.9191047700995564,0.9337209152009954
37,4,25,0.8394552187924192,0.01316811183500799,0.1458217090475167,0.926511609691737,0.9718944457539852
37,4,36,0.9533708816820812,0.01340173509297831,0.2066291420116279,1.0272658498424698,1.118775375083255
37,4,22,0.6963135919452998,0.00682083843968489,0.09005873445420717,0.7801659201605383,0.7440270689899499
37,4,23,1.0715176009096872,0.01999226279559218,0.23907087930742427,1.1882774096109006,1.1286125255758406
38,4,23,0.8980288768915888,0.01119919155032008,0.17450678699279065,1.0057330008400704,0.9150404371262768
38,4,26,1.013572725706822,0.01144177668041636,0.19742848040788996,1.0436498217959411,1.0381955284587312
38,4,34,0.7579067450312047,0.00868759662084219,0.11623239829299148,0.8282749264937156,0.9133635591240212
38,4,31,0.8192272927366264,0.00703476632632016,0.14087271320368422,0.8207669424105487,0.8985656846430863
38,4,29,0.9900119802238484,0.01125244196457359,0.19297602594282776,1.081536117000052,1.1027400852752642
39,4,23,0.9594929288028856,0.01658270096401477,0.19431832585134323,1.072278314659539,1.0329331845713
39,4,22,0.8253143328789379,0.01256902275035772,0.14198662788050784,0.8236582800044153,0.8929830353757666
39,4,35,0.9642951770279256,0.00906480926978012,0.14713856461323696,0.9736510436255948,1.0876662250394895
39,4,23,0.9130594237639162,0.01136866079053536,0.13952529382700382,1.0106070576646815,0.9827647452415684
39,4,23,1.0327111354045622,0.01318172221617612,0.18614492276709055,1.0280688605309545,1.1353377456853473
40,4,23,1.0368088743477184,0.01331619469104508,0.21691887299613463,1.0661280639805115,1.0264816556849028
40,4,27,0.8079363125194707,0.01397023562501983,0.1551815289505961,0.8645394765125003,0.8931597459428379
40,4,24,0.6940572191792291,0.00949334420137571,0.12437494707250588,0.6700059811581824,0.8170481263561081
40,4,30,0.8489863444483079,0.01098131380465369,0.16253258107150495,0.9447549333929278,0.940819240173613
40,4,25,1.0394114066493578,0.01978130382112415,0.23572044693428473,1.1322375598690746,1.0221928992863414
41,4,24,1.0950993181531337,0.01666827172735872,0.2461946685722878,1.161775159735564,1.067763017914711
41,4,31,1.1399459828071357,0.01532725360134239,0.22973259093536072,1.3237360587422955,1.2381288235550605
41,4,32,0.9984371898107836,0.01300994321668738,0.18989976381492388,1.0847402415097949,1.1326795643100374
41,4,25,0.7825620403236165,0.00729831591599646,0.1291906260111381,0.81605388971379,0.8265527395313842
41,4,31,1.153918108511831,0.01547349460304107,0.23415716737498876,1.2484391448744223,1.184848542114738
42,4,24,1.122189200335868,0.01300606626554519,0.2425299070064416,1.185576202098924,1.1422253588118128
42,4,25,1.0837495614440265,0.01707284887725138,0.20720083918886303,1.155038934518904,1.1279690829562157
42,4,25,0.8098160670308276,0.01535368372629035,0.17238998060582403,0.9179089137745284,0.9148074624667092
42,4,27,1.2143431676745904,0.02372664988653011,0.26990847452601296,1.3129667535774645,1.4179327181423986
42,4,36,1.2232401546893172,0.02186563409462106,0.300279163192935,1.3702686807347182,1.5105730817313061
43,4,24,1.1283729511352858,0.0186098089193127,0.237144070053661,1.1557150402302616,1.1671863618375533
43,4,40,1.1951287644131146,0.0140512576057374,0.2577546259279533,1.2408614846382124,1.352983198695721
43,4,31,1.2302608765405791,0.02219202628754544,0.3021334067071331,1.472471520679518,1.4078992979449343
43,4,37,1.3638392152189036,0.01434348319059972,0.30042533098684576,1.660635931517439,1.5641517917833707
43,4,25,1.1563121498177933,0.01857066364408605,0.2713575233262191,1.2284323623035849,1.2420392171316756
44,4,25,1.1192474101980352,0.01396368182304591,0.2509374181740823,1.2299639387096528,1.2153737317264186
44,4,39,1.0375025100171311,0.01569129605732,0.22514331168052928,1.1080900255240465,1.143105242690006
44,4,29,1.2191436094887764,0.01998061654482798,0.25693507513006963,1.401717925721665,1.3549202716232711
44,4,43,1.1354738885804934,0.0120213587584872,0.23388282599431903,1.2738418775903426,1.3308806746790007
44,4,41,1.7605003131396562,0.02892541693814538,0.4570865022502743,1.957971593147434,2.219524018593106
45,4,25,1.1391349561097524,0.01615320770294978,0.23769582850231635,1.1836610967606578,1.2745228391183077
45,4,39,1.8692343422682347,0.02912270588960751,0.4845063591460015,2.232107080824478,2.3064707529822264
45,4,29,1.1731021082698088,0.02113159325081795,0.28020972794126536,1.273611353493943,1.3762324409080076
45,4,34,1.0263943868933978,0.01113740061565053,0.1829608173653083,1.0885734301751633,1.1017634421191076
45,4,31,1.309554935816816,0.01800713552204924,0.2888586076093252,1.4983948712723458,1.3898876518779064
46,4,28,1.192123343615455,0.01415086886552619,0.26010791552311485,1.3506489613429509,1.3467496508169514
46,4,33,1.376973462447376,0.02570387400783779,0.3359518980944156,1.5500585838714795,1.6538480531633872
46,4,31,1.0396426082506651,0.01637531890233209,0.2176282469388745,1.2206138134401503,1.1083836648903789
46,4,32,1.2597728319566741,0.01865212048425648,0.28976123716128704,1.3927116747617585,1.5979423242684738
46,4,32,1.2727202331509255,0.01322048744418734,0.25896005615709955,1.399596117219434,1.5146418542406768
47,4,29,1.3015193739638775,0.01858839628171364,0.29527893712484654,1.3939291027644187,1.44075805264891
47,4,48,1.7440139178276683,0.0270806588968212,0.48644356936191774,2.080474123651785,2.280220630554908
47,4,37,1.285251720134343,0.01277624751179908,0.2735552638396773,1.3811849525428197,1.3685878888881988
47,4,41,1.731080195104789,0.02698636573380749,0.45912949830567207,2.0693397791692925,2.1441779456675896
47,4,50,1.8982740658839576,0.02981096413015352,0.5243390335051735,1.9305172925458047,2.4200438894510428
48,4,30,1.368049390456632,0.02719757229607692,0.3481097874118216,1.5612079943761017,1.6900122496576078
48,4,42,1.8422993057633028,0.03910573224057973,0.5764648832544843,2.200268544618649,2.165204060754031
48,4,36,1.694602730742411,0.02864723199946461,0.4022903626133203,1.7886201906261818,1.9405065584909151
48,4,63,1.6826020160482638,0.01792045280949924,0.4165432461938738,1.6906701831960869,2.2165888664981352
48,4,44,1.9666822757365472,0.02597916521916415,0.5279041828802136,2.154977599035361,2.2794274157578807
49,4,30,1.4628561968077218,0.02609398318435649,0.3600144354526469,1.7171991013837062,1.644968686856149
49,4,62,1.9864923613653451,0.02410986196455581,0.5392987533903337,2.266528758257868,2.4977175519375185
49,4,35,1.503074693332486,0.03095429121880075,0.42125576871682313,1.6845092534478543,1.7508135749265992
49,4,39,1.463896923203207,0.02377128680592472,0.35806221219714496,1.7339987654143376,1.6693182887016855
49,4,45,1.412102318598517,0.01879540571505322,0.36180249193922537,1.6373030132406867,1.6722620756529416
50,4,41,1.6886588591593126,0.01799398171849528,0.41909419682809945,1.6073120099051148,1.8248049011708396
50,4,52,1.8584985377163856,0.02470290572654858,0.4830496459853362,2.002698776521148,1.956734257722472
50,4,40,1.9445225947911224,0.03076227785388917,0.5255821822418439,2.1520919974952895,2.4540848900000034
50,4,44,1.4120370521129024,0.01465074017339454,0.33280570533252213,1.727456703135789,1.6457040582517275
50,4,36,1.6147613550000923,0.0205519529992852,0.3692315068255771,1.9617564134217735,1.6453074369680942
51,4,41,1.906415153853148,0.02440535985553699,0.4716731634066783,2.0087056584382914,2.1992280930197783
51,4,43,1.833457803911832,0.03254839128129143,0.5159795359636485,2.259229461271726,2.190940666018731
51,4,47,1.583269603169814,0.01525474778691998,0.33783045431454295,1.7471843897668218,1.8612269689838248
51,4,47,2.271564421872139,0.03433676309881323,0.6444541873758453,2.369571545369027,2.460203610087042
51,4,56,1.6512272756778017,0.01948552746251226,0.40361178483449167,1.8150161618667129,1.9007179913556584
52,4,70,2.4291862974505825,0.01949334835560272,0.5786520208507975,2.5243245393601885,2.9470485380325746
52,4,36,1.3704604266039335,0.02307252277577696,0.3244104317592147,1.374349295724986,1.418013877526895
52,4,48,2.080512898067066,0.03571345703749556,0.6386469123839874,2.1311563735563,2.670161312232655
52,4,64,2.3429299396714853,0.03028481366624727,0.6913885285624534,2.378067206105383,3.2924998288115193
52,4,139,2.4963201800291386,0.01185374507781509,0.5727403949485372,2.4741469245253604,3.3271809569149005
53,4,60,2.8474321876739506,0.04051880852574021,0.8570302357455424,3.117219238587985,3.3982601982691047
53,4,67,2.4241477396094058,0.0288406738497985,0.7213085113681001,2.8914455020258627,3.011422553748508
53,4,104,4.389068583969635,0.05355408763828366,1.6895014668233987,4.414419328800677,6.245916682241074
53,4,35,1.772609203412763,0.02510887997315641,0.4481914061851802,1.9742178390295195,2.1501253216685576
53,4,79,3.270692121481844,0.03277320184370887,0.9728069669499017,3.803467859769442,3.962922179634723
54,4,95,3.6154703436771314,0.02877379421466371,1.0296539936858973,3.947606631541649,4.37968335490009
54,4,68,2.9418614471487428,0.04709268372307267,1.0248926317828504,3.3112449259751324,3.93094539522444
54,4,79,3.2882447866805453,0.04914299528793532,1.2184724733722008,3.5615147928311615,4.555745140553786
54,4,57,2.6328057459128185,0.03136593390363909,0.7465594444753048,2.866274569386386,3.2431133524044147
54,4,73,3.604530071754495,0.05816645832742316,1.3430464729809013,4.604277478116334,4.751423682988274
55,4,155,5.216055962981998,0.02341357733163935,1.517164743098844,5.714109247849781,7.017577689599945
55,4,41,2.252198943245004,0.04792489506265492,0.699354901499841,2.5299989297606955,2.7495130940374493
