mean_wolves,mean_sheep,mean_grass,min_wolves,min_sheep,min_grass,max_wolves,max_sheep,max_grass,sd_wolves,sd_sheep,sd_grass,trend_wolves,trend_sheep,trend_grass,initial_number_sheep,initial_number_wolves,sheep_gain_from_food,wolves_gain_from_food,sheep_reproduce,wolves_reproduce,grass_regrowth,wolves_50,wolves_100,wolves_150,wolves_200,wolves_250,wolves_300,wolves_350,wolves_400,wolves_450,wolves_500,sheep_50,sheep_100,sheep_150,sheep_200,sheep_250,sheep_300,sheep_350,sheep_400,sheep_450,sheep_500,grass_50,grass_100,grass_150,grass_200,grass_250,grass_300,grass_350,grass_400,grass_450,grass_500
218.51738790166976,6.9418355075997065,2464.4300159345667,0,0,428.9886263267361,3972.837532815322,282.82829583311354,2997.979484438196,730.1762043461229,38.53780527397639,452.2194457681174,-0.01372462783850523,0,0.4050840134394153,215,244,14,95,18,17,36,567.8932611168843,0,0,5.275404971603783,0,0,0,0,5.400235337978627,17.472749192852053,0.2693761421673426,0.8123606006706248,0,0,0.32802820046974013,0.21138334833896283,0,0.40154040662367974,0.24456377941269125,0,2428.6569120479608,2422.198106915725,2362.066248934861,2795.0517845620116,2627.1231461307043,2428.358602397924,2583.98235236651,2793.624468804103,2754.118854579598,2734.788465261247
241.52866080262945,8.106810689790727,2463.9898854798616,0,0,616.5255701600713,4596.5049577320715,321.39836785687993,3022.402701171395,819.9723644817991,44.74471196800817,454.4329970298387,-0.01016575758628319,0,0.45925880808765823,215,244,14,95,18,17,36,703.0339934319435,0,2.6776843649804944,0,5.027078079090348,23.49301379436299,0,0,12.89434886237946,10.241202781719512,0.04598076305246719,0,0,0,0,0,0,0.31043974721474765,0.5890895589306078,0.6329989432434769,2504.0237201200953,2574.2224904171103,2565.4811625954117,2438.684652882605,2540.8244692372164,2684.8569135874573,2617.8961543498976,2376.903865462081,2587.4788104133486,2701.778847477276
202.6334797725092,6.494034484561248,2475.465944367205,0,0,678.038006258057,3748.7561693614048,277.50188872460745,3224.8930550349546,678.7867792964981,37.4574673172231,424.1670297875226,-0.01553017266239064,0,0.3785285993681752,215,244,14,95,18,17,36,514.1839889508993,0,1.4291203516067477,26.806178920803312,11.510858875535495,1.0429585764225453,38.052281581721125,19.29251551574624,0,2.351476434841703,0,0,0.4270820253874435,0.061842921036094,0.48650353591676526,0,0.5997730214108822,0,0,0.1484563318652997,2488.570957602807,2590.2074091805102,2659.077064341825,2579.385164470773,2693.808345537826,2528.417033439344,2666.1317339179204,2684.0767012141864,2697.716440386202,2384.22985132963
219.74696557252844,6.679019752749962,2479.2354837983207,0,0,489.01034771405546,4109.747361286487,291.3642868835243,3059.750020893337,747.4126484507862,37.93139961584897,445.5372094290829,-0.0195237266646088,0,0.32489474167606847,215,244,14,95,18,17,36,462.3497105809952,0,25.13979766552888,23.43261012733938,3.0604010780972346,0,4.816753868411661,0,0,3.6290021899508305,0.28447939654099974,0,0.642227738516089,0.2813291374077642,0.00260432847358191,0,0.8390050794897634,0,0.04123665009824797,0,2167.414719369007,2934.493168297531,2479.3019589535943,2293.7835263503353,2455.543194923117,2698.5576885956734,2510.4150364068328,2873.8024468483354,2597.745675213044,2447.9981778139995
212.454449929821,6.7691899799337385,2482.9091829639574,0,0,498.8584955766767,4116.497669496783,283.97587235512276,3059.3298951699194,732.012180309544,38.81170342397552,438.77381005438787,-0.01731559883742597,0,0.30608906922928925,215,244,14,95,18,17,36,432.03483919681474,0,0.9844258035169636,0,0,0,0,9.434188287801534,1.655532949092818,7.654788466351151,0.613385701689454,0.7413394754155127,0.00867478554545277,0,0,0,0,0,0,0.1499031284471267,2697.022220201909,2688.8505986251907,2665.8399564843853,2854.089390738443,2796.4473157531856,2400.4121392933635,3048.444308222566,2576.297458489979,2996.3175203727787,2682.2982791664267
199.83274768601464,5.569320681724189,2482.4205536918025,0,0,682.6175933927394,3837.4143161587153,271.81678591737085,3003.4528529073914,689.6643967917017,33.996200039513184,423.7938346255213,-0.01180502685884799,0,0.4506393241904717,215,244,14,95,18,17,36,283.41793846656094,0,0,0,0,0,24.18518215777027,4.3967069558497265,0,14.259405401249587,0.08189388165773642,0,0,0,0,0.3424283212633423,0.38241281729938087,0,0.5891209051238109,0.27858380528512333,2750.164152776432,2840.130879993563,2410.541624061942,2483.5336597992714,2825.253943706559,2703.9134423772116,2578.747655206029,2543.9573918853825,2745.525365435972,2823.1328507278763
208.8184863855267,6.855835805589044,2474.39486697878,0,0,535.6714949730243,4174.679514172357,293.3922373105142,2965.4208300311457,720.3508235395394,40.00440808545153,434.3845635543467,-0.00855033992418102,0,0.4304263023377142,215,244,14,95,18,17,36,424.863762969067,0,0,5.127468121779263,9.727975650464437,4.228743869084721,9.32788830730979,0,10.004818377646057,0,0,0.12321050575816274,0,0,0,0,0.8421937978333353,0,0,0.09814567207526996,2593.3100080983627,2604.6486392115175,2651.455054318754,2647.831602024864,2659.7839697969603,2660.639255978912,2624.6799730061753,2456.6987363716876,2438.609384278025,2517.241374480695
217.69708457492385,6.846101336111792,2473.0170899831996,0,0,424.0070501812696,4251.77848876616,289.3745287559326,2991.3885135882056,753.8021676832436,39.55590678437593,443.8042753057411,-0.01383926928187009,0,0.3997564424116433,215,244,14,95,18,17,36,381.65276479281664,0,13.90216438961773,0,20.36718781902259,3.5576560220714866,0,0,0,0,0.25835992626436094,0,0,0,0,0.18660295542961391,0.4921677500289692,0.10360227196711808,0.2605448196590778,0,2624.0338249441556,2663.9680184742847,2542.2729404432066,2941.9396691105303,2323.913283446894,2746.329393681798,2561.6218657668423,2258.947039622725,2757.2635331041456,2597.8337881259868
211.04360432002736,6.560286339834593,2482.9646413675973,0,0,512.6810191025081,3993.0294317201215,269.7332322488854,3125.9148990872413,711.0672304692441,36.85853712846993,443.8107825170185,-0.02489673489612699,0,0.3122403301855802,215,244,14,95,18,17,36,497.9959985017038,3.2006629964106694,3.076590439185919,0,0,0,2.690019376845695,0,11.520030811426324,0,0,0,0.5570229349468108,0,0.03805622889093554,0,0.06584868760247939,0,0.2802226151137811,0.25307647090693153,2341.9064777960048,2722.802016318205,2617.4478277065637,2471.572121541929,2518.803741507981,2444.9725709527806,2738.9760396671036,2572.687700653671,2764.62980567746,2627.032421035728
224.00152649564689,7.048081420905202,2486.8602661140035,0,0,455.1970618804331,4150.782595937445,301.6038229641427,3035.7017338242294,746.7174838519235,40.50289545930829,454.377837819588,-0.01401374578223721,0,0.3941885424898653,215,244,14,95,18,17,36,602.9582316287065,0,5.258469889724775,0,0,4.532289260485859,33.410255811281054,14.801196476500715,18.309567303577893,0,0.3737382195915433,0,0.3809562867004425,0,0.0288908516306106,0.06646318071567107,0.05586818548841713,0,0.4245606212243402,0.2088700408932616,2339.072662024463,2561.393083286727,2664.095674588387,2483.18187009928,2414.889838691569,2659.355460639735,2753.2946692362575,2779.903029812608,2365.671646625902,2672.552820493745
187.55866363809747,5.687547642909366,2476.739986919695,0,0,632.2941563428993,3308.27837960411,237.4545879772472,3005.1809099220764,626.9768390628349,32.617649921230814,426.5772342388148,-0.01566851811772032,0,0.302394783173339,215,244,14,95,18,17,36,448.3312445094875,12.182566099673773,3.6943255431804105,0,1.6914212495389522,17.87502797646747,7.60815659546407,10.670729072133676,1.1744138091436152,0.3070308878293762,0,0,0,0,0,0.04888877304660005,0,0,0,0,2544.261923374013,2568.393459195431,2509.7254846886967,2687.7139564059057,2428.475161705726,2621.12558601515,2459.9987678339803,2409.3768562329537,2521.350736826867,2643.5396465478243
