wolves,sheep,grass,initial_number_sheep,initial_number_wolves,sheep_gain_from_food,wolves_gain_from_food,sheep_reproduce,wolves_reproduce,grass_regrowth
70,151,829,199,125,4,24,6,10,43
62,118,953,199,125,4,24,6,10,43
50,175,640,199,125,4,24,6,10,43
0,0,2601,24,102,13,62,20,19,11
0,0,2601,24,102,13,62,20,19,11
0,0,2601,24,102,13,62,20,19,11
0,0,2601,24,102,13,62,20,19,11
0,0,2601,24,102,13,62,20,19,11
0,0,2601,24,102,13,62,20,19,11
0,0,2601,24,102,13,62,20,19,11
0,0,2601,24,102,13,62,20,19,11
0,0,2601,24,102,13,62,20,19,11
0,0,2601,24,102,13,62,20,19,11
0,0,2601,24,102,13,62,20,19,11
0,0,2601,24,102,13,62,20,19,11
0,0,2601,24,102,13,62,20,19,11
0,0,2601,24,102,13,62,20,19,11
0,0,2601,24,102,13,62,20,19,11
0,0,2601,222,181,34,47,13,9,5
0,0,2601,222,181,34,47,13,9,5
0,0,2601,222,181,34,47,13,9,5
0,0,2601,222,181,34,47,13,9,5
0,0,2601,222,181,34,47,13,9,5
0,0,2601,222,181,34,47,13,9,5
0,0,2601,222,181,34,47,13,9,5
0,0,2601,222,181,34,47,13,9,5
0,0,2601,222,181,34,47,13,9,5
0,0,2601,222,181,34,47,13,9,5
0,0,2601,222,181,34,47,13,9,5
0,0,2601,222,181,34,47,13,9,5
0,0,2601,222,181,34,47,13,9,5
0,0,2601,222,181,34,47,13,9,5
0,0,2601,222,181,34,47,13,9,5
0,0,2601,182,224,19,90,19,6,45
0,0,2601,182,224,19,90,19,6,45
0,0,2601,182,224,19,90,19,6,45
0,0,2601,182,224,19,90,19,6,45
0,0,2601,182,224,19,90,19,6,45
0,0,2601,182,224,19,90,19,6,45
0,0,2601,182,224,19,90,19,6,45
0,0,2601,182,224,19,90,19,6,45
0,0,2601,182,224,19,90,19,6,45
0,0,2601,182,224,19,90,19,6,45
0,0,2601,182,224,19,90,19,6,45
0,0,2601,182,224,19,90,19,6,45
0,0,2601,182,224,19,90,19,6,45
0,0,2601,182,224,19,90,19,6,45
0,0,2601,182,224,19,90,19,6,45
0,0,2598,131,97,34,81,13,18,49
0,0,2601,131,97,34,81,13,18,49
0,0,2594,131,97,34,81,13,18,49
0,0,2601,131,97,34,81,13,18,49
0,0,2596,131,97,34,81,13,18,49
0,0,2591,131,97,34,81,13,18,49
0,0,2601,131,97,34,81,13,18,49
0,0,2599,131,97,34,81,13,18,49
0,0,2593,131,97,34,81,13,18,49
0,0,2600,131,97,34,81,13,18,49
0,0,2601,131,97,34,81,13,18,49
0,0,2584,131,97,34,81,13,18,49
0,0,2601,131,97,34,81,13,18,49
0,0,2601,131,97,34,81,13,18,49
0,0,2594,131,97,34,81,13,18,49
0,0,2601,171,139,23,58,10,13,52
0,0,2601,171,139,23,58,10,13,52
0,0,2596,171,139,23,58,10,13,52
0,0,2601,171,139,23,58,10,13,52
0,0,2600,171,139,23,58,10,13,52
0,0,2601,171,139,23,58,10,13,52
0,0,2593,171,139,23,58,10,13,52
0,0,2601,171,139,23,58,10,13,52
0,0,2601,171,139,23,58,10,13,52
0,0,2530,171,139,23,58,10,13,52
0,0,2601,171,139,23,58,10,13,52
0,0,2601,171,139,23,58,10,13,52
0,0,2585,171,139,23,58,10,13,52
0,0,2601,171,139,23,58,10,13,52
0,0,2601,171,139,23,58,10,13,52
0,0,2601,238,87,41,63,16,8,78
0,0,2601,238,87,41,63,16,8,78
0,0,2601,238,87,41,63,16,8,78
0,0,2601,238,87,41,63,16,8,78
0,0,2601,238,87,41,63,16,8,78
0,0,2601,238,87,41,63,16,8,78
0,0,2601,238,87,41,63,16,8,78
0,0,2601,238,87,41,63,16,8,78
0,0,2601,238,87,41,63,16,8,78
0,0,2601,238,87,41,63,16,8,78
0,0,2601,238,87,41,63,16,8,78
0,0,2601,238,87,41,63,16,8,78
0,0,2601,238,87,41,63,16,8,78
0,0,2601,238,87,41,63,16,8,78
0,0,2601,238,87,41,63,16,8,78
387,54,1351,5,170,5,41,14,2,38
278,58,2006,5,170,5,41,14,2,38
178,90,911,5,170,5,41,14,2,38
262,32,1835,5,170,5,41,14,2,38
357,47,1340,5,170,5,41,14,2,38
288,56,1727,5,170,5,41,14,2,38
272,130,950,5,170,5,41,14,2,38
301,112,1024,5,170,5,41,14,2,38
304,70,984,5,170,5,41,14,2,38
230,88,741,5,170,5,41,14,2,38
325,63,1435,5,170,5,41,14,2,38
231,109,1138,5,170,5,41,14,2,38
273,70,1659,5,170,5,41,14,2,38
195,128,1224,5,170,5,41,14,2,38
232,118,721,5,170,5,41,14,2,38
0,0,2500,77,154,50,37,10,19,67
0,0,2227,77,154,50,37,10,19,67
0,0,1842,77,154,50,37,10,19,67
0,0,1996,77,154,50,37,10,19,67
0,0,2289,77,154,50,37,10,19,67
0,0,2012,77,154,50,37,10,19,67
0,0,1909,77,154,50,37,10,19,67
0,0,2471,77,154,50,37,10,19,67
0,0,2442,77,154,50,37,10,19,67
0,3145,8,77,154,50,37,10,19,67
0,1585,317,77,154,50,37,10,19,67
0,721,156,77,154,50,37,10,19,67
0,3348,11,77,154,50,37,10,19,67
0,0,1751,77,154,50,37,10,19,67
0,0,1680,77,154,50,37,10,19,67
141,0,2527,11,38,40,26,9,1,86
225,51,1223,11,38,40,26,9,1,86
309,0,2484,11,38,40,26,9,1,86
410,22,525,11,38,40,26,9,1,86
287,0,2595,11,38,40,26,9,1,86
336,0,2283,11,38,40,26,9,1,86
380,0,2268,11,38,40,26,9,1,86
308,0,2527,11,38,40,26,9,1,86
376,0,2384,11,38,40,26,9,1,86
221,0,2566,11,38,40,26,9,1,86
404,2,1318,11,38,40,26,9,1,86
294,0,2548,11,38,40,26,9,1,86
343,0,2332,11,38,40,26,9,1,86
330,0,2521,11,38,40,26,9,1,86
396,1,1987,11,38,40,26,9,1,86
0,1267,4,99,35,18,15,11,10,74
0,1393,6,99,35,18,15,11,10,74
0,315,928,99,35,18,15,11,10,74
0,0,2506,99,35,18,15,11,10,74
0,733,5,99,35,18,15,11,10,74
0,259,12,99,35,18,15,11,10,74
0,569,666,99,35,18,15,11,10,74
0,1240,135,99,35,18,15,11,10,74
0,1487,9,99,35,18,15,11,10,74
0,0,2541,99,35,18,15,11,10,74
0,0,2339,99,35,18,15,11,10,74
0,0,2325,99,35,18,15,11,10,74
0,679,2,99,35,18,15,11,10,74
119,424,696,99,35,18,15,11,10,74
0,106,1974,99,35,18,15,11,10,74
0,0,2362,145,54,17,34,13,12,72
0,0,2520,145,54,17,34,13,12,72
0,0,2392,145,54,17,34,13,12,72
0,0,2358,145,54,17,34,13,12,72
0,0,2577,145,54,17,34,13,12,72
0,0,2558,145,54,17,34,13,12,72
0,0,2449,145,54,17,34,13,12,72
0,0,2569,145,54,17,34,13,12,72
0,0,2288,145,54,17,34,13,12,72
0,0,2268,145,54,17,34,13,12,72
0,0,2601,145,54,17,34,13,12,72
0,0,2121,145,54,17,34,13,12,72
0,0,2559,145,54,17,34,13,12,72
0,0,2429,145,54,17,34,13,12,72
0,0,2551,145,54,17,34,13,12,72
0,0,2601,104,20,30,68,11,4,24
0,0,2601,104,20,30,68,11,4,24
0,0,2601,104,20,30,68,11,4,24
0,0,2601,104,20,30,68,11,4,24
