mean_wolves,mean_sheep,mean_grass,min_wolves,min_sheep,min_grass,max_wolves,max_sheep,max_grass,sd_wolves,sd_sheep,sd_grass,trend_wolves,trend_sheep,trend_grass,initial_number_sheep,initial_number_wolves,sheep_gain_from_food,wolves_gain_from_food,sheep_reproduce,wolves_reproduce,grass_regrowth,wolves_20,wolves_40,wolves_60,wolves_80,wolves_100,wolves_120,wolves_140,wolves_160,wolves_180,wolves_200,wolves_220,wolves_240,wolves_260,wolves_280,wolves_300,wolves_320,wolves_340,wolves_360,wolves_380,wolves_400,wolves_420,wolves_440,wolves_460,wolves_480,wolves_500,sheep_20,sheep_40,sheep_60,sheep_80,sheep_100,sheep_120,sheep_140,sheep_160,sheep_180,sheep_200,sheep_220,sheep_240,sheep_260,sheep_280,sheep_300,sheep_320,sheep_340,sheep_360,sheep_380,sheep_400,sheep_420,sheep_440,sheep_460,sheep_480,sheep_500,grass_20,grass_40,grass_60,grass_80,grass_100,grass_120,grass_140,grass_160,grass_180,grass_200,grass_220,grass_240,grass_260,grass_280,grass_300,grass_320,grass_340,grass_360,grass_380,grass_400,grass_420,grass_440,grass_460,grass_480,grass_500
997.3718514276458,31.96131141420544,1987.9698541853068,0,0,657.495634145137,3913.23202306419,276.225307272604,2828.724678282046,1300.089611519614,78.70160759279716,729.3859607853873,-15.857719236306384,-0.02817420559405541,20.58249694247585,215,244,14,95,18,17,36,2846.601722258475,1751.0179577578908,16.24580615969971,0,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,110.765453667906,6.143960907109813,0.06778685049538632,0.5346047763736309,0,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1.2257881898393703,1084.7925859960496,1747.0378575059606,2491.4570088678543,2576.222408243044,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307,2523.3491868750307
704.6411591525703,43.93497215290704,2573.0722834885805,0,0,2233.4901472728266,2697.0664127914174,328.8154471474699,3023.810729332164,892.9852056905036,98.6069588980292,152.5930560981398,-11.230228343019906,-0.04839638145401492,0.6121821655027366,225,227,45,55,17,14,1,1751.643220190903,1721.6747604069374,176.20468008187507,25.24152422485229,1.8945959538480064,1.8945959538480064,1.8945959538480064,1.8945959538480064,1.8945959538480064,1.8945959538480064,1.8945959538480064,1.8945959538480064,1.8945959538480064,1.8945959538480064,1.8945959538480064,1.8945959538480064,1.8945959538480064,1.8945959538480064,1.8945959538480064,1.8945959538480064,1.8945959538480064,1.8945959538480064,1.8945959538480064,1.8945959538480064,1.8945959538480064,54.4650328131131,0,0,0.7691677744522465,5.376235818906899,5.376235818906899,5.376235818906899,5.376235818906899,5.376235818906899,5.376235818906899,5.376235818906899,5.376235818906899,5.376235818906899,5.376235818906899,5.376235818906899,5.376235818906899,5.376235818906899,5.376235818906899,5.376235818906899,5.376235818906899,5.376235818906899,5.376235818906899,5.376235818906899,5.376235818906899,5.376235818906899,2611.8336443442627,2728.8097096706215,2562.626909511808,2685.227233037611,2614.636798835984,2614.636798835984,2614.636798835984,2614.636798835984,2614.636798835984,2614.636798835984,2614.636798835984,2614.636798835984,2614.636798835984,2614.636798835984,2614.636798835984,2614.636798835984,2614.636798835984,2614.636798835984,2614.636798835984,2614.636798835984,2614.636798835984,2614.636798835984,2614.636798835984,2614.636798835984,2614.636798835984
2997.4278594928887,1787.6776656120492,2149.5874040392187,0,0,97.59139567658548,15902.028159220576,16996.556986514017,2984.2930448573293,4787.544163925195,4319.875497785227,839.9554879940206,-3.0357967989134735,-0.5510889233752367,2.315306352301052,152,13,37,44,19,7,6,0,274.40382623057576,924.904107828942,2914.701319646127,9726.410659149662,15471.601816747088,12595.390218616996,6568.803056060071,2704.5386250173115,913.825500370935,533.1325018868225,0,0,0,0,277.61837859833247,30.95859434817592,30.95859434817592,30.95859434817592,30.95859434817592,30.95859434817592,30.95859434817592,30.95859434817592,30.95859434817592,30.95859434817592,4136.531669977382,16910.713750101044,9779.371774207422,218.0787568924813,0,0,0,0,46.580953325020886,0,0,170.5469936463075,0,94.69770783460112,0,0,157.31788681017645,157.31788681017645,157.31788681017645,157.31788681017645,157.31788681017645,157.31788681017645,157.31788681017645,157.31788681017645,157.31788681017645,598.4264694462707,533.2652901209927,232.5058123268762,1584.3815781040737,2698.9295773686945,2438.184003100894,2672.7451388021514,2554.3398977221905,2654.058905226432,2511.2824946421315,2333.093002165132,2752.4037385757033,2507.0812981418953,2683.525852555806,2486.697778319941,2516.689854998931,2274.4917630578566,2274.4917630578566,2274.4917630578566,2274.4917630578566,2274.4917630578566,2274.4917630578566,2274.4917630578566,2274.4917630578566,2274.4917630578566
60.442143699807,468.7153483914899,701.9289260870539,0,0,138.83979461879264,948.090660459688,927.8913105854836,2674.8961729055222,190.78514871179624,271.52605465332266,743.8565919261112,-0.0056919215238392,0.9436045938952138,-1.082134867518517,109,88,10,97,5,18,40,780.2894892788992,561.8701030178107,38.24401794178193,0,2.614721140087896,0,1.6245403447567872,1.9318973819356744,3.101760505085812,0,0,1.1699721794255191,2.0645940427098863,0,1.8853849465684205,1.49402147172402,0,0,0,6.415299419880713,2.4153642609992927,0,0,3.249941259263029,0,45.95574465059166,62.897097618162896,0,0,42.61250313625051,144.2377073936327,312.358765655889,681.8416555811091,881.4239138429707,838.2034863797514,730.6698141776451,698.3980921921384,573.6298940762451,590.8163477688953,557.7726488331248,598.298015502751,636.3762160342451,611.596832780432,562.6755402420794,599.8589493450187,580.0882969870389,567.9396647903621,580.8815754934064,615.6359805607392,556.8296039349574,1234.9350521835213,1794.1936513630233,2565.3412202671225,2631.760908024468,1920.096842159582,1253.7257421980728,618.3404122210742,249.64302566726005,208.5086472523944,231.67092793216148,233.7043687498184,245.62134492178384,316.4063148785986,234.77883300978937,292.4245632209686,301.42413650540385,284.232054484762,400.082279541866,251.3345994730244,347.0142709669742,264.03761740009946,322.7308166210402,280.755210259165,240.41469614352968,282.6681577625969
302.7825705134942,64.98375396967288,1654.906269855151,0,0,336.4215572435808,685.0203816684834,231.62058335760315,2727.8841401467894,162.43220084326575,60.76351448466705,605.712555173633,0.11732990598394688,0.11795639836089028,-1.2955885680355783,46,189,9,52,16,3,53,310.8571685628243,351.8917400607325,530.1874378285304,613.5281601595846,575.3614340872753,377.79923239726537,173.53995311513228,82.29514034289225,49.76263967638116,75.10334794703822,69.21546489326046,0,136.81990101126095,303.70119605871804,300.0106122752922,401.3780005636824,422.6312460898735,437.8034371936868,437.61475382702577,392.6595893291829,377.51157221885575,322.1095478876766,310.2110699212774,335.8304776366496,362.5626252818381,166.05239837379781,205.6873557188267,57.30711319277228,12.35087619868099,3.8357584070557578,3.943971711495598,3.078617913370489,13.509393767624346,87.40836772693908,115.3184609402881,14.475364545319724,3.525547377496851,7.335631807404765,36.00382126835988,61.56231297795512,180.25407071872135,68.779234604043,38.30340214148146,40.495019012014005,55.38084784444763,58.43342160122917,71.16458880686676,81.51479802398985,211.82720857484892,68.15333830975403,1157.0840852723554,397.3718257990248,530.5375255777778,1504.4762547658124,2236.611513403307,2375.9068304004204,2574.2547660058276,2343.495545900484,2104.71828500395,1815.5236297285037,1941.6608590455555,2668.3433055355995,2468.3978958239795,2012.305441305498,1718.7950385618378,1088.3145317001756,926.522465714099,1284.3864959038665,1668.140815938624,1706.0541488793142,1501.212225884937,1720.710525518591,1255.9797611511997,964.213647558504,1215.9930421171591
283.2546906881431,9.8207086494435,1870.864106884266,0,0,853.2136638798943,1020.8425761499695,131.65521939307342,2907.0875346241546,349.2718514900801,27.058103536149805,578.5494891301402,-7.673603282128689,-0.02704182673302622,21.419594823415185,137,196,2,75,17,16,63,993.065497149648,140.07487023161255,0,7.671011982231671,7.671011982231671,7.671011982231671,7.671011982231671,7.671011982231671,7.671011982231671,7.671011982231671,7.671011982231671,7.671011982231671,7.671011982231671,7.671011982231671,7.671011982231671,7.671011982231671,7.671011982231671,7.671011982231671,7.671011982231671,7.671011982231671,7.671011982231671,7.671011982231671,7.671011982231671,7.671011982231671,7.671011982231671,1.0633848317505898,0.07446955043543664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1322.3161706101,1812.5902735937527,2102.9043117332712,2493.980937371181,2493.980937371181,2493.980937371181,2493.980937371181,2493.980937371181,2493.980937371181,2493.980937371181,2493.980937371181,2493.980937371181,2493.980937371181,2493.980937371181,2493.980937371181,2493.980937371181,2493.980937371181,2493.980937371181,2493.980937371181,2493.980937371181,2493.980937371181,2493.980937371181,2493.980937371181,2493.980937371181,2493.980937371181
551.3384557310237,61.32440377584801,1423.081496111045,0,0,19.101021263463224,2362.3549811276303,492.4933193485953,2749.8896594402013,744.3613969270089,138.6003540560171,981.7038839412356,-4.949921334620211,-0.05801630924115004,19.555392852366637,232,108,16,67,14,11,84,660.2902318886835,2291.8986963208913,1085.3073076400583,154.75906705221632,0,26.437957634458023,87.47039401898446,87.47039401898446,87.47039401898446,87.47039401898446,87.47039401898446,87.47039401898446,87.47039401898446,87.47039401898446,87.47039401898446,87.47039401898446,87.47039401898446,87.47039401898446,87.47039401898446,87.47039401898446,87.47039401898446,87.47039401898446,87.47039401898446,87.47039401898446,87.47039401898446,311.99788641578624,0,2.781922257706958,0,2.3649150952559816,7.835631478077967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.101021263463224,423.3281797159067,740.1447437134854,939.9827415873286,2425.0490709465257,2675.5945336966824,2554.1843412097464,2554.1843412097464,2554.1843412097464,2554.1843412097464,2554.1843412097464,2554.1843412097464,2554.1843412097464,2554.1843412097464,2554.1843412097464,2554.1843412097464,2554.1843412097464,2554.1843412097464,2554.1843412097464,2554.1843412097464,2554.1843412097464,2554.1843412097464,2554.1843412097464,2554.1843412097464,2554.1843412097464
349.02700189844614,13.194886689661256,1687.562302611347,0,0,934.4857076290076,1041.0153464629518,88.33340744495732,2705.050966262041,362.1864212649794,26.33956615236885,496.4215587908203,-8.331087945565931,-0.09883306251316748,17.283847494550894,86,162,28,90,8,14,76,859.8554332865981,611.2100641774298,83.73690641464174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.87107304595488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934.4857076290076,1396.0586577705444,1662.754868799315,2150.4549422001787,2150.4549422001787,2150.4549422001787,2150.4549422001787,2150.4549422001787,2150.4549422001787,2150.4549422001787,2150.4549422001787,2150.4549422001787,2150.4549422001787,2150.4549422001787,2150.4549422001787,2150.4549422001787,2150.4549422001787,2150.4549422001787,2150.4549422001787,2150.4549422001787,2150.4549422001787,2150.4549422001787,2150.4549422001787,2150.4549422001787,2150.4549422001787
10.377856900153803,2723.813814396384,620.9592534094463,0,0,66.57002732010909,371.93966693334295,5628.012378632164,2514.2655260323554,51.74666078122604,1769.0359440393852,775.0361621775075,0,7.958006570840878,-2.0526270628296928,16,214,27,21,4,15,19,62.68569777632423,0,0,0,0.0012111925785549,0,0.4032170208248951,0.43368356847744394,0,0.6258844262378579,0.04135092736938189,0,0,0.6704108029801819,0,0,0.375684525423474,0.5008626363036702,0,0,0,0.4221001901587579,0,0.4270699151201175,0.840518485701061,96.39048960469532,0,0,0,320.27385155035313,448.2873580653578,763.7336101419143,1843.7811115513953,2851.599606556981,4474.344895207466,5280.406627540169,5263.591811277829,4582.37976668278,4159.94207678658,3833.172740748229,3503.587089084901,3627.6828233871856,3800.6049525643552,3751.8079613417303,3723.5993870808807,3466.3900941003108,3485.062126359879,3531.806425136865,3550.35431070765,3330.2335640073375,2486.077248395026,2469.3783345599822,2191.9164726447943,1906.1075855479112,1336.3247390716112,958.2050441339588,520.3088840624564,335.69720504592993,217.362788654634,128.13264665187967,171.76062677661955,194.15120235807944,145.9503775677989,213.35635737227256,93.79117965503674,174.70357965851875,133.9383096264691,154.20747968061107,118.23829610869156,152.62492451159036,107.1171802167204,209.75073231164473,236.46404917368372,137.20780650004923,175.67493183571722
222.16271164211457,18.042420216147192,2369.4512260842944,0,0,1100.9856059962513,648.26685136495,192.8268331056867,2959.249442230396,231.422236885589,43.36453952643608,434.93648984601464,-3.072178458356806,-0.02961921320917848,3.91426497448613,202,200,8,72,5,5,17,445.2203956622593,634.7660509500129,521.2596901212476,231.1506594605878,83.54150288700357,49.706120636329416,5.250532655168829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.06630331546023,7.556521581546495,0,0,0.5560072748437094,0,0,0.5790762039928883,1.3902626905660906,1.3902626905660906,1.3902626905660906,1.3902626905660906,1.3902626905660906,1.3902626905660906,1.3902626905660906,1.3902626905660906,1.3902626905660906,1.3902626905660906,1.3902626905660906,1.3902626905660906,1.3902626905660906,1.3902626905660906,1.3902626905660906,1.3902626905660906,1.3902626905660906,1536.9323068172616,2504.5386892712477,2751.301120396991,2705.6828203651676,2496.5214437274144,2664.8568169711484,2539.763041987176,2281.4301889920125,2613.9445845739147,2613.9445845739147,2613.9445845739147,2613.9445845739147,2613.9445845739147,2613.9445845739147,2613.9445845739147,2613.9445845739147,2613.9445845739147,2613.9445845739147,2613.9445845739147,2613.9445845739147,2613.9445845739147,2613.9445845739147,2613.9445845739147,2613.9445845739147,2613.9445845739147
