mean_wolves,mean_sheep,mean_grass,min_wolves,min_sheep,min_grass,max_wolves,max_sheep,max_grass,sd_wolves,sd_sheep,sd_grass,trend_wolves,trend_sheep,trend_grass,initial_number_sheep,initial_number_wolves,sheep_gain_from_food,wolves_gain_from_food,sheep_reproduce,wolves_reproduce,grass_regrowth,wolves_0,wolves_10,wolves_20,wolves_30,wolves_40,wolves_50,wolves_60,wolves_70,wolves_80,wolves_90,wolves_100,wolves_110,wolves_120,wolves_130,wolves_140,wolves_150,wolves_160,wolves_170,wolves_180,wolves_190,wolves_200,wolves_210,wolves_220,wolves_230,wolves_240,wolves_250,wolves_260,wolves_270,wolves_280,wolves_290,wolves_300,wolves_310,wolves_320,wolves_330,wolves_340,wolves_350,wolves_360,wolves_370,wolves_380,wolves_390,wolves_400,wolves_410,wolves_420,wolves_430,wolves_440,wolves_450,wolves_460,wolves_470,wolves_480,wolves_490,wolves_500,wolves_510,sheep_0,sheep_10,sheep_20,sheep_30,sheep_40,sheep_50,sheep_60,sheep_70,sheep_80,sheep_90,sheep_100,sheep_110,sheep_120,sheep_130,sheep_140,sheep_150,sheep_160,sheep_170,sheep_180,sheep_190,sheep_200,sheep_210,sheep_220,sheep_230,sheep_240,sheep_250,sheep_260,sheep_270,sheep_280,sheep_290,sheep_300,sheep_310,sheep_320,sheep_330,sheep_340,sheep_350,sheep_360,sheep_370,sheep_380,sheep_390,sheep_400,sheep_410,sheep_420,sheep_430,sheep_440,sheep_450,sheep_460,sheep_470,sheep_480,sheep_490,sheep_500,sheep_510,grass_0,grass_10,grass_20,grass_30,grass_40,grass_50,grass_60,grass_70,grass_80,grass_90,grass_100,grass_110,grass_120,grass_130,grass_140,grass_150,grass_160,grass_170,grass_180,grass_190,grass_200,grass_210,grass_220,grass_230,grass_240,grass_250,grass_260,grass_270,grass_280,grass_290,grass_300,grass_310,grass_320,grass_330,grass_340,grass_350,grass_360,grass_370,grass_380,grass_390,grass_400,grass_410,grass_420,grass_430,grass_440,grass_450,grass_460,grass_470,grass_480,grass_490,grass_500,grass_510
218.51738790166976,6.9418355075997065,2464.4300159345667,0,0,428.9886263267361,3972.837532815322,282.82829583311354,2997.979484438196,730.1762043461229,38.53780527397639,452.2194457681174,-0.01372462783850523,0,0.4050840134394153,215,244,14,95,18,17,36,580.1788762723875,2021.6809509442733,3689.384134940687,3042.4577710362582,994.897463281461,258.46441357049616,30.187734574932666,8.419014040613337,0,4.965805426274619,0,4.205033585710212,0,0,2.209886986980394,4.504999549244778,14.13638841925763,0,3.8107110856120423,29.24413221890841,0,13.364167367508244,0,0,0,0,17.359497704993146,17.900278216514653,9.462638901016147,5.417861923121032,21.030387096654557,0,15.09922080463395,0,0,0.09800619318176246,0,5.934041099009323,17.777653209059196,0,0,0,0,7.152364030735051,0,24.4383698775448,0,2.993929425007245,0,0,0,0,273.4473241034193,48.621161487039934,0,0,0.32316960807507167,0,0.01610563910970856,0.2831890326043622,0.02062017436505162,0.6905241235959155,0,0,0.5094774560193251,0.41769803968790487,0.5523892508614988,0,0.05293650364702586,0,0.2185419479160844,0,0,0.5860050575312297,0.4505136299712473,0,0,0,0.06056551962563374,0.01350838456554575,0.39814653142155165,0,0,0,0.12734095799783504,0.13382888051197817,0,1.098898178617443,0.5331626315335319,0.7341278035213195,0,0.1655681309364811,0,0,0,0,0.10014615776598064,0,0.18108001096327744,0.7014665089018802,0,0.24975029855013708,0.24975029855013708,0.24975029855013708,855.34281535477,817.0962118571122,932.230250780416,1306.838575235661,2287.486921810061,2518.434006791592,2561.838332952488,2529.6615776225344,2626.285578272806,2734.8294263066555,2522.994888134234,2430.5643849962653,2682.6783646652116,2771.351477609463,2508.230393617204,2447.3738252023795,2551.426499585052,2697.7967464429425,2255.0609344110776,2600.010061765667,2515.81989701053,2611.8357067648476,2539.963379796012,2746.5973485183554,2771.9538127410924,2484.3580257617577,2723.8203253374395,2564.323659927246,2738.2253493904377,2455.0264099093483,2725.1081809583184,2598.6576783219134,2832.883673808242,2612.366560638439,2328.5007359629626,2264.455361769476,2714.8270150554767,2679.763671781899,2919.8859021506346,2680.2660568123565,2320.9924452388987,2568.987038202972,2634.0590780972666,2258.1919164845754,2410.73456347894,2380.788252243823,2407.9559541743047,2401.5149660281527,2454.677167652515,2474.570726689711,2474.570726689711,2474.570726689711
241.52866080262945,8.106810689790727,2463.9898854798616,0,0,616.5255701600713,4596.5049577320715,321.39836785687993,3022.402701171395,819.9723644817991,44.74471196800817,454.4329970298387,-0.01016575758628319,0,0.45925880808765823,215,244,14,95,18,17,36,721.624400387959,2543.1749428448848,4596.5049577320715,2938.4653837913684,907.8277124376502,214.9045605696927,12.364760958855635,16.78150842201607,1.51691751503827,0,0,0,0,0,9.248330134977625,2.406161100741317,14.546444521263371,9.45375257504326,0,0,0,0,0,26.71040508497591,0,0,0.6995630203377768,0,13.335140078791197,5.51697815109566,13.005146258811669,3.3004934742156693,6.268519236200152,6.755989029163328,2.3415049720102483,0,0,0.5823722983156155,21.01380980543573,5.8599849996757065,12.283408371874634,12.983849542796635,22.992591910885334,32.86697331643114,8.983294163916565,0,1.640561121579415,0,0,0,0,0,309.25784481661753,23.01557520822449,0.6346542246077042,0,0,0,0,0,0,0,0.10296949254912312,0.08373112227143473,0.7518043302907786,0,0.07973449363132648,0.2771488972711554,1.0016208317151292,0.052665013827785,0.38882334516487704,0.420882456233265,0,0.15922767898669185,0.25964306048904506,0,0.8455606508616975,0.8330244768363022,0,0,0,0.0969317833023245,0,0.21965002274209677,0,0,0.7873750255097133,0,0.7782041162156215,1.0955372241521384,0.08421419758262542,0.21160391808692464,0,0.31097181117916595,0.742061645927034,0,0.40483586344063505,0.20605127314804556,0.2391021520804607,0,0,0,0,0,858.3418531387064,842.4249166410424,1020.8206103213006,1877.002429875114,2405.9982999220224,2448.0460587223706,2864.34040906505,2223.3936915947697,2448.8395959606046,2374.098358408027,2567.807186109809,2462.7059171726683,2525.146569189871,2708.527097717359,2509.8695157823836,2518.482266088196,2574.8361159898755,2603.5095685618503,2688.8570581607614,2580.990760295418,2348.3678278948473,2424.594510844265,2885.293962104874,2742.0546123129575,2737.1902601270294,2661.423049084194,2581.646935927872,2880.041152183918,2550.9149420486697,2576.7642509645493,2333.141341431008,2609.180067693806,2469.3620730748617,2662.798722548177,2506.3001504611448,2674.721097139388,2546.8101098176357,2727.719032654937,2637.227186838604,2389.707099986244,2391.803298587426,2573.276419873553,2671.0978766000912,2632.643692227159,2701.9531200194565,2736.7084684002866,2430.957206701231,2675.365999590069,2496.841894988132,2676.096220817791,2676.096220817791,2676.096220817791
202.6334797725092,6.494034484561248,2475.465944367205,0,0,678.038006258057,3748.7561693614048,277.50188872460745,3224.8930550349546,678.7867792964981,37.4574673172231,424.1670297875226,-0.01553017266239064,0,0.3785285993681752,215,244,14,95,18,17,36,855.7640223172258,2629.155792983949,3560.834241388291,1905.771718843209,584.1413772420491,115.30803153964229,32.5231936597914,0,9.466571671769437,1.75626664264428,0,0,1.0969993332688883,1.8921384778706791,0.347926628155837,11.82248918143875,2.214370031321097,4.795130123651637,15.980665900181716,6.142876781964515,11.250747097367732,26.646653721287866,11.199239849917644,8.411521188444935,1.5978773212959094,0,17.371694050346253,5.529444505538082,11.803318712877662,0,19.99098463464275,0,0,0,0,0,0,8.489472953850044,0,0,0,0,2.2232832778287692,0,1.5207925192299032,0,0,0.9692297317118214,24.512637657311704,7.325640541635254,7.325640541635254,7.325640541635254,246.2690577490976,4.882287970860068,0.12990144657693722,0.18323476055346327,0.5895848432650932,0,0.0838299212611925,0.40932443608224106,0.4712767702914909,0.2115354921821004,0.18666262501058437,0,0,0,0,0,0.537923191830865,0,0,0,0.01369160533586875,0.4018469371862865,0,0.6699162756372382,0,0,0,0.6531736658593873,0,0,0,0,0,0,0,0.5292907637646443,0,0.05525451836553819,0.39353697420794087,0,0.00270065629458798,0.3616270357431793,0.00699783838059892,0,0.14745540919081304,0.31395201485739654,0,0,0,0,0,0,958.244850977204,1033.3359484893904,901.091726602205,1774.828649499911,2377.90035649654,2603.3037182105,2550.724038227338,2778.317125699614,2727.920851519421,2719.9514789899126,2473.174937508045,2654.883315099213,2767.407997505781,2490.2366888938395,2578.0649146422033,2792.2938992911827,2462.44091066256,2536.3860622599595,2753.267162526835,2635.72977844701,2554.751982203339,2645.0905565539592,2544.248931327819,2579.8974252971866,2710.638612967259,2466.370692324408,2669.0185716806586,2602.5905025495936,2646.8667568941964,2551.557418785915,2468.382510104927,2704.715880472668,2507.5235369819247,2432.4072013418795,2601.5519670601266,2808.7302477446156,2535.630346426572,2819.8379385405933,2479.240782242964,2494.796395181438,2528.4191194930827,2697.9722788498375,2940.252041392286,2616.207174429046,2558.5063781665017,2688.403767600847,2510.09597315793,2705.4284493786986,2869.1418147392715,2644.9997139912,2644.9997139912,2644.9997139912
219.74696557252844,6.679019752749962,2479.2354837983207,0,0,489.01034771405546,4109.747361286487,291.3642868835243,3059.750020893337,747.4126484507862,37.93139961584897,445.5372094290829,-0.0195237266646088,0,0.32489474167606847,215,244,14,95,18,17,36,876.0898942113553,876.0898942113553,2706.9153436294705,4087.9033481739943,2299.893096304038,596.3268365285604,114.8998739901985,33.644498953968366,13.491777033646713,0,0,11.193364590663498,7.149884015187134,0,0.719509906356991,0,5.4614474347357485,22.393556882369964,0,0,0,0.2352724941829955,25.320850529675145,0,0,0,0,2.747190569821872,0.22029465172225884,0,1.604029378466004,0,0,4.6801284115477255,0,0,0,0,8.377321754383818,0,0,0,19.98297008431399,10.285932175554349,0,0,0,21.697748790086976,0,9.591516472873243,0,0,249.45235057284052,249.45235057284052,24.1938362579843,0,0.37269234390628186,0.07825382152167915,0.1617662798651506,0.10660247943270693,0,0.32185424942854446,0,0,0,0.27186557094229546,0.07257248513779968,0,0.5570060501916285,0,0.374475176231658,0,0,0.4597413708105401,0,0.04778397495082566,0,0.4217862059047941,0.8871491291080963,0,0.4550833126171235,0.6800678973996415,0,0,0,0.4535024545962502,0.30551845106171466,0,0.4667427304425336,0,0.05167863027646257,0,0,0.1330361488855004,0.2687827668883471,0.20953149163304627,0,0.3665977164565381,0.6246186831334218,0,0.8245986995695798,0,0.3210718427012592,0.3210718427012592,634.0152783427887,634.0152783427887,935.227726607642,1294.2557357216465,1525.5941302747224,2627.1913004426306,2640.8193291262687,2533.401953813951,2621.1367176431468,2453.7906251360714,2472.976235733877,2402.0784402417457,2865.678845056285,2700.8635846426423,2642.135848092502,2669.461632451957,2598.565229997105,2685.4539086048694,2598.3700596018234,2735.0469855157726,2477.6198409488557,2587.8396565123207,2359.8466926476876,2348.466529907842,2335.7689711670378,2605.2573320204774,2584.703502401491,2547.3516194897975,2499.3425886789178,2690.933923019154,2703.389465836008,2604.422669797177,2656.754094254085,2749.0584727964883,2766.7864865446927,2400.0479605547007,2471.039015215699,2439.23997199951,2605.3441347400035,2622.090987165561,2768.248390527358,2439.0779085822255,2368.576133845906,2663.8054584946262,2246.5724344775326,2560.22439917932,2603.391951717892,2466.0936076428334,2624.245876025874,2761.6349627807967,2649.0624149902605,2649.0624149902605
212.454449929821,6.7691899799337385,2482.9091829639574,0,0,498.8584955766767,4116.497669496783,283.97587235512276,3059.3298951699194,732.012180309544,38.81170342397552,438.77381005438787,-0.01731559883742597,0,0.30608906922928925,215,244,14,95,18,17,36,1010.291547856064,1010.291547856064,1010.291547856064,3058.122708508678,3922.304302703211,1668.1038015898732,432.03483919681474,74.60602761555258,4.642878191923014,10.313814899197276,0,0,4.675543054712123,0,9.46857951017603,0,0.9844258035169636,0,20.821475423624616,6.024059664784464,6.399995915967586,0,0,0,0,0,0,23.81123035308464,0,1.0726259056620275,0,0,0,4.434326294754631,10.754349182338135,17.154666010313257,0,0,0,2.712953132361694,7.340170196961426,9.434188287801534,3.8664201342277904,0,17.036094740770242,1.6432270849150643,1.655532949092818,0,7.200549633013603,0,14.515504099911428,7.654788466351151,234.2467802963851,234.2467802963851,234.2467802963851,1.9400039463781824,0.5882256762615736,0,0.613385701689454,0.09532956070583974,0,0,0.306334794141646,0.7413394754155127,0,0.01308366606151435,0.31442437744235635,0.3855288069637626,0.00867478554545277,0.06768111087700696,0.41663261939954455,0.430631665962824,0,0,0,0,0.07751101151079647,0.9214221719498122,0,0,0.084948697815944,0.00838532146994184,0.25577413488500267,0,0.1585064376146984,0,0,0.1191041251902303,0,0.02554447655485851,0.3725544672380065,0.31537589244968,0,0,0.8327772615526974,0,0,0.1756366567437477,0,0,0.4472469532783257,0.12176636908149924,0,0.1499031284471267,673.8674182783474,673.8674182783474,673.8674182783474,922.9003123117,1450.7525196231618,1546.2346631545768,2697.022220201909,2560.814339241079,2378.3140089927915,2801.516953711142,2573.14703186927,2688.8505986251907,2616.4731121775835,2913.969074843804,2697.659830561036,2509.272772352205,2665.8399564843853,2339.864793552204,2669.0656460985447,2615.884003678549,2831.3695796648863,2854.089390738443,2441.773558374522,2795.839118256956,2382.111136903255,2528.039756700829,2796.4473157531856,2547.737781680401,2683.3022874934923,2272.1066278230223,2565.8744032238656,2400.4121392933635,2768.8324924786407,2488.4411869931687,2384.262359628369,2709.248427199204,3048.444308222566,2701.2246291832307,2664.045456752074,2557.3485023339704,2659.9784641172414,2576.297458489979,2441.5154715323138,2458.5144219626945,2472.4344541615305,2581.0874176917587,2996.3175203727787,2505.820582435695,2589.6006524817053,2794.1257860360283,2419.1406588821383,2682.2982791664267
199.83274768601464,5.569320681724189,2482.4205536918025,0,0,682.6175933927394,3837.4143161587153,271.81678591737085,3003.4528529073914,689.6643967917017,33.996200039513184,423.7938346255213,-0.01180502685884799,0,0.4506393241904717,215,244,14,95,18,17,36,1171.966471515492,1171.966471515492,1171.966471515492,3080.2549888500143,3452.8651311371245,1502.149014806608,283.41793846656094,100.499107038988,12.872233298620358,0,4.503325985991571,0,2.0425113506540127,0,0.5195795542368706,19.512934598137058,0,5.499833078429715,0,0,9.822863134606791,0,0,8.170467687235801,2.1364569803112032,0,0,11.951681342041246,0,9.146714800548663,0,0,0,0,4.312226021012117,19.503632947908915,24.18518215777027,22.96264352991932,1.759793116691062,0,2.7156350375331004,4.3967069558497265,0,0,0,7.1642227247567165,0,5.869179714922861,0,18.67148581212131,0,14.259405401249587,152.18371754868858,152.18371754868858,152.18371754868858,0,0,0,0.08189388165773642,0,0,0.07918566199854615,0.365021961820983,0,0,0.20018658448196217,0,0,0,0.24994344869124577,0.6736376038739726,0,0.6846518643321271,0,0.1695631884130383,0,0.9058563703365862,0,0,0,0.14282120061397144,0,0,0.3424283212633423,0,0.5093232617944651,0,0,0.38241281729938087,0.07746269184848546,0,0.5417302327764554,0.306507055391404,0,0.02825124001341278,0.5419024554792206,0,0.366703540171515,0.5891209051238109,0.3408563194427006,0,0.1585434282338611,0,0.27858380528512333,801.6961466507747,801.6961466507747,801.6961466507747,916.7569434493872,1333.297697976897,2006.7594765173576,2750.164152776432,2555.3028956083003,2767.7078084665045,2582.285556733659,2570.107352792135,2840.130879993563,2594.6827967425,2478.1265376703386,2681.7621683016346,2646.8457441502055,2410.541624061942,2445.3305592536703,2623.459942665073,2445.137087634057,2896.15141619533,2483.5336597992714,2883.5645509102037,2586.435868693695,2618.3516377032684,2560.602959466393,2825.253943706559,2533.699637045156,2398.184531774962,2782.7643933376644,2643.9163478767928,2703.9134423772116,2544.2370241789276,2518.9357489060076,2561.6029275446767,2596.9699213373938,2578.747655206029,2630.203530323001,2290.415893160169,2632.8459955544577,2455.395042092237,2543.9573918853825,2379.9251713791286,2295.870027922355,2703.7857726896627,2563.9467551793405,2745.525365435972,2705.1391037473745,2398.055874568431,2625.2880757260077,2758.6759635279323,2823.1328507278763
208.8184863855267,6.855835805589044,2474.39486697878,0,0,535.6714949730243,4174.679514172357,293.3922373105142,2965.4208300311457,720.3508235395394,40.00440808545153,434.3845635543467,-0.00855033992418102,0,0.4304263023377142,215,244,14,95,18,17,36,645.0551542299204,2174.4123903432146,4056.25732417283,2444.4231958841615,734.6840781530287,125.0122793270281,22.34846177163672,0,20.749332083401622,0,0,0,11.949931514873576,0,0,10.693760583938287,0,10.95774518439216,0,0,0.24185273471133084,0,12.319764616336885,1.9670938472348825,0,0,11.219175446114834,20.77053452534332,0,0,5.723448477545281,0,13.408842970520336,9.95983908081629,0,0,0.2412250492557571,5.818765612676847,12.233460660211811,0,1.035402250898258,0,10.134285212368432,16.776959200672874,0,0,0,5.6371803453083995,14.75742377945016,0,0,0,292.7091097804808,18.90306850032472,0,0.1103559091121336,0,0.46567660482565304,0,0.38634698956013014,0.2597528644975785,0,0,0.18589472404170007,0.03139213710205393,0,0.1748314806618355,0,0.06965822914457755,0.24734948261328055,0,0.05585089828909326,0,0.4082730665893108,0.24814474463669153,0.18257736814778291,0.19896366425595796,0.8834590556888448,0.4275016446510612,0,0,0,0.587896992472503,0.5977009422851908,0.48854723153994967,0,0,0.23372713117066057,0,0,0.20357675011549303,0,0.09915055126017217,0.32386211347215843,0,0,0.31102639191895537,0,0.3550265859530601,0,0.15771729748222024,0,0,0,682.9839477784603,860.2838229602723,1130.20936147821,1781.1758172459938,2468.4698190100503,2494.800539793334,2391.4133060976105,2653.029914932474,2405.8044116877422,2440.029864034564,2625.0491835184034,2545.6251032507907,2563.5956981562504,2591.3907286856524,2781.6947014128964,2667.5322790427836,2767.6046085949206,2748.322375059205,2682.2471382043477,2915.7438706223556,2487.106586455469,2640.7367301552763,2565.368115050634,2517.9918166302336,2688.7128773465415,2703.8835347744534,2604.987349880651,2253.816471576828,2518.044373167888,2781.507554441301,2615.2484850178107,2736.36502722117,2726.1277038498415,2632.6069435358218,2792.641447240516,2686.404649409037,2604.4100075307224,2514.743359121416,2750.7672073050308,2854.1386704208767,2753.8516734113205,2543.9027586470015,2352.5097042415982,2713.1286168072297,2542.6692542920505,2508.285067038438,2543.9000122997227,2613.070504510762,2777.4192787279612,2632.3207743733965,2632.3207743733965,2632.3207743733965
217.69708457492385,6.846101336111792,2473.0170899831996,0,0,424.0070501812696,4251.77848876616,289.3745287559326,2991.3885135882056,753.8021676832436,39.55590678437593,443.8042753057411,-0.01383926928187009,0,0.3997564424116433,215,244,14,95,18,17,36,941.778741023086,2880.5409085939373,4244.5594266062635,2039.8399516145823,462.5483095628544,118.5148336879686,41.72641795953345,16.336197125432296,1.4750705464297371,7.563619172262845,9.777485084450523,1.617890599927983,0,0.5455773716410116,0,0.6124685429378736,18.427785869712046,0,0,2.3707737493933276,0,0,11.426329304554203,11.618460571052283,0,0,1.0866197151248806,0,0,1.9502216361436933,0,0,0,0,0,0,0,1.875226929531889,1.1556774565918446,17.904216771548008,7.430240657765512,0,0,0,3.61144855202007,0,2.127793412674823,0,2.8399040963617974,20.79408522855061,20.79408522855061,20.79408522855061,245.7715067728951,9.081756299983876,0,0,0.00280217296670477,0.01924979275129677,0.06295783697935166,0,0.3063852330942344,0.06534124389072268,0.6067989094164029,0.34287141888121164,0,0,0.06628711207633123,0.3677938296543488,0,1.2304849363448152,0.03689614396999047,0.2237196834714769,0.20446308842154473,0.193178356329114,0.08218838516429874,0,0.946056107360701,0.09866175152076466,0.14600357906459968,0.12297019937674532,0.752813489703204,0,0,0.3338319163634247,0,0.1988116587822003,0,0.4422954283665617,0,0,0.3945531097439382,0,0.7868677279586762,0.2103534856848004,0,0,0.4595147014955476,0.2378586634723841,0,0,0.4088524215534154,0.30474990396775614,0.30474990396775614,0.30474990396775614,606.7065278014127,982.5957902872384,1362.479707156987,1664.7032672670873,2573.5703924398294,2626.098926609701,2585.772757092865,2746.7264055340806,2806.324037724266,2618.4281664320492,2547.4981449185216,2476.8248315341643,2672.4376566208266,2495.163706111299,2858.2811166247648,2467.8556555475957,2787.8914749969545,2695.3616112505406,2777.8842458261693,2697.347180073873,2637.7824933572215,2334.9084601996824,2741.4089700778254,2513.957713692535,2882.1389957378697,2581.442109549337,2622.42625789597,2725.271972602795,2547.9647849367234,2594.986275081986,2608.959119115819,2631.249486867574,2446.258733471016,2648.2727644509496,2273.0573433701015,2671.9668213316045,2548.401296226133,2584.954903244758,2597.128594702422,2404.4925288241025,2675.899118771205,2495.216488214054,2637.247413504406,2708.8531719302027,2405.753245010041,2658.2259242211144,2567.9352993416665,2270.997905755103,2902.7809227581633,2459.760042170006,2459.760042170006,2459.760042170006
211.04360432002736,6.560286339834593,2482.9646413675973,0,0,512.6810191025081,3993.0294317201215,269.7332322488854,3125.9148990872413,711.0672304692441,36.85853712846993,443.8107825170185,-0.02489673489612699,0,0.3122403301855802,215,244,14,95,18,17,36,602.1611232105424,2047.8505418674536,3867.6422882223023,2616.780799738954,966.6452159076928,172.31721287785206,48.07990557765589,33.21887801390173,19.072985019270607,4.046417166531098,6.633871755748352,8.953021732114278,0,0.9203869916387676,0,5.236931674461688,0,0,6.27910008176173,23.458821365156496,6.476819504833645,3.6271868340965017,3.821128459941312,13.548089490190089,0.6017020838017734,14.202319751403172,5.617376218968239,0,0,15.19001227695682,31.83542661476484,0,29.497229101078084,5.918191383754789,0,0,0,0,0,5.418637000484183,3.992516195353885,0,7.4749877816444,20.477102506296248,0.00103120743182131,0,2.375933706004007,6.239965240271017,0,0.701327597812483,0.701327597812483,0.701327597812483,260.05929464691343,46.448179679592435,0,0.1459337847981627,0,0,0.1144458190864335,0.7428785169768808,0.851870842997335,0,0.08137694752557328,0,0.0987478604069938,0,0,0.6777048917452069,0.6630437740876894,0,1.14446077735504,0,0,0.7007087735080282,0.11499762265166076,0,0,0,0.36942061407122145,0,0.47377160807566265,0,0.5002424579690176,0,0,0.04044082299393379,0.4631207620510167,1.027978800643841,1.072308518740543,0.2333307636451877,0,0.4913232178981762,0.4850075957374668,0.32559995342291165,0,0,0.00297209319655841,0,0.22612491610544133,0.02889976748623809,0.1717985298420317,0.14110569459379302,0.14110569459379302,0.14110569459379302,779.9621492634222,826.381674332671,1305.920668055277,1743.523993680703,2360.022971544236,2414.7508157508964,2635.2728237319907,2766.6111791689955,2686.3539260786956,2401.429755323634,2655.1210527167495,2537.1294365281124,2686.791894720807,2505.9601336519895,2549.5767534920446,2712.709724761075,2734.450682334787,2838.133344774047,2870.6042284416344,2425.8989922003034,2449.6597165037883,2491.9458256330645,2678.907518149081,2453.7177056428145,2465.5706839572726,2550.2140579755655,2764.900902995985,2497.333125008084,2621.342407327079,2606.8134791021052,2608.0813688520607,2519.227394689207,2404.212630132278,2415.209148792575,2457.724051856036,2236.5838349165324,2693.5926037861395,2508.7741883590193,2374.71461365111,2395.758919906183,2296.909862972804,2296.9823110636707,2573.688248995189,2605.019686495201,2800.306322535307,2467.9455581910183,2655.464353698844,2577.6178657151963,2640.4566910901667,2547.8611683319305,2547.8611683319305,2547.8611683319305
224.00152649564689,7.048081420905202,2486.8602661140035,0,0,455.1970618804331,4150.782595937445,301.6038229641427,3035.7017338242294,746.7174838519235,40.50289545930829,454.377837819588,-0.01401374578223721,0,0.3941885424898653,215,244,14,95,18,17,36,1028.1772251880257,2903.682762531276,4002.2743583603105,2019.544586305517,602.9582316287065,171.52306432479298,46.19635051142971,13.182467110006156,0,0,0,0,0,0,5.258469889724775,5.326081937398027,0,7.008465528039956,0,0,0,9.812951150028775,8.07617223864907,0,0,0.38422293395147505,24.171987388486137,1.9222923091008035,0,4.532289260485859,10.79703586035892,11.243761900179193,0,7.595384164439165,33.410255811281054,0,6.619758682802184,22.72458064786456,0,14.801196476500715,5.031466912889283,7.854937968873517,17.06465808351933,0,18.309567303577893,0,0,0,0,0,0,0,225.75685859700835,1.1354685253840786,0.34926084350831843,0.29382611410192666,0.3737382195915433,0,0.7512948421570865,0,0.11998820619872054,0,0.8132357456924757,0,0.2173121165908218,0,0.3809562867004425,0.7707515827522919,0,0.161996958799983,0,0,0.23043352965250424,0.21664669375524,0.9220362512262116,0,0.0288908516306106,0.1645699698478346,0,0.3832313886010334,0.2348787504759984,0.06646318071567107,0.15960934856878667,0.1168424690090826,0,0,0.05586818548841713,0.05393831055660422,0.13588941847963049,0.11133819401994768,0,0,0.12829443312962563,0.2127436378202167,0.3445731296562927,0.4655646046946614,0.4245606212243402,0,0.7082058499362246,0.3082240700199761,0,0.2088700408932616,0.2088700408932616,0.2088700408932616,1003.0457115277292,690.5073450105517,1245.7064965021048,1679.749710768701,2339.072662024463,2773.278004995582,2843.09437286793,2635.5316092662897,2384.8257395599217,2561.393083286727,2681.391390692728,2659.1144004389425,2566.2205024388268,2575.9820925956815,2664.095674588387,2643.851155130556,2486.210851551415,2442.6793964870494,2732.5314815980546,2483.18187009928,2767.4896414254786,2552.4083557371346,2458.7003787993385,2466.074742848552,2414.889838691569,2603.880008714026,2517.8743636958625,2639.911399049464,2862.113988412974,2659.355460639735,2799.1645331612135,2832.469391832294,2843.2493692973553,2656.304859252794,2753.2946692362575,2303.820185871408,2467.7799873292615,2660.604970672332,2536.9711145693104,2779.903029812608,2753.7249093276737,2729.6985149289276,2816.761415559264,2603.566138713913,2365.671646625902,2613.7159829574916,2567.5757886861657,2695.924943301945,2773.1846932451685,2672.552820493745,2672.552820493745,2672.552820493745
